ocn1	eco	seq
D.Chi.Exc.MLn	D07	0
D.Tar.Cls.MLn	D34	0
D.Tar.Prg.MLn	D33	0
D.STa.Exc.MLn	D41	0
D.STa.Pil.MLn	D40	0
D.QGA.Old.MLn	D20	0
D.QGA.Ale.MLn	D20	0
D.Cat.Ope.Qa4.MLn	E03	0
D.Bgm.Dec.Lam.MLn.Qd2	D00	0
E.KID.Cls.Mar.MLn.Nd3	E97	0
E.KID.Cls.Pet.MLn.c5	E92	0
E.KID.Fch.Pan.MLn.b3	E63	0
E.KID.Fou.MLn.Cap	E76	0
E.Gru.Exc.Cla.MLn	D85	0
E.Gru.Rus.Hng.Be2	D97	0
E.QID.Mod.Fch.MLn	E15	0
E.QID.Nim.Tim.MLn	E15	0
E.Bog.Ret.Fch.MLn	E11	0
E.Ind.QID.MLn.e3	E12	0
A.Ama.Par.MLn.Nf6	A00	0
A.Sod.Dur.MLn.Nc6	A00	0
A.Owe.Fch.MLn.Ne2	B00	0
A.VtK.FrD.MLn.Bd6	A00	0
A.VtK.Sic.MLn.Nf6	A00	0
A.Hor.Ker.MLn.a3	A40	0
A.Hor.Fch.MLn.Nf3	A40	0
A.And.Pol.MLn.e5	A00	0
A.Clm.Spk.MLn.d5	A00	0
A.Ret.KIA.MLn.e4.c5	A07	0
B.Nim.Ken.MLn.Nf3	B00	0
B.Nim.ScD.MLn.Nf3	B00	0
B.Nim.Col.MLn.d4	B00	0
B.Mod.Tig.MLn.e5	B06	0
B.Mod.Pte.MLn.Bc3	B06	0
B.OwM.Mat.MLn.c3	B00	0
B.OwM.Eng.MLn.Bd3	B00	0
B.Sca.Mod.Mie.MLn.Bc4	B01	0
B.Ale.Mod.KID.MLn.cxd6	B04	0
B.Pir.150.Arg.MLn.Lng	B07	0
C.KPO.Kgt.MLn.a3	C40	0
C.KPO.Nap.MLn.Nf6	C20	0
C.KPO.Prt.MLn.c6	C20	0
C.Fou.Glk.MLn.Bg2	C47	0
C.Fou.Sco.Bel.MLn.Nxd4	C47	0
C.Fou.Spa.Rub.MLn.b5	C48	0
C.Sco.Gor.Nc3.MLn.Bd3	C44	0
C.Sco.Gbt.Max.MLn.c3	C44	0
C.KGm.Dec.Cls.MLn.d4	C30	0
C.KGm.Acc.Muz.Dbl.MLn.Nf6	C37	0
D.Chi.MLn.e3.Nf6	D07	0
D.Chi.Exc.MLn.e3	D07	0
D.Tar.Cls.MLn.Re8	D34	0
D.Tar.Prg.MLn.Nxd4	D33	0
D.STa.Exc.MLn.Nxc3	D41	0
D.STa.Pil.MLn.Nxd4	D40	0
D.QGA.Old.MLn.exd4	D20	0
D.QGA.Ale.MLn.Bb3	D20	0
D.Cat.Ope.Qa4.MLn.c5	E03	0
D.Bgm.Dec.Lam.MLn.Qd2.e6	D00	0
E.QID.Nim.Tim.MLn.Nc3	E15	0
E.Bog.Ret.Fch.MLn.O-O	E11	0
E.Ind.QID.MLn.e3.Be7	E12	0
E.KID.Cls.Mar.MLn.Nd3.f5	E97	0
E.KID.Cls.Pet.MLn.c5.Na6	E92	0
E.KID.Fch.Pan.MLn.b3.Bd7	E63	0
E.KID.Fou.MLn.Cap.fxe6	E76	0
E.Gru.Exc.Cla.MLn.O-O	D85	0
E.Gru.Rus.Hng.Be2.Nc6	D97	0
E.QID.Mod.Fch.MLn.d5	E15	0
A.Ama.Par.MLn.Nf6.d4.Nc6	A00	0
A.Sod.Dur.MLn.Nc6.g3.Nf6	A00	0
A.Owe.Fch.MLn.Ne2.a6.Bd3	B00	0
A.VtK.FrD.MLn.Bd6.Bd3.Nf6	A00	0
A.VtK.Sic.MLn.Nf6.Bg5.Be7	A00	0
A.Hor.Ker.MLn.a3.Bd6.e3	A40	0
A.Hor.Fch.MLn.Nf3.Be7.e3	A40	0
A.And.Pol.MLn.e5.Bb2.Nf6	A00	0
A.Clm.Spk.MLn.d5.Bg2.Nf6	A00	0
A.Ret.KIA.MLn.e4.c5.b6	A07	0
B.Nim.Ken.MLn.Nf3.d6.Nc3	B00	0
B.Nim.ScD.MLn.Nf3.e6.Be2	B00	0
B.Nim.Col.MLn.d4.Bxf5.Bd3	B00	0
B.Mod.Tig.MLn.e5.Nd7.Bd3	B06	0
B.Mod.Pte.MLn.Bc3.cxd4.Nxd4	B06	0
B.OwM.Mat.MLn.c3.Nf6.Bg5	B00	0
B.OwM.Eng.MLn.Bd3.Nf6.O-O	B00	0
B.Sca.Mod.Mie.MLn.Bc4.e6	B01	0
B.Ale.Mod.KID.MLn.cxd6.Be2	B04	0
B.Pir.150.Arg.MLn.Lng.Nbd7	B07	0
C.KPO.Nap.MLn.Nf6.Nc3.Bc5	C20	0
C.KPO.Prt.MLn.c6.Ba4.d6	C20	0
C.Fou.Glk.MLn.Bg2.dxe4.Nxe4	C47	0
C.Fou.Sco.Bel.MLn.Nxd4.d6	C47	0
C.Fou.Spa.Rub.MLn.b5.Nxb5	C48	0
C.Sco.Gor.Nc3.MLn.Bd3.d6	C44	0
C.Sco.Gbt.Max.MLn.c3.dxc3	C44	0
C.KGm.Dec.Cls.MLn.d4.Bb6	C30	0
C.KGm.Acc.Muz.Coc.exd5.Nf6	C37	0
D.Chi.MLn.e3.Nf6.Nc3	D07	0
D.Chi.Exc.MLn.e3.Qd8.Nf3	D07	0
D.Tar.Cls.MLn.Re8.Re1	D34	0
D.Tar.Prg.MLn.Nxd4.Qb6	D33	0
D.STa.Exc.MLn.Nxc3.Qb3	D41	0
D.STa.Pil.MLn.Nxd4.a6	D40	0
D.QGA.Old.MLn.exd4.Be7	D20	0
D.QGA.Ale.MLn.Bb3.e6	D20	0
D.Cat.Ope.Qa4.MLn.c5.dxc5	E03	0
D.Bgm.Acc.Ryd.MLn.Be3.Qd6	D00	0
E.QID.Nim.Tim.MLn.Nc3.d5	E15	0
E.Bog.Ret.Fch.MLn.O-O.Nc3	E11	0
E.Ind.QID.MLn.e3.Be7.Be2	E12	0
E.KID.Cls.Mar.MLn.Nd3.c5	E97	0
E.KID.Fch.Pan.MLn.b3.Re8	E63	0
E.KID.Fou.MLn.Cap.fxe6.Be3	E76	0
E.Gru.Exc.Cla.MLn.O-O.Qc2	D85	0
E.Gru.Rus.Hng.Be2.Nc6.h3	D97	0
E.QID.Mod.Fch.MLn.d5.Ne5	E15	0
E.Nim.Rub.Tai.MLn.Qc2.c5	E40	0
A.Ama.Par.MLn.Nf6.d4	A00	0
A.Sod.Dur.MLn.Nc6.g3	A00	0
A.Owe.Fch.MLn.Ne2.a6	B00	0
A.VtK.FrD.MLn.Bd6.Bd3	A00	0
A.VtK.Sic.MLn.Nf6.Bg5	A00	0
A.Hor.Ker.MLn.a3.Bd6	A40	0
A.Hor.Fch.MLn.Nf3.Be7	A40	0
A.And.Pol.MLn.e5.Bb2	A00	0
A.Clm.Spk.MLn.d5.Bg2	A00	0
A.Ret.KIA.MLn.e4.c5.Nc6	A07	0
B.Nim.Ken.MLn.Nf3.d6	B00	0
B.Nim.ScD.MLn.Nf3.e6	B00	0
B.Nim.Col.MLn.d4.Bxf5	B00	0
B.Mod.Tig.MLn.e5.Nd7	B06	0
B.Mod.Pte.MLn.Bc3.cxd4	B06	0
B.OwM.Mat.MLn.c3.Nf6	B00	0
B.OwM.Eng.MLn.Bd3.Nf6	B00	0
B.Sca.Mod.Mie.MLn.Bc4.Bg4	B01	0
B.Ale.Mod.KID.MLn.cxd6.Bg7	B04	0
B.Pir.150.Arg.MLn.Lng.a5	B07	0
C.KPO.Kgt.MLn.a3.Nf6	C40	0
C.KPO.Nap.MLn.Nf6.Nc3	C20	0
C.KPO.Prt.MLn.c6.Ba4	C20	0
C.Fou.Glk.MLn.Bg2.dxe4	C47	0
C.Fou.Sco.Bel.MLn.Nxd4.Bc5	C47	0
C.Fou.Spa.Rub.MLn.b5.Bb3	C48	0
C.Sco.Gor.Nc3.MLn.Bd3.Nf6	C44	0
C.Sco.Gbt.Max.MLn.c3.Nf6	C44	0
C.KGm.Dec.Cls.MLn.d4.exd4	C30	0
C.KGm.Acc.Muz.Coc.exd5	C37	0
D.Chi.MLn.e3.Nf6.Be2	D07	0
D.Chi.Exc.MLn.e3.Qd8	D07	0
D.Tar.Cls.MLn.Re8.Be3	D34	0
D.Tar.Prg.MLn.Nxd4.Be6	D33	0
D.STa.Exc.MLn.Nxc3.bxc3	D41	0
D.STa.Pil.MLn.Nxd4.Be7	D40	0
D.QGA.Old.MLn.exd4.Nf6	D20	0
D.QGA.Ale.MLn.Bb3.Nc6	D20	0
D.Cat.Ope.Qa4.MLn.c5.O-O	E03	0
D.Bgm.Acc.Ryd.MLn.Be3.Nc6	D00	0
E.QID.Nim.Tim.MLn.Nc3.O-O	E15	0
E.Bog.Ret.Fch.MLn.O-O.d5	E11	0
E.Ind.QID.MLn.e3.Be7.Bd3	E12	0
E.KID.Cls.Mar.MLn.Nd3.h6	E97	0
E.KID.Cls.Pet.MLn.c5.c6	E92	0
E.KID.Fch.Pan.MLn.b3.b5	E63	0
E.KID.Fou.MLn.Cap.fxe6.Be2	E76	0
E.Gru.Exc.Cla.MLn.O-O.e5	D85	0
E.Gru.Rus.Hng.Be2.Nc6.O-O	D97	0
E.QID.Mod.Fch.MLn.d5.cxd5	E15	0
E.Ben.Mod.Cls.MLn.Re1	A70	0
E.Ben.Mod.Cls.MLn.Re1	A71	1
E.Ben.Mod.Cls.MLn.h3	A70	0
E.Ben.Mod.Cls.MLn.h3	A71	1
E.Ben.Mod.Fch.MLn.O-O	A62	0
E.Ben.Mod.Fch.MLn.h3	A62	0
E.Ben.Mod.Fou.MLn.Be3	A68	0
E.Ben.Mod.Fou.MLn.Bd3	A68	0
A.Eng.Sym.Hdg.MLn.b3	A30	0
A.Eng.Sym.Hdg.MLn.Qa4	A30	0
A.Eng.Sym.Rub.MLn.Be2	A34	0
A.Eng.Rev.Fou.MLn.Bg2	A28	0
B.Sic.Cls.Rch.MLn.Kb1	B60	0
B.Sic.Cls.Rch.MLn.Kb1	B61	1
B.Sic.Cls.Bol.MLn.Be3	B59	0
B.Fre.Tar.Cls.MLn.Ngf3	C05	0
B.Sic.Clo.Fch.MLn.Nge2	B24	0
B.Sic.Naj.Eng.MLn.f3	B90	0
B.Sic.Naj.Pol.MLn.Qf3	B96	0
B.Sic.Dra.Yug.Sol.MLn.Bb3	B78	0
B.Sic.Dra.Cls.Nrm.MLn.Qd2	B72	0
B.Sic.Acc.Mar.MLn.Be3	B38	0
B.Fre.Win.Psn.MLn.Nf3	C18	0
C.RyL.Mor.Opn.Rig.MLn.Re1	C80	0
C.RyL.Exc.Alk.MLn.Nc3	C68	0
C.Ita.Giu.Cls.MLn.Nc3	C54	0
C.Ita.Evn.Dec.MLn.O-O	C52	0
C.Ita.Pia.Nf6.MLn.Re1	C50	0
C.Pet.Mod.Stn.MLn.Re1	C43	0
C.Sco.Mie.Pot.MLn.Kb1	C45	0
C.Cen.Dsh.Acc.MLn.Nxc3	C21	0
C.Bsh.Urs.Kei.MLn.Re1	C24	0
C.Vie.Gbt.Fal.MLn.Nf3	C29	0
D.QGD.Ort.Rub.MLn.Re1	D60	0
D.QGD.Ort.Cap.MLn.O-O	D63	0
D.QGD.Tar.Mak.MLn.Re1	D58	0
D.QGD.Lsk.Te7.MLn.O-O	D56	0
D.Sla.Exc.MLn.e3.Nf3	D13	0
D.Sem.Mer.Rab.MLn.O-O	D48	0
D.Sem.Bg5.AMo.MLn.Be2	D44	0
D.QGA.Cls.Rub.MLn.Qe2	D27	0
D.Cat.Ope.Yug.MLn.Qxc4	E04	0
D.QPG.Zuk.Col.MLn.O-O	D02	0
E.Nim.Rub.Hub.MLn.O-O	E41	0
E.Nim.Sml.Bot.MLn.Bd3	E25	0
E.KID.Sml.Ort.MLn.Qd2	E87	0
E.KID.Sml.Ort.d5.Nge2	E85	0
E.KID.Fch.Yug.MLn.d5	E65	0
E.KID.Cls.Mar.MLn.f3	E97	0
E.KID.Cls.Pet.MLn.Ne1	E92	0
E.KID.Fch.Pan.MLn.e4	E63	0
E.QID.Pet.Kas.MLn.Nc3	E12	0
E.Bud.Adl.MLn.e3.Be2	A52	0
E.Ben.Mod.Cls.MLn.Re1.Nbd7	A70	0
E.Ben.Mod.Cls.MLn.Re1.Nbd7	A71	1
E.Ben.Mod.Cls.MLn.h3.Re8	A70	0
E.Ben.Mod.Cls.MLn.h3.Re8	A71	1
E.Ben.Mod.Fch.MLn.O-O.Nbd7	A62	0
E.Ben.Mod.Fch.MLn.h3.Re8	A62	0
E.Ben.Mod.Fou.MLn.Be3.Re8	A68	0
E.Ben.Mod.Fou.MLn.Bd3.Na6	A68	0
A.Eng.Sym.Hdg.MLn.b3.O-O	A30	0
A.Eng.Sym.Hdg.MLn.Qa4.O-O	A30	0
A.Eng.Sym.Rub.MLn.Be2.O-O	A34	0
A.Eng.Rev.Fou.MLn.Bg2.Nb6	A28	0
B.Sic.Cls.Rch.MLn.Kb1.Bd7	B60	0
B.Sic.Cls.Rch.MLn.Kb1.Bd7	B61	1
B.Sic.Cls.Bol.MLn.Be3.Be6	B59	0
B.Fre.Tar.Cls.MLn.Ngf3.c5	C05	0
B.Sic.Clo.Fch.MLn.Nge2.e6	B24	0
B.Sic.Naj.Eng.MLn.f3.Nbd7	B90	0
B.Sic.Naj.Pol.MLn.Qf3.Bb7	B96	0
B.Sic.Dra.Yug.Sol.MLn.h4	B78	0
B.Sic.Dra.Cls.Nrm.MLn.h4	B72	0
B.Sic.Acc.Mar.MLn.Be3.Be6	B38	0
B.Fre.Win.Psn.MLn.Nf3.Nbc6	C18	0
C.RyL.Mor.Opn.Rig.MLn.c3	C80	0
C.Ita.Evn.Dec.MLn.O-O.d6	C52	0
C.Ita.Pia.Nf6.MLn.Re1.a6	C50	0
C.Pet.Mod.Stn.MLn.Re1.Be7	C43	0
C.Sco.Mie.Pot.MLn.Kb1.Re8	C45	0
C.Cen.Dsh.Acc.MLn.Nxc3.Nf6	C21	0
C.Bsh.Urs.Kei.MLn.Re1.Be7	C24	0
C.Vie.Gbt.Fal.MLn.Nf3.Be7	C29	0
D.QGD.Ort.Rub.MLn.Re1.cxd4	D60	0
D.QGD.Ort.Cap.MLn.O-O.b5	D63	0
D.QGD.Tar.Mak.MLn.Re1.Nbd7	D58	0
D.QGD.Lsk.Te7.MLn.O-O.Bg4	D56	0
D.Sla.Exc.MLn.e3.Nf3.e6	D13	0
D.Sem.Mer.Rab.MLn.O-O.c5	D48	0
D.Sem.Bg5.AMo.MLn.Be2.Nbd7	D44	0
D.QGA.Cls.Rub.MLn.Qe2.Be7	D27	0
D.Cat.Ope.Yug.MLn.Qxc4.b5	E04	0
D.QPG.Zuk.Col.MLn.O-O.Bd6	D02	0
E.Nim.Rub.Hub.MLn.O-O.O-O	E41	0
E.Nim.Sml.Bot.MLn.Bd3.Nc6	E25	0
E.KID.Sml.Ort.MLn.Qd2.exd4	E87	0
E.KID.Sml.Ort.d5.Nge2.a5	E85	0
E.KID.Fch.Yug.MLn.d5.Ne5	E65	0
E.KID.Cls.Mar.MLn.f3.f5	E97	0
E.KID.Fch.Pan.MLn.e4.e5	E63	0
E.Bud.Adl.MLn.e3.Be2.Re8	A52	0
B.Sic.Sve.Nd5.Qa5.Bd2	B33	0
C.Ita.Two.Ng5.Trx.Bxf7	C57	0
C.Ita.Two.Ng5.Feg.Kxf7	C57	0
C.Ita.Two.Ng5.Ulv.Bxb5	C57	0
C.Ita.Two.Ng5.Pol.Bb5	C58	0
C.Ita.Two.Ng5.Pol.Bb5	C59	1
D.Cat.Ope.Qa4.Ale.Be7	E03	0
C.RyL.Mor.Opn.Dil.Rxf2	C82	0
C.RyL.Mor.Opn.Hwl.Nc5	C81	0
C.RyL.Mor.StD.Sie.exf5	C74	0
C.Ita.Two.Ng5.Frt.c3	C57	0
C.Ita.Two.Ng5.Lol.exd4	C57	0
C.Ita.Evn.Acc.Stn.O-O	C51	0
C.RyL.Mor.Ark.Ctr.Nxe4	C78	0
B.Sic.Dra.Yug.Chn.Bb3	B78	0
C.RyL.Mor.Ark.Qe2.d6	C78	0
C.RyL.Mor.NeA.Ctr.d6	C78	0
C.Ita.Evn.Acc.Mor.d6	C52	0
C.Ita.Two.Ng5.Nxd.d3	C57	0
D.Cat.Cls.Qc2.Btr.Bb7	E08	0
D.Cat.Ope.Bb4.Mod.O-O	E04	0
E.Nim.Cls.Zur.Mil.e3	E33	0
E.KID.Cls.Byn.Nd2.a5	E97	0
B.Sic.Cls.Rch.Lip.Bd7	B62	0
B.Sic.Cls.Rch.Psn.O-O-O	B63	0
B.Sic.Cls.Rch.Drg.O-O-O	B60	0
B.Sic.Cls.Rch.Bc4.Be7	B64	0
B.Sic.Cls.Soz.Vel.O-O	B89	0
B.Sic.Cls.Soz.Fis.O-O	B57	0
B.Sic.Dra.Cls.Ams.Be6	B72	0
E.Ben.Mod.Cls.Nd2.Re8	A72	0
E.Ben.Mod.Cls.Bg5.h6	A73	0
E.Ben.Mod.Cls.Rb1.a6	A74	0
E.Ben.Mod.Cls.h3.Na6	A75	0
E.Ben.Mod.Fch.Nd2.Re8	A63	0
E.Ben.Mod.Fch.Bf4.Re8	A64	0
E.KID.Sml.Ort.Exc.dxe5	E86	0
E.KID.Fch.Yug.Exc.Nc6	E66	0
A.Hol.Cls.IZh.Win.Ne4	A97	0
A.Hol.Cls.IZh.Ala.Ne4	A98	0
B.Fre.Tar.Cls.Be7.Ngf3	C06	0
B.Fre.Tar.Cls.c5.c3	C04	0
B.Fre.Tar.Cls.Kor.O-O	C06	0
B.Sic.Clo.Fch.Bot.Nf6	B25	0
B.Sic.Clo.Fch.Eng.Nf6	B26	0
C.KGm.Acc.Kie.Lon.Nxg4	C39	0
C.KGm.Acc.Bsh.Ble.Nf3	C33	0
E.Nim.Rub.Hub.Rau.O-O	E41	0
E.KID.Avk.Fle.MLn.Nf3	E73	0
C.KGm.Dec.Fal.MLn.d3	C31	0
C.KGm.Acc.All.MLn.Nxf7	C39	0
B.Sic.Sve.Nd5.Be7.Bxf6.g3	B33	0
B.Sic.Sve.Bxf6.Nd5.Bg7.c3	B33	0
B.Sic.Sve.Bxf6.Nd5.f5.c3	B33	0
A.Eng.Rev.Bot.MLn.Nd5	A22	0
B.Sic.Sch.Eng.MLn.Qd2	B80	0
B.Sic.Kan.Tal.MLn.O-O	B43	0
B.Sic.Ros.Nim.MLn.d4	B30	0
B.CaK.Adv.Sht.MLn.c3	B12	0
C.RyL.Ber.Wal.End.MLn.Re1	C67	0
D.Sla.Che.MLn.a4.axb5	D15	0
D.QGD.Ort.Hne.Cap.O-O	D63	0
D.QGD.Tar.MLn.Bd3.O-O	D58	0
D.Sla.Cls.MLn.e4.Qe2	D18	0
D.Sla.Qui.MLn.Bd3.O-O	D11	0
D.Sem.Bg5.Bot.Ekf.MLn.hxg5	D44	0
D.Sem.Mer.Lun.MLn.O-O	D48	0
D.QGA.Cen.Mod.MLn.Be3	D20	0
D.Cat.Cls.Kor.MLn.Bf4	E08	0
E.Bog.Nim.MLn.Be2.O-O	E11	0
E.OldI.Cls.MLn.Re1.Be3	A54	0
E.Blf.Dec.MLn.e3.Be2	A57	0
E.QID.Pet.Kas.MLn.e4.O-O	E12	0
E.KID.Mak.MLn.Be2.Re8	E71	0
E.Gru.Brn.MLn.Be2.Nc6	D80	0
E.Nim.Rom.MLn.Nf3.dxc4	E20	0
E.Ind.Tgo.MLn.Nc3.exd4	A50	0
D.Chi.MLn.e3.Nf6.Nc3.e6	D07	0
D.Tar.Cls.MLn.Re8.Re1.Bf8	D34	0
D.Tar.Prg.MLn.Nxd4.Qb6.Be3	D33	0
D.STa.Exc.MLn.Nxc3.Qb3.cxd4	D41	0
D.STa.Pil.MLn.Nxd4.a6.e3	D40	0
D.QGA.Old.MLn.exd4.Be7.Nf3	D20	0
D.QGA.Ale.MLn.Bb3.e6.Nf3	D20	0
D.Chi.MLn.e3.Nf6.Be2.e6	D07	0
D.Tar.Cls.MLn.Re8.Be3.Bf8	D34	0
D.Tar.Prg.MLn.Nxd4.Be6.O-O	D33	0
D.STa.Exc.MLn.Nxc3.bxc3.Nc6	D41	0
D.STa.Pil.MLn.Nxd4.Be7.e3	D40	0
D.QGA.Old.MLn.exd4.Nf6.Nf3	D20	0
D.QGA.Ale.MLn.Bb3.Nc6.Nf3	D20	0
B.Sic.Sve.Nd5.Qa5.Bd2.Rb8	B33	0
C.Ita.Two.Ng5.Trx.Bxf7.Ke7	C57	0
C.Ita.Two.Ng5.Feg.Kxf7.Qf3	C57	0
C.Ita.Two.Ng5.Ulv.Bxb5.Qxd5	C57	0
C.Ita.Two.Ng5.Pol.Bb5.c6	C58	0
C.Ita.Two.Ng5.Pol.Bb5.c6	C59	1
D.Cat.Ope.Qa4.Ale.Be7.Bg2	E03	0
C.RyL.Mor.Opn.Hwl.Nc5.Rd1	C81	0
C.RyL.Mor.StD.Sie.exf5.Bxf5	C74	0
C.Ita.Two.Ng5.Frt.c3.b5	C57	0
C.Ita.Two.Ng5.Lol.exd4.O-O	C57	0
B.Sic.Naj.Sch.MLn	B92	0
B.Sic.Naj.Sch.MLn	B93	1
B.Sic.Naj.Adm.MLn	B90	0
B.Sic.Naj.Pst.MLn	B97	0
B.Sic.Sch.Krs.MLn	B81	0
D.Sem.Bg5.Mos.Qxf6.g3	D43	0
D.Sem.Bg5.AMo.dxc4	D43	0
B.Sic.Clo.GPr.MLn	B23	0
C.RyL.Mor.Nor.MLn	C70	0
C.RyL.Mor.Wor.MLn	C77	0
C.Ita.Giu.Mol.MLn	C54	0
C.Ita.Two.Opn.MLn	C56	0
C.Ita.Two.Max.MLn	C56	0
E.KID.Sml.Pan.MLn	E83	0
E.KID.Sml.Pan.MLn	E84	1
E.KID.Cls.Glg.MLn	E92	0
E.KID.Cls.Exc.MLn	E92	0
E.Gru.Exc.Sev.MLn	D85	0
A.Hol.Sto.Bot.MLn	A93	0
D.Sem.AMe.Shr.MLn	D45	0
D.Cat.Cls.Bot.MLn	E07	0
D.Cat.Cls.Rab.MLn	E09	0
E.QID.Mod.Trd.MLn	E15	0
E.Nim.Cls.Ker.MLn	E32	0
E.Gru.Exc.Sps.MLn	D87	0
E.KID.Fch.Uhl.MLn	E62	0
E.KID.Sml.Byr.MLn	E81	0
E.KID.Fou.Dyn.MLn	E76	0
E.KID.Avk.Ben.MLn	E74	0
E.KID.Avk.Ben.MLn	E75	1
B.Sic.Dra.Lev.MLn	B71	0
B.Sic.Tay.Eng.MLn	B48	0
B.Sic.Kan.Mar.MLn	B41	0
B.Fre.Adv.Mil.MLn	C02	0
B.Fre.Tar.Ope.MLn	C07	0
B.Fre.Tar.Ope.MLn	C08	1
B.CaK.Adv.Tal.MLn	B12	0
C.RyL.Ber.Rio.MLn	C67	0
C.RyL.Mor.ClD.MLn	C70	0
C.RyL.Mor.Fch.MLn	C70	0
C.RyL.Mor.Car.MLn	C70	0
C.Ita.Giu.Grc.MLn	C54	0
C.Sco.Gor.Dbl.MLn	C44	0
C.Vie.Gbt.Hmp.MLn	C25	0
C.Fou.Spa.Dbl.MLn	C49	0
C.Fou.Spa.Cls.MLn	C48	0
E.Ben.Bnk.Acc.MLn	A57	0
E.Ben.Bnk.Acc.MLn	A58	1
E.Ben.Bnk.Dec.MLn	A57	0
E.Gru.Brn.Nad.MLn	D80	0
D.QGD.Exc.Car.MLn	D35	0
D.QGD.Exc.Min.MLn	D36	0
E.KID.Cls.Bol.MLn	E94	0
E.KID.Cls.Ort.MLn	E94	0
E.KID.Cls.Ort.MLn	E95	1
E.Bud.Faj.MLn	A51	0
E.Bud.Faj.MLn.e3	A51	0
E.Bud.Faj.MLn.e3.Be2	A51	0
E.Bud.Faj.MLn.e3.Be2.O-O	A51	0
E.Bud.Faj.Bns.MLn	A51	0
E.Bud.Faj.Ste.MLn	A51	0
E.Bud.Rub.MLn.e3	A52	0
E.Bud.Rub.MLn.e3.Be2	A52	0
E.Bud.Alk.MLn	A52	0
E.Bud.Alk.MLn.Nf3	A52	0
E.Gru.Thr.MLn	D70	0
E.Gru.Thr.MLn	D71	1
E.Gru.Thr.MLn.Qb3	D70	0
E.Gru.Thr.MLn.Qb3	D71	1
E.Gru.Neo.MLn	D72	0
E.Gru.Neo.MLn	D73	1
E.Gru.Neo.MLn.cxd5	D73	0
E.Gru.Neo.MLn.cxd5.Nxd5	D73	0
E.Gru.Rus.Prz.MLn	D97	0
E.Gru.Rus.Szs.MLn	D97	0
E.Gru.Fch.Pac.MLn	D78	0
E.Gru.Fch.Euw.MLn	D78	0
E.Gru.Exc.Mod.MLn	D85	0
E.Nim.Spl.MLn	E22	0
E.Nim.Spl.MLn	E23	1
E.Nim.Spl.MLn.e3	E23	0
E.Nim.Cls.Noa.MLn	E34	0
E.Nim.Cls.Bot.MLn	E32	0
E.Nim.Cls.Mil.MLn	E33	0
E.Nim.Rub.Res.MLn	E46	0
E.Nim.Rub.Flo.MLn	E40	0
E.Nim.Rub.StP.MLn	E43	0
E.Nim.Sml.Kmo.MLn	E26	0
E.Nim.Kas.Euw.MLn	E21	0
E.QID.Sps.MLn	E14	0
E.QID.Euw.MLn	E17	0
E.QID.Kas.MLn	E13	0
E.QID.Cls.MLn	E17	0
E.QID.Cls.MLn	E18	1
E.KID.Cls.Arb.MLn	E97	0
E.KID.Sml.Bob.MLn	E84	0
E.KID.Sml.Krs.MLn	E80	0
E.KID.Fch.Sim.MLn	E62	0
E.KID.Fch.Kav.MLn	E62	0
D.Sla.Sml.MLn	D16	0
D.Sla.Ala.MLn	D15	0
D.Sla.Cze.Kra.MLn	D17	0
D.Sla.Not.MLn	D31	0
D.Sla.Stn.MLn	D10	0
D.QGA.Bog.MLn	D24	0
D.QGA.Flo.MLn	D20	0
D.QGA.Jan.MLn	D25	0
D.QGD.Har.MLn	D37	0
D.QGD.Alt.MLn	D31	0
D.QGD.Cls	D50	0
D.QGD.Cls	D51	1
D.QGD.Cls	D53	2
D.QGD.Cls	D54	3
D.QGD.Cls.MLn	D53	0
D.QGD.Cls.MLn.Bh4	D53	0
D.QGD.Cls.Bd3	D54	0
D.QGD.Cls.Nf3	D50	0
D.QGD.Cls.Nf3	D51	1
D.QGD.Cls.Nf3.c5	D51	0
D.QGA.Cls.MLn	D28	0
D.QGA.Cls.MLn	D29	1
D.QGA.Cls.MLn.a4	D29	0
D.QGA.Cls.Ale.MLn	D28	0
D.Sla.Cls.MLn.Nh4	D19	0
D.Sla.Cls.MLn.Qe2	D19	0
D.Sla.Dim.MLn	D10	0
D.Sla.Win.MLn	D10	0
D.Tar.Rub.MLn	D34	0
D.Tar.Rub.MLn.O-O	D34	0
D.Tar.HSc.MLn	D32	0
D.Tar.Mar.MLn	D32	0
D.STa.Kmo.MLn	D41	0
D.STa.Sym.MLn	D40	0
D.STa.End.MLn	D41	0
D.Chi.Laz.MLn	D07	0
D.Chi.Tar.MLn	D07	0
D.QPG.Ver.MLn	D01	0
D.QPG.Ama.MLn	D00	0
D.QPG.Mas.MLn	D00	0
D.QPG.Sto.MLn	D00	0
D.QPG.Zur.MLn	D00	0
E.Ben.Czk.MLn	A56	0
E.Ben.Czk.MLn.Be7	A56	0
E.Gru.Sml.MLn	D80	0
E.Gru.Sml.MLn.c5	D80	0
E.OldI.Ukr.MLn	A54	0
E.OldI.Jan.MLn	A53	0
E.Nim.Fou.MLn	E20	0
E.Nim.Fou.MLn.e4	E20	0
E.Nim.Mik.MLn	E20	0
E.Nim.Mik.MLn.Nf3	E20	0
E.Bog.Exc.MLn	E11	0
E.Bog.Hai.MLn	E11	0
E.Bog.Rom.MLn	E11	0
E.Bog.NEn.MLn	E11	0
E.Bog.Grn.MLn	E11	0
E.KID.Fch.MLn	E60	0
E.KID.Fch.MLn	E61	1
