ocn1	eco	seq
A.EID.Bg5.Bg7.Nbd2	A48	0
A.EID.Bg5.Bg7.Nbd2.d5	A48	0
A.EID.Nc3	A48	0
A.EID.Nc3.d5	A48	0
A.EID.Nc3.d5.Bf4	A48	0
A.EID.Nc3.d5.Bf4.Bg7	A48	0
A.EID.Nc3.d5.Bf4.Bg7.e3	A48	0
C.RyL.Mor.Ba4	C70	0
C.RyL.Mor.Ba4	C71	1
C.RyL.Mor.Ba4	C72	2
C.RyL.Mor.Ba4	C73	3
C.RyL.Mor.Ba4	C74	4
C.RyL.Mor.Ba4	C75	5
C.RyL.Mor.Ba4	C76	6
C.RyL.Mor.Ba4	C77	7
C.RyL.Mor.Ba4	C78	8
C.RyL.Mor.Ba4	C79	9
C.RyL.Mor.Ba4	C80	10
C.RyL.Mor.Ba4	C81	11
C.RyL.Mor.Ba4	C82	12
C.RyL.Mor.Ba4	C83	13
C.RyL.Mor.Ba4	C84	14
C.RyL.Mor.Ba4	C85	15
C.RyL.Mor.Ba4	C86	16
C.RyL.Mor.Ba4	C87	17
C.RyL.Mor.Ba4	C88	18
C.RyL.Mor.Ba4	C89	19
C.RyL.Mor.Ba4	C90	20
C.RyL.Mor.Ba4	C91	21
C.RyL.Mor.Ba4	C92	22
C.RyL.Mor.Ba4	C93	23
C.RyL.Mor.Ba4	C94	24
C.RyL.Mor.Ba4	C95	25
C.RyL.Mor.Ba4	C96	26
C.RyL.Mor.Ba4	C97	27
C.RyL.Mor.Ba4	C98	28
C.RyL.Mor.Ba4	C99	29
C.RyL.Mor.Ba4.Nf6	C75	0
C.RyL.Mor.Ba4.Nf6	C76	1
C.RyL.Mor.Ba4.Nf6	C77	2
C.RyL.Mor.Ba4.Nf6	C78	3
C.RyL.Mor.Ba4.Nf6	C79	4
C.RyL.Mor.Ba4.Nf6	C80	5
C.RyL.Mor.Ba4.Nf6	C81	6
C.RyL.Mor.Ba4.Nf6	C82	7
C.RyL.Mor.Ba4.Nf6	C83	8
C.RyL.Mor.Ba4.Nf6	C84	9
C.RyL.Mor.Ba4.Nf6	C85	10
C.RyL.Mor.Ba4.Nf6	C86	11
C.RyL.Mor.Ba4.Nf6	C87	12
C.RyL.Mor.Ba4.Nf6	C88	13
C.RyL.Mor.Ba4.Nf6	C89	14
C.RyL.Mor.Ba4.Nf6	C90	15
C.RyL.Mor.Ba4.Nf6	C91	16
C.RyL.Mor.Ba4.Nf6	C92	17
C.RyL.Mor.Ba4.Nf6	C93	18
C.RyL.Mor.Ba4.Nf6	C94	19
C.RyL.Mor.Ba4.Nf6	C95	20
C.RyL.Mor.Ba4.Nf6	C96	21
C.RyL.Mor.Ba4.Nf6	C97	22
C.RyL.Mor.Ba4.Nf6	C98	23
C.RyL.Mor.Ba4.Nf6	C99	24
C.RyL.Mor.Ba4.Nf6.O-O	C75	0
C.RyL.Mor.Ba4.Nf6.O-O	C76	1
C.RyL.Mor.Ba4.Nf6.O-O	C77	2
C.RyL.Mor.Ba4.Nf6.O-O	C78	3
C.RyL.Mor.Ba4.Nf6.O-O	C79	4
C.RyL.Mor.Ba4.Nf6.O-O	C80	5
C.RyL.Mor.Ba4.Nf6.O-O	C81	6
C.RyL.Mor.Ba4.Nf6.O-O	C82	7
C.RyL.Mor.Ba4.Nf6.O-O	C83	8
C.RyL.Mor.Ba4.Nf6.O-O	C84	9
C.RyL.Mor.Ba4.Nf6.O-O	C85	10
C.RyL.Mor.Ba4.Nf6.O-O	C86	11
C.RyL.Mor.Ba4.Nf6.O-O	C87	12
C.RyL.Mor.Ba4.Nf6.O-O	C88	13
C.RyL.Mor.Ba4.Nf6.O-O	C89	14
C.RyL.Mor.Ba4.Nf6.O-O	C90	15
C.RyL.Mor.Ba4.Nf6.O-O	C91	16
C.RyL.Mor.Ba4.Nf6.O-O	C92	17
C.RyL.Mor.Ba4.Nf6.O-O	C93	18
C.RyL.Mor.Ba4.Nf6.O-O	C94	19
C.RyL.Mor.Ba4.Nf6.O-O	C95	20
C.RyL.Mor.Ba4.Nf6.O-O	C96	21
C.RyL.Mor.Ba4.Nf6.O-O	C97	22
C.RyL.Mor.Ba4.Nf6.O-O	C98	23
C.RyL.Mor.Ba4.Nf6.O-O	C99	24
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C84	0
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C85	1
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C86	2
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C87	3
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C88	4
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C89	5
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C90	6
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C91	7
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C92	8
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C93	9
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C94	10
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C95	11
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C96	12
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C97	13
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C98	14
C.RyL.Mor.Ba4.Nf6.O-O.Be7	C99	15
C.RyL.Mor.Ba4.d6	C71	0
C.RyL.Mor.Ba4.d6	C72	1
C.RyL.Mor.Ba4.d6	C73	2
C.RyL.Mor.Ba4.d6	C74	3
C.RyL.Mor.Ba4.d6	C75	4
C.RyL.Mor.Ba4.d6	C76	5
C.RyL.Mor.Ba4.b5	C70	0
C.RyL.Mor.Ba4.b5	C78	1
C.RyL.Mor.Ba4.b5.Bb3	C70	0
C.RyL.Mor.Ba4.b5.Bb3	C78	1
C.RyL.Ber.O-O	C65	0
C.RyL.Ber.O-O	C66	1
C.RyL.Ber.O-O	C67	2
C.RyL.Ber.O-O.Nxe4	C67	0
C.RyL.Ber.O-O.Nxe4.d4	C67	0
C.RyL.Ber.O-O.Nxe4.d4.Nd6	C67	0
C.RyL.Mor.Opn.d4	C80	0
C.RyL.Mor.Opn.d4	C81	1
C.RyL.Mor.Opn.d4	C82	2
C.RyL.Mor.Opn.d4	C83	3
C.RyL.Mor.Opn.d4.b5	C80	0
C.RyL.Mor.Opn.d4.b5	C81	1
C.RyL.Mor.Opn.d4.b5	C82	2
C.RyL.Mor.Opn.d4.b5	C83	3
C.RyL.Mor.Opn.d4.b5.Bb3	C81	0
C.RyL.Mor.Opn.d4.b5.Bb3	C82	1
C.RyL.Mor.Opn.d4.b5.Bb3	C83	2
C.RyL.Mor.Opn.MLn	C81	0
C.RyL.Mor.Opn.MLn	C82	1
C.RyL.Mor.Opn.MLn	C83	2
C.RyL.Mor.Opn.MLn.dxe5	C81	0
C.RyL.Mor.Opn.MLn.dxe5	C82	1
C.RyL.Mor.Opn.MLn.dxe5	C83	2
C.RyL.Mor.Opn.MLn.dxe5.Be6	C81	0
C.RyL.Mor.Opn.MLn.dxe5.Be6	C82	1
C.RyL.Mor.Opn.MLn.dxe5.Be6	C83	2
C.Ita.Giu.O-O	C50	0
C.Ita.Giu.O-O	C53	1
C.Ita.Giu.O-O	C54	2
C.Ita.Giu.O-O.Nf6	C50	0
C.Ita.Giu.O-O.Nf6	C53	1
C.Ita.Giu.O-O.Nf6	C54	2
C.Ita.Giu.O-O.Nf6.c3	C53	0
C.Ita.Giu.O-O.Nf6.c3	C54	1
C.Ita.Giu.O-O.Nf6.d4	C54	0
C.Ita.Giu.O-O.Nf6.d3	C50	0
C.Ita.Giu.c3	C53	0
C.Ita.Giu.c3	C54	1
C.Ita.Giu.c3.Nf6	C53	0
C.Ita.Giu.c3.Nf6	C54	1
C.Ita.Giu.c3.Nf6.d4	C54	0
C.Ita.Giu.c3.Nf6.d4.exd4	C54	0
C.Ita.Giu.c3.Nf6.d3	C50	0
C.Ita.Giu.c3.Nf6.d3	C53	1
C.Ita.Giu.c3.Nf6.d3.d6	C50	0
C.Ita.Giu.c3.Nf6.d3.d6	C53	1
C.Ita.Giu.c3.Nf6.d3.d5	C50	0
C.Ita.Giu.c3.Nf6.d3.d5	C53	1
C.Ita.Giu.c3.Qe7	C50	0
C.Ita.Giu.c3.Qe7	C53	1
C.Ita.Giu.c3.Qe7.d4	C50	0
C.Ita.Giu.c3.Qe7.d4	C53	1
C.Ita.Giu.c3.d6	C50	0
C.Ita.Giu.c3.d6	C53	1
C.Ita.Giu.c3.d6.d4	C50	0
C.Ita.Giu.c3.d6.d4	C53	1
C.Ita.Giu.Bxf7	C50	0
C.Ita.Evn.Acc.c3	C51	0
C.Ita.Evn.Acc.c3	C52	1
C.Ita.Evn.Acc.c3.Bc5	C51	0
C.Ita.Evn.Acc.c3.Bc5	C52	1
C.Ita.Evn.Acc.c3.Bc5.d4	C51	0
C.Ita.Evn.Acc.c3.Bc5.d4	C52	1
C.Ita.Evn.Acc.c3.Be7	C51	0
C.Ita.Evn.Acc.c3.Be7	C52	1
C.Ita.Evn.Acc.c3.Bf8	C51	0
C.Ita.Evn.Acc.c3.Bf8	C52	1
C.Ita.Evn.Acc.c3.Bd6	C51	0
C.Ita.Evn.Acc.c3.Bd6	C52	1
C.Ita.Evn.Dec.a4	C52	0
C.Ita.Evn.Dec.Bb2	C52	0
C.Ita.Evn.Dec.b5	C52	0
C.Ita.Evn.Dec.b5.Na5	C52	0
C.Ita.Evn.Dec.b5.Na5.Nxe5	C52	0
C.Ita.Two.Nc3	C55	0
C.Ita.Two.Nc3.Nxe4	C55	0
C.Ita.Two.O-O	C55	0
C.Ita.Two.O-O	C56	1
C.Ita.Two.O-O.Bc5	C55	0
C.Ita.Two.O-O.Bc5	C56	1
C.Ita.Two.O-O.Bc5.d4	C56	0
C.Ita.Two.O-O.Bc5.d4.Bxd4	C56	0
C.Cen.d5	C21	0
C.Cen.d5	C22	1
C.Cen.d6	C21	0
C.Cen.d6	C22	1
C.Cen.d6.dxe5	C21	0
C.Cen.d6.dxe5	C22	1
C.Cen.d6.dxe5.Bd7	C21	0
C.Cen.d6.dxe5.Bd7	C22	1
C.Cen.exd4	C21	0
C.Cen.exd4	C22	1
C.Cen.exd4.Qxd4	C22	0
C.Cen.exd4.Qxd4.Nc6	C22	0
C.Cen.exd4.Qxd4.Nc6.Qc4	C22	0
C.Cen.exd4.Nf3	C21	0
C.Cen.exd4.Nf3.c5	C21	0
C.Cen.exd4.Nf3.Bc5	C21	0
C.Cen.exd4.f4	C21	0
C.Cen.exd4.Bc4	C21	0
C.Cen.exd4.Bd3	C21	0
C.KGm.Acc.Bsh.g5	C33	0
C.KGm.Acc.Bsh.d5	C33	0
C.KGm.Acc.Bsh.d5.Bxd5	C33	0
C.KGm.Acc.Bsh.d5.Bxd5.c6	C33	0
C.KGm.Acc.Bsh.d5.Bxd5.Nf6	C33	0
C.KGm.Acc.Bsh.Qh4	C33	0
C.KGm.Acc.Bsh.Qh4.Kf1	C33	0
C.KGm.Acc.Bsh.Qh4.Kf1.Nc6	C33	0
C.KGm.Acc.Bsh.Qh4.Kf1.Nf6	C33	0
C.KGm.Acc.Bsh.Qh4.Kf1.Bc5	C33	0
C.KGm.Acc.Bsh.Qh4.Kf1.d6	C33	0
C.KGm.Acc.Bsh.Qh4.Kf1.b5	C33	0
C.KGm.Acc.Bsh.Qh4.Kf1.Ne7	C33	0
C.KGm.Acc.Bsh.Nf6	C33	0
C.KGm.Acc.Bsh.f5	C33	0
C.KGm.Acc.Bsh.b5	C33	0
C.KGm.Acc.Bsh.c6	C33	0
C.KGm.Acc.Bsh.Nc6	C33	0
C.KGm.Acc.Bsh.Ne7	C33	0
C.KGm.Acc.Kie.d5	C39	0
C.KGm.Acc.Kie.d5.d4	C39	0
C.KGm.Acc.Kie.d5.d4.Nf6	C39	0
C.KGm.Acc.Kie.h5	C39	0
C.KGm.Acc.Kie.Nc6	C39	0
C.KGm.Acc.Kie.Bg7	C39	0
C.KGm.Acc.Kie.Qe7	C39	0
C.KGm.Acc.Kie.Be7	C39	0
C.Pet.Cls.Bd3	C42	0
C.Pet.Cls.Bd3.Nc6	C42	0
C.Pet.Cls.Bd3.Nc6.O-O	C42	0
C.Pet.Cls.Bd3.Nc6.O-O.Be7	C42	0
C.Pet.Cls.Bd3.Bd6	C42	0
C.Pet.Cls.Bd3.Bd6.O-O	C42	0
C.Pet.Cls.Bd3.Bd6.O-O.O-O	C42	0
C.KPO.Kgt.MLn.Nxe5	C44	0
C.KPO.Kgt.MLn.Nxe5.Nxe5	C44	0
C.KPO.Kgt.MLn.g3	C44	0
C.KPO.Kgt.MLn.c4	C44	0
C.KPO.Kgt.MLn.c4.Nf6	C44	0
C.KPO.Kgt.MLn.b4	C44	0
C.KPO.Kgt.MLn.Be2	C44	0
C.KPO.Kgt.MLn.Be2.Nf6	C44	0
C.KPO.Kgt.MLn.Be2.Nf6.d4	C44	0
C.KPO.Kgt.MLn.d3	C44	0
C.KPO.Kgt.MLn.d3.f5	C44	0
B.Nim.ScD.Be3	B00	0
B.Nim.ScD.e5	B00	0
B.Nim.ScD.exd5	B00	0
B.Nim.ScD.exd5.Qxd5	B00	0
B.Nim.ScD.exd5.Qxd5.Nc3	B00	0
B.Nim.ScD.exd5.Nb4	B00	0
B.Nim.ScD.Nc3	B00	0
B.Nim.ScD.Nc3.dxe4	B00	0
B.Nim.ScD.Nc3.dxe4.d5	B00	0
B.Nim.ScD.Nc3.Nf6	B00	0
B.Nim.ScD.Nc3.e5	B00	0
B.Nim.Ken.d5	B00	0
B.Nim.Ken.d5.Nce7	B00	0
B.Nim.Ken.dxe5	B00	0
B.Nim.Ken.dxe5.Bc5	B00	0
B.Nim.Ken.dxe5.f6	B00	0
B.Nim.Ken.dxe5.Qh4	B00	0
B.Nim.Ken.dxe5.d6	B00	0
B.Nim.Ken.dxe5.Nxe5	B00	0
B.Nim.Ken.dxe5.Nxe5.Nc3	B00	0
B.Nim.Ken.dxe5.Nxe5.Nf3	B00	0
B.Nim.Ken.dxe5.Nxe5.f4	B00	0
B.Nim.Ken.dxe5.Nxe5.f4.Ng6	B00	0
B.Nim.Ken.dxe5.Nxe5.f4.Nc6	B00	0
B.Fre.Adv.c5	C02	0
B.Fre.Adv.c5.c3	C02	0
B.Fre.Adv.c5.c3.Nc6	C02	0
B.Fre.Adv.c5.c3.Nc6.Nf3	C02	0
B.Fre.Adv.c5.c3.Qb6	C02	0
B.Fre.Adv.c5.Nf3	C02	0
B.Fre.Adv.c5.Nf3.cxd4	C02	0
B.Fre.Adv.c5.b4	C02	0
B.Fre.Adv.c5.dxc5	C02	0
B.Fre.Adv.Bd7	C02	0
B.CaK.Adv.Bf5	B12	0
B.CaK.Adv.Bf5.Nf3	B12	0
B.CaK.Adv.Bf5.Nf3.e6	B12	0
B.CaK.Adv.Bf5.Nc3	B12	0
B.CaK.Adv.Bf5.Nc3.Qb6	B12	0
B.CaK.Adv.Bf5.Nc3.e6	B12	0
B.CaK.Adv.Bf5.Ne2	B12	0
B.CaK.Adv.Bf5.b4	B12	0
B.CaK.Adv.Bf5.c3	B12	0
B.Sic.Win.cxb4	B20	0
B.Sic.Win.cxb4.Bb2	B20	0
B.Sic.Win.cxb4.a3	B20	0
B.Sic.Win.cxb4.a3.bxa3	B20	0
B.Sic.Win.cxb4.a3.d5	B20	0
B.Sic.Win.cxb4.c4	B20	0
B.Sic.OKn.Nf6	B50	0
B.Sic.OKn.Nf6.Nc3	B50	0
B.Sic.OKn.Nf6.Nc3	B56	1
B.Sic.OKn.Nf6.Nc3	B70	2
B.Sic.OKn.Nf6.Nc3	B80	3
B.Sic.OKn.Nf6.Nc3	B90	4
B.Sic.OKn.Nf6.Nc3.g6	B70	0
B.Sic.OKn.Nf6.Nc3.g6	B71	1
B.Sic.OKn.Nf6.Nc3.g6	B72	2
B.Sic.OKn.Nf6.Nc3.g6	B73	3
B.Sic.OKn.Nf6.Nc3.g6	B74	4
B.Sic.OKn.Nf6.Nc3.g6	B75	5
B.Sic.OKn.Nf6.Nc3.g6	B76	6
B.Sic.OKn.Nf6.Nc3.g6	B77	7
B.Sic.OKn.Nf6.Nc3.g6	B78	8
B.Sic.OKn.Nf6.Nc3.g6	B79	9
B.Sic.Kan.Bd3	B42	0
B.Sic.Kan.Bd3.Nf6	B42	0
B.Sic.Kan.Bd3.Bc5	B42	0
B.Sic.Kan.Bd3.g6	B42	0
B.Sic.Kan.Nc3	B43	0
B.Sic.Kan.Nc3.b5	B43	0
B.Sic.Cls.Be2	B56	0
B.Sic.Cls.Be2	B57	1
B.Sic.Cls.Be2	B58	2
B.Sic.Cls.Be2	B59	3
B.Sic.Cls.Be2	B70	4
B.Sic.Cls.Be2	B72	5
B.Sic.Cls.Be2	B73	6
B.Sic.Cls.Be2	B74	7
B.Sic.Cls.Be2.g6	B70	0
B.Sic.Cls.Be2.g6	B72	1
B.Sic.Cls.Be2.g6	B73	2
B.Sic.Cls.Be2.g6	B74	3
B.Sic.Cls.Be2.g6.Be3	B72	0
B.Sic.Cls.Be2.g6.Be3	B73	1
B.Sic.Cls.Be2.g6.Be3	B74	2
B.Sic.Cls.Be2.e5	B59	0
B.Sic.Cls.Soz.e6	B57	0
B.Sic.Cls.Soz.e6	B88	1
B.Sic.Cls.Soz.e6	B89	2
B.Sic.Cls.Soz.e6.Be3	B89	0
B.Sic.Cls.Soz.e6.Bb3	B88	0
B.Sic.Acc.Nxc6	B34	0
B.Sic.Acc.Nc3	B34	0
B.Sic.Acc.Nc3	B35	1
B.Sic.Acc.Nc3.Bg7	B34	0
B.Sic.Acc.Nc3.Bg7	B35	1
B.Sic.Acc.Nc3.Bg7.Be3	B35	0
B.Sic.Acc.Nc3.Bg7.Be3.Nf6	B35	0
B.Sic.Acc.Be3	B35	0
B.Sic.Acc.Be3	B73	1
B.Sic.Acc.Be3	B74	2
B.Sic.Acc.Be3.Bg7	B35	0
B.Sic.Acc.Be3.Bg7	B73	1
B.Sic.Acc.Be3.Bg7	B74	2
B.Sic.Acc.Be3.Bg7.Be2	B73	0
B.Sic.Acc.Be3.Bg7.Be2	B74	1
B.Sic.Sve.Ndb5	B33	0
B.Sic.Sve.Ndb5.d6	B33	0
B.Sic.Sve.Ndb5.d6.Bg5	B33	0
B.Sic.Sve.Ndb5.d6.Bg5.a6	B33	0
B.Sic.Sve.Nxc6	B33	0
B.Sic.Sve.Nf3	B33	0
B.Sic.Sve.Nb3	B33	0
B.Sic.SmM.e5	B21	0
B.Sic.SmM.d3	B21	0
B.Sic.SmM.d5	B21	0
B.Sic.SmM.Qa5	B21	0
B.Sic.SmM.Acc.Cls	B21	0
B.Sic.SmM.Acc.Fia	B21	0
B.Sic.SmM.Acc.Pau	B21	0
B.Sic.SmM.Acc.Sib	B21	0
B.Sic.SmM.Acc.Mor	B21	0
B.Sic.SmM.Acc.Pin	B21	0
B.Sic.Dra.Be3.Bg7.f3.Nc6	B75	0
B.Sic.Dra.Be3.Bg7.f3.Nc6	B76	1
B.Sic.Dra.Be3.Bg7.f3.O-O	B76	0
B.Sic.Dra.Yug.Nc6	B76	0
B.Sic.Dra.Yug.Nc6	B77	1
B.Sic.Dra.Yug.Nc6.Bc4	B77	0
A.Hor.Fch.MLn.Bg5	D50	0
A.Hor.Fch.MLn.Bg5	D51	1
A.Hor.Fch.MLn.Bg5	D53	2
A.Hor.Fch.MLn.Bg5	D54	3
A.Hor.Fch.MLn.Bg5.c5	D50	0
A.Hor.Fch.MLn.Bg5.c5.cxd5	D50	0
A.Hor.Fch.MLn.Bg5.Nbd7	D51	0
A.Hor.Fch.MLn.Bg5.Nbd7.e3	D51	0
A.Hor.Fch.MLn.Bg5.Be7	D53	0
A.Hor.Fch.MLn.Bg5.Be7	D54	1
A.Hor.Fch.MLn.Bg5.Be7.Nf3	D53	0
A.Hor.Fch.MLn.Bg5.Be7.Bxf6	D53	0
A.Hor.Fch.MLn.Bf4	D35	0
A.Hor.Fch.MLn.cxd5	D35	0
A.Kan.MLn.e3.c5	E29	0
A.Kan.MLn.e3.c5	E41	1
A.Kan.MLn.e3.c5	E42	2
A.Kan.MLn.e3.c5.Bd3	E29	0
A.Kan.MLn.e3.c5.Bd3.Nc6	E29	0
A.Kan.MLn.e3.c5.Ne2	E42	0
A.Kan.MLn.e3.O-O	E28	0
A.Kan.MLn.e3.O-O	E46	1
A.Kan.MLn.e3.O-O	E50	2
A.Kan.MLn.e3.O-O	E51	3
A.Kan.MLn.e3.O-O.a3	E28	0
A.Kan.MLn.e3.O-O.a3	E51	1
A.Kan.MLn.e3.O-O.Nf3	E50	0
A.Kan.MLn.e3.O-O.Nf3	E51	1
A.Kan.MLn.e3.O-O.Nf3.d5	E51	0
A.Kan.MLn.e3.O-O.Ne2	E46	0
A.Kan.MLn.e3.Ne4	E43	0
A.Kan.MLn.e3.Ne4.Qc2	E43	0
A.Ret.Eng.Be7	A13	0
A.Ret.Eng.Be7	A14	1
A.Ret.Eng.Be7.O-O	A14	0
A.Ret.Eng.Be7.O-O.O-O	A14	0
A.Ret.Eng.Be7.O-O.O-O.b3	A14	0
A.Ret.Eng.Be7.b3	A14	0
A.Ret.Eng.Be7.b3.b6	A14	0
A.Ret.Eng.Be7.b3.c5	A14	0
A.Ret.Eng.dxc4	A13	0
A.Ret.Eng.c6	A13	0
A.Ret.Eng.c6	A14	1
A.Ret.Eng.c5	A13	0
A.Ret.Eng.c5	A14	1
A.Ret.Eng.c5.b3	A13	0
A.Ret.Eng.c5.b3.Nc6	A13	0
A.Ret.Eng.Bd6	A13	0
A.Ret.Ang.g3	A11	0
A.Ret.Ang.g3	A12	1
A.Ret.Ang.b3	A12	0
A.Ret.Ang.b3.Bg4	A12	0
A.Ret.Ang.b3.Bf5	A12	0
A.Ret.Ang.b3.Bf5.Bb2	A12	0
A.Eng.Rev.Nc3.Nf6.g3.d5	A22	0
A.Eng.Rev.Nc3.Nf6.g3.Bb4	A22	0
A.Eng.Rev.Nc3.Nf6.g3.Bb4	A29	1
A.Eng.Rev.Nc3.Nf6.g3.c6	A23	0
A.Eng.Rev.Nc3.Nf6.g3.Bc5	A23	0
A.Eng.Rev.Nc3.Nf6.g3.g6	A24	0
A.Eng.Rev.Nc3.Nf6.g3.Nc6	A29	0
A.Eng.Rev.Nc3.Nc6.g3.g6	A25	0
A.Eng.Rev.Nc3.Nc6.g3.g6	A26	1
A.Eng.Rev.Nc3.Nc6.g3.d6	A21	0
A.Bir.Fro.Nc3	A02	0
A.Bir.Fro.fxe5	A02	0
A.Bir.Fro.fxe5.d6	A02	0
A.Bir.Fro.fxe5.d6.exd6	A02	0
A.Bir.Fro.fxe5.d6.exd6.Bxd6	A02	0
A.Bir.Fro.fxe5.f6	A02	0
A.Bir.Fro.fxe5.Ne7	A02	0
A.Bir.Fro.fxe5.Nc6	A02	0
A.Bir.Fro.d4	A02	0
A.Bir.Fro.d4.exd4	A02	0
A.QPO.Nf6.f4	A45	0
A.QPO.Nf6.Bf4	A45	0
A.QPO.Nf6.Nd2	A45	0
A.QPO.Nf6.Nd2.e5	A45	0
A.QPO.Nf6.e4	A45	0
A.QPO.Nf6.e4.Nxe4	A45	0
A.QPO.Nf6.d5	A45	0
A.QPO.Nf6.g3	A45	0
C.RyL.Ber.O-O.Bc5	C65	0
C.RyL.Ber.O-O.Bc5	C66	1
C.RyL.Ber.O-O.Bc5.c3	C65	0
C.RyL.Ber.O-O.Bc5.c3	C66	1
C.RyL.Ber.O-O.Bc5.c3.O-O	C65	0
C.RyL.Ber.O-O.Bc5.c3.O-O	C66	1
C.RyL.Ber.O-O.Ng4	C65	0
C.RyL.Ber.O-O.d6	C66	0
C.RyL.Ber.O-O.d6	C67	1
C.RyL.Ber.O-O.d6.d4	C66	0
C.RyL.Ber.O-O.d6.d4	C67	1
C.RyL.Ber.O-O.d6.d4.Bd7	C66	0
C.RyL.Ber.O-O.d6.d4.Bd7	C67	1
C.RyL.Ber.O-O.d6.d4.Nd7	C66	0
C.RyL.Ber.O-O.d6.d4.Nd7	C67	1
C.RyL.Ber.O-O.d6.Bxc6	C66	0
C.RyL.Ber.O-O.d6.Bxc6	C67	1
C.RyL.Ber.O-O.d6.Bxc6.bxc6	C66	0
C.RyL.Ber.O-O.d6.Bxc6.bxc6	C67	1
C.RyL.Cls.c3	C84	0
C.RyL.Cls.c3	C85	1
C.RyL.Cls.c3	C86	2
C.RyL.Cls.c3	C87	3
C.RyL.Cls.c3	C88	4
C.RyL.Cls.c3	C89	5
C.RyL.Cls.c3	C90	6
C.RyL.Cls.c3	C91	7
C.RyL.Cls.c3	C92	8
C.RyL.Cls.c3	C93	9
C.RyL.Cls.c3	C94	10
C.RyL.Cls.c3	C95	11
C.RyL.Cls.c3	C96	12
C.RyL.Cls.c3	C97	13
C.RyL.Cls.c3	C98	14
C.RyL.Cls.c3	C99	15
C.RyL.Cls.c3.O-O	C84	0
C.RyL.Cls.c3.O-O	C85	1
C.RyL.Cls.c3.O-O	C86	2
C.RyL.Cls.c3.O-O	C87	3
C.RyL.Cls.c3.O-O	C88	4
C.RyL.Cls.c3.O-O	C89	5
C.RyL.Cls.c3.O-O	C90	6
C.RyL.Cls.c3.O-O	C91	7
C.RyL.Cls.c3.O-O	C92	8
C.RyL.Cls.c3.O-O	C93	9
C.RyL.Cls.c3.O-O	C94	10
C.RyL.Cls.c3.O-O	C95	11
C.RyL.Cls.c3.O-O	C96	12
C.RyL.Cls.c3.O-O	C97	13
C.RyL.Cls.c3.O-O	C98	14
C.RyL.Cls.c3.O-O	C99	15
C.RyL.Cls.c3.O-O.h3	C88	0
C.RyL.Cls.c3.O-O.h3	C89	1
C.RyL.Cls.c3.O-O.h3	C92	2
C.RyL.Cls.c3.O-O.h3	C93	3
C.RyL.Cls.c3.O-O.h3	C94	4
C.RyL.Cls.c3.O-O.h3	C95	5
C.RyL.Cls.c3.O-O.h3	C96	6
C.RyL.Cls.c3.O-O.h3	C97	7
C.RyL.Cls.c3.O-O.h3	C98	8
C.RyL.Cls.c3.O-O.h3	C99	9
C.RyL.Cls.c3.O-O.h3.Bb7	C88	0
C.RyL.Cls.c3.O-O.h3.Bb7	C89	1
C.RyL.Cls.c3.O-O.h3.Bb7	C92	2
C.RyL.Cls.c3.O-O.h3.Bb7	C93	3
C.RyL.Cls.c3.O-O.h3.Bb7	C94	4
C.RyL.Cls.c3.O-O.h3.Bb7	C95	5
C.RyL.Cls.c3.O-O.h3.Bb7	C96	6
C.RyL.Cls.c3.O-O.h3.Bb7	C97	7
C.RyL.Cls.c3.O-O.h3.Bb7	C98	8
C.RyL.Cls.c3.O-O.h3.Bb7	C99	9
C.RyL.Cls.c3.O-O.h3.Be6	C88	0
C.RyL.Cls.c3.O-O.h3.Be6	C89	1
C.RyL.Cls.c3.O-O.h3.Be6	C92	2
C.RyL.Cls.c3.O-O.h3.Be6	C93	3
C.RyL.Cls.c3.O-O.h3.Be6	C94	4
C.RyL.Cls.c3.O-O.h3.Be6	C95	5
C.RyL.Cls.c3.O-O.h3.Be6	C96	6
C.RyL.Cls.c3.O-O.h3.Be6	C97	7
C.RyL.Cls.c3.O-O.h3.Be6	C98	8
C.RyL.Cls.c3.O-O.h3.Be6	C99	9
C.RyL.Cls.c3.O-O.h3.Re8	C88	0
C.RyL.Cls.c3.O-O.h3.Re8	C89	1
C.RyL.Cls.c3.O-O.h3.Re8	C92	2
C.RyL.Cls.c3.O-O.h3.Re8	C93	3
C.RyL.Cls.c3.O-O.h3.Re8	C94	4
C.RyL.Cls.c3.O-O.h3.Re8	C95	5
C.RyL.Cls.c3.O-O.h3.Re8	C96	6
C.RyL.Cls.c3.O-O.h3.Re8	C97	7
C.RyL.Cls.c3.O-O.h3.Re8	C98	8
