ocn1	match_kind	matched_plies	total_plies	lichess_eco	lichess_name
B.Sic.Naj.Bg5.e6.f4.Nbd7	exact	18	18	B99	Sicilian Defense: Najdorf Variation, Main Line
B.Sic.Cls.Rch.e6.Qd2.Bd7	exact	16	16	B67	Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation
B.Sic.Cls.Rch.e6.Qd2.f4	prefix	16	17	B67	Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation
B.Sic.Cls.Rch.e6.Qd2.O-O-O	exact	18	18	B68	Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation
B.Sic.Cls.Rch.e6.Qd2.Bxf6	exact	21	21	B69	Sicilian Defense: Richter-Rauzer Variation, Neo-Modern Variation, Nyezhmetdinov Attack
B.Sic.OKn.Nf6.Nc3.g6.Bg7	prefix	11	12	B70	Sicilian Defense: Dragon Variation, Classical Variation
B.Sic.OKn.Nf6.Nc3.g6.O-O	prefix	11	13	B70	Sicilian Defense: Dragon Variation, Classical Variation
B.Sic.OKn.Nf6.Nc3.g6.Qd2	exact	17	17	B73	Sicilian Defense: Dragon Variation, Classical Variation, Battery Variation
B.Sic.OKn.Nf6.Nc3.g6.Nc6	prefix	11	16	B70	Sicilian Defense: Dragon Variation, Classical Variation
B.Sic.OKn.Nf6.Nc3.g6.Nb3	exact	17	17	B74	Sicilian Defense: Dragon Variation, Classical Variation, Normal Line
B.Sic.Dra.Be3.Bg7.Be2.Nb3	exact	15	15	B72	Sicilian Defense: Dragon Variation, Classical Variation
B.Sic.Dra.Be3.Bg7.Be2.Ams	exact	15	15	B72	Sicilian Defense: Dragon Variation, Classical Variation, Amsterdam Variation
B.Sic.Dra.Be3.Bg7.Be2.Gri	exact	17	17	B72	Sicilian Defense: Dragon Variation, Classical Variation, Grigoriev Variation
B.Sic.Dra.Cls.Nrm.f4.d5	exact	26	26	B74	Sicilian Defense: Dragon Variation, Classical Variation, Bernard Defense
B.Sic.Dra.Cls.Nrm.f4.Bd3	exact	23	23	B74	Sicilian Defense: Dragon Variation, Classical Variation, Spielmann Variation
B.Sic.Dra.Cls.Nrm.f4.g4	exact	27	27	B74	Sicilian Defense: Dragon Variation, Classical Variation, Stockholm Attack
B.Fre.Adv.c5.c3.Nc6.Bd7	exact	10	10	C02	French Defense: Advance Variation, Euwe Variation
B.Fre.Adv.c5.c3.Nc6.Qb6	exact	11	11	C02	French Defense: Advance Variation, Main Line
B.Fre.Adv.c5.c3.Nc6.Nh6	exact	12	12	C02	French Defense: Advance Variation, Lputian Variation
B.Fre.Adv.c5.c3.Nc6.Be3	exact	9	9	C02	French Defense: Advance Variation, Kupreichik Variation
B.Fre.Adv.c5.Nf3.cxd4.Bd3	exact	9	9	C02	French Defense: Advance Variation, Ruisdonk Gambit
B.Fre.Tar.Cls.MLn.Bd3.b6	exact	12	12	C05	French Defense: Tarrasch Variation, Botvinnik Variation
B.Fre.Tar.Cls.MLn.Bd3.Nc6	exact	12	12	C05	French Defense: Tarrasch Variation, Closed Variation
B.Fre.Tar.Cls.MLn.Bd3.MLn	exact	15	15	C06	French Defense: Tarrasch Variation, Closed Variation, Main Line
B.Fre.Tar.Cls.MLn.Bd3.Len	exact	16	16	C06	French Defense: Tarrasch Variation, Leningrad Variation
B.Fre.Stn.MLn.f4.c5.Nc6	exact	12	12	C11	French Defense: Steinitz Variation
B.Fre.Stn.MLn.f4.c5.Qg4	exact	13	13	C11	French Defense: Steinitz Variation, Bradford Attack Variation
B.Fre.Stn.MLn.f4.c5.f6	exact	18	18	C11	French Defense: Steinitz Variation, Brodsky-Jones Variation
B.Fre.Stn.MLn.f4.c5.Be3	exact	13	13	C11	French Defense: Steinitz Variation, Boleslavsky Variation
B.Fre.Cls.exd5.exd5.Bg5.Nc6	exact	10	10	C01	French Defense: Exchange Variation, Bogoljubow Variation
B.Fre.Win.Adv.MLn.Ne7.Qc7	exact	14	14	C18	French Defense: Winawer Variation, Advance Variation, with Bd3
B.Fre.Win.Adv.MLn.Ne7.Nbc6	exact	15	15	C19	French Defense: Winawer Variation, Positional Variation
B.Fre.Win.Adv.Pos.Qa5.c4	exact	18	18	C19	French Defense: Winawer Variation, Positional Variation
B.Fre.Win.Psn.MLn.Ne2	exact	19	19	C18	French Defense: Winawer Variation, Poisoned Pawn Variation, Main Line
B.Nim.ScD.Nc3.dxe4.d5.Ne5	exact	8	8	B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Nimzowitsch Gambit
B.Nim.ScD.Nc3.dxe4.d5.Nb8	exact	9	9	B00	Nimzowitsch Defense: Scandinavian Variation, Bogoljubow Variation, Richter Gambit
B.Sic.Win.cxb4.a3.d5.Qxd5	prefix	5	8	B20	Sicilian Defense: Wing Gambit, Marshall Variation
B.Ale.Chs.Nd5.Bc4.e6	prefix	7	10	B02	Alekhine Defense: Two Pawns Attack, Lasker Variation
B.Ale.Chs.Nd5.Bc4.e6.Nc3	exact	11	11	B02	Alekhine Defense: Hunt Variation, Lasker Simul Gambit
B.CaK.Cls.Spd.Nd7.h5	exact	15	15	B19	Caro-Kann Defense: Classical Variation, Spassky Variation
B.CaK.Cls.Spd.Nd7.h5.Bd3	prefix	15	17	B19	Caro-Kann Defense: Classical Variation, Spassky Variation
B.Fre.Adv.Mil.MLn.O-O	exact	13	13	C02	French Defense: Advance Variation, Milner-Barry Gambit, Hector Variation
B.Fre.Adv.Mil.MLn.Bd7	exact	15	15	C02	French Defense: Advance Variation, Milner-Barry Gambit, Main Line
B.Fre.Adv.Mil.MLn.Sor	exact	17	17	C02	French Defense: Advance Variation, Milner-Barry Gambit, Sørensen Variation
B.Fre.Cls.MLn.e5.Ng8	exact	10	10	C13	French Defense: Classical Variation, Vistaneckis Variation
B.Fre.Cls.MLn.e5.Ne4	exact	10	10	C13	French Defense: Classical Variation, Tartakower Variation
B.Fre.Cls.MLn.e5.Ng8.Be3	exact	12	12	C13	French Defense: Classical Variation, Frankfurt Variation
B.Fre.Win.Psn.MLn.Bd3	exact	15	15	C18	French Defense: Winawer Variation, Poisoned Pawn Variation Declined
B.Fre.Win.Adv.MLn.Nc6	exact	14	14	C19	French Defense: Winawer Variation, Positional Variation
B.Fre.Win.Adv.MLn.Nc6.Qa5	exact	16	16	C19	French Defense: Winawer Variation, Positional Variation
C.RyL.Mor.Opn.MLn.Opn	exact	17	17	C82	Ruy Lopez: Open
C.RyL.Mor.Opn.MLn.Ber	exact	18	18	C82	Ruy Lopez: Open, Berlin Variation
C.RyL.Mor.Opn.MLn.Brn	exact	17	17	C80	Ruy Lopez: Open, Bernstein Variation
C.RyL.Mor.Opn.MLn.Lut	exact	19	19	C80	Ruy Lopez: Open, Bernstein Variation, Luther Line
C.RyL.Mor.Opn.MLn.Brs	exact	22	22	C83	Ruy Lopez: Open, Breslau Variation
C.RyL.Mor.Opn.MLn.Cls	exact	18	18	C83	Ruy Lopez: Open, Classical Defense
C.RyL.Mor.Opn.MLn.Ita	exact	18	18	C82	Ruy Lopez: Open, Italian Variation
C.RyL.Mor.Opn.MLn.Krp	exact	21	21	C80	Ruy Lopez: Open, Karpov Gambit
C.RyL.Mor.Opn.MLn.Mlk	exact	21	21	C83	Ruy Lopez: Open, Malkin Variation
C.RyL.Mor.Opn.MLn.Mot	exact	19	19	C82	Ruy Lopez: Open, Motzko Attack
C.RyL.Mor.Opn.MLn.Nen	exact	20	20	C82	Ruy Lopez: Open, Motzko Attack, Nenarokov Variation
C.RyL.Mor.Opn.MLn.StP	exact	19	19	C82	Ruy Lopez: Open, St. Petersburg Variation
C.RyL.Mor.Opn.MLn.Tar	exact	25	25	C83	Ruy Lopez: Open, Tarrasch Trap
C.RyL.Mor.Ba4.Nf6.O-O.Cls	exact	13	13	C88	Ruy Lopez: Closed
C.RyL.Mor.Ba4.Nf6.O-O.Avb	exact	12	12	C87	Ruy Lopez: Closed, Averbakh Variation
C.RyL.Mor.Ba4.Nf6.O-O.Bas	exact	15	15	C84	Ruy Lopez: Closed, Basque Gambit
C.RyL.Mor.Ba4.Nf6.O-O.Cen	exact	11	11	C84	Ruy Lopez: Closed, Center Attack
C.RyL.Mor.Ba4.Nf6.O-O.Ba2	exact	16	16	C84	Ruy Lopez: Closed, Center Attack, Basque Gambit
C.RyL.Mor.Ba4.Nf6.O-O.DEx	exact	11	11	C85	Ruy Lopez: Closed, Delayed Exchange
C.RyL.Mor.Ba4.Nf6.O-O.Mrt	exact	11	11	C84	Ruy Lopez: Closed, Martinez Variation
C.RyL.Mor.Ba4.Nf6.O-O.Mor	exact	11	11	C84	Ruy Lopez: Closed, Morphy Attack
C.RyL.Mor.Ba4.Nf6.O-O.Trj	exact	14	14	C88	Ruy Lopez: Closed, Trajkovic Counterattack
C.RyL.Mor.Ba4.Nf6.O-O.Wor	exact	11	11	C86	Ruy Lopez: Closed, Worrall Attack
C.RyL.Mor.Ba4.Nf6.O-O.Cst	exact	14	14	C86	Ruy Lopez: Closed, Worrall Attack, Castling Line
C.RyL.Mor.Ba4.Nf6.O-O.Dly	exact	14	14	C86	Ruy Lopez: Closed, Worrall Attack, Delayed Castling Line
C.KGm.Acc.Nf3.KKn.Bc4.Aus	exact	9	9	C37	King's Gambit Accepted: Australian Gambit
C.KGm.Acc.Nf3.KKn.Bc4.GKG	exact	9	9	C37	King's Gambit Accepted: Ghulam-Kassim Gambit
C.KGm.Acc.Nf3.KKn.Bc4.Ktv	exact	11	11	C37	King's Gambit Accepted: Kotov Gambit
C.KGm.Acc.Nf3.KKn.Bc4.Lol	exact	9	9	C37	King's Gambit Accepted: Lolli Gambit
C.KGm.Acc.Nf3.KKn.Bc4.Yng	exact	19	19	C37	King's Gambit Accepted: Lolli Gambit, Young Variation
C.KGm.Acc.Nf3.KKn.Bc4.McD	exact	9	9	C37	King's Gambit Accepted: McDonnell Gambit
C.KGm.Acc.Nf3.KKn.Bc4.Slv	exact	9	9	C37	King's Gambit Accepted: Salvio Gambit
C.KGm.Acc.Nf3.KKn.Bc4.And	exact	14	14	C37	King's Gambit Accepted: Salvio Gambit, Anderssen Counterattack
C.KGm.Acc.Nf3.KKn.Bc4.Coc	exact	12	12	C37	King's Gambit Accepted: Salvio Gambit, Cochrane Gambit
C.KGm.Acc.Nf3.KKn.Bc4.SMa	exact	12	12	C37	King's Gambit Accepted: Salvio Gambit, Santa Maria Defense
C.KGm.Acc.Nf3.KKn.Bc4.Sil	exact	12	12	C37	King's Gambit Accepted: Salvio Gambit, Silberschmidt Defense
C.KGm.Acc.Nf3.KKn.Bc4.Vns	exact	12	12	C37	King's Gambit Accepted: Salvio Gambit, Viennese Variation
C.KGm.Acc.Nf3.KKn.Bc4.Slb	exact	14	14	C37	King's Gambit Accepted: Silberschmidt Gambit
C.Ita.Evn.Acc.Fra	exact	19	19	C51	Italian Game: Evans Gambit, Fraser Attack
C.Ita.Evn.Acc.FrM	exact	25	25	C51	Italian Game: Evans Gambit, Fraser-Mortimer Attack
C.Ita.Evn.Acc.Gor	exact	19	19	C51	Italian Game: Evans Gambit, Göring Attack
C.Ita.Evn.Acc.Hrd	exact	15	15	C51	Italian Game: Evans Gambit, Harding Variation
C.Ita.Evn.Acc.Mcd	exact	16	16	C51	Italian Game: Evans Gambit, McDonnell Defense, Main Line
C.Ita.Evn.Acc.Mrt	exact	26	26	C51	Italian Game: Evans Gambit, Mortimer-Evans Gambit
C.Ita.Evn.Acc.Pau	exact	20	20	C51	Italian Game: Evans Gambit, Paulsen Variation
C.Ita.Evn.Acc.St2	exact	21	21	C51	Italian Game: Evans Gambit, Steinitz Variation
C.Ita.Evn.Acc.Ulv	exact	19	19	C51	Italian Game: Evans Gambit, Ulvestad Variation
C.Ita.Two.Ng5.Pol.Bb5.Two	exact	15	15	C58	Italian Game: Two Knights Defense
C.Ita.Two.Ng5.Pol.Bb5.Blk	exact	16	16	C58	Italian Game: Two Knights Defense, Blackburne Variation
C.Ita.Two.Ng5.Pol.Bb5.Col	exact	16	16	C58	Italian Game: Two Knights Defense, Colman Variation
C.Ita.Two.Ng5.Pol.Bb5.Kno	exact	23	23	C59	Italian Game: Two Knights Defense, Knorre Variation
C.Ita.Two.Ng5.Pol.Bb5.Pao	exact	17	17	C58	Italian Game: Two Knights Defense, Paoli Variation
C.Ita.Two.Ng5.Pol.Bb5.Bog	exact	15	15	C58	Italian Game: Two Knights Defense, Polerio Defense, Bogoljubow Variation
C.Ita.Two.Ng5.Pol.Bb5.Grn	exact	20	20	C59	Italian Game: Two Knights Defense, Polerio Defense, Göring Variation
C.Ita.Two.Ng5.Pol.Bb5.Suh	exact	16	16	C59	Italian Game: Two Knights Defense, Polerio Defense, Suhle Defense
C.Ita.Two.Ng5.Pol.Bb5.Stn	exact	17	17	C59	Italian Game: Two Knights Defense, Steinitz Variation
C.Vie.Nc6.HAg	exact	11	11	C25	Vienna Gambit, with Max Lange Defense: Hamppe-Allgaier Gambit
C.Vie.Nc6.Alp	exact	12	12	C25	Vienna Gambit, with Max Lange Defense: Hamppe-Allgaier Gambit, Alapin Variation
C.Vie.Nc6.Thr	exact	15	15	C25	Vienna Gambit, with Max Lange Defense: Hamppe-Allgaier Gambit, Thorold Variation
C.Vie.Nc6.HMz	exact	12	12	C25	Vienna Gambit, with Max Lange Defense: Hamppe-Muzio Gambit
C.Vie.Nc6.Prc	exact	9	9	C25	Vienna Gambit, with Max Lange Defense: Pierce Gambit
C.Vie.Nc6.HM2	exact	11	11	C25	Vienna Game: Hamppe-Muzio Gambit
C.Vie.Nc6.Dub	exact	16	16	C25	Vienna Game: Hamppe-Muzio, Dubois Variation
C.Vie.Nc6.Rus	exact	17	17	C25	Vienna Game: Pierce Gambit, Rushmere Attack
C.KGm.Dec.Fal.MLn.Alp	exact	17	17	C32	King's Gambit Declined: Falkbeer Countergambit, Alapin Variation
C.KGm.Dec.Fal.MLn.Cha	exact	11	11	C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit
C.KGm.Dec.Fal.MLn.Chr	exact	9	9	C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit Accepted
C.KGm.Dec.Fal.MLn.Ker	exact	9	9	C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Keres Variation
C.KGm.Dec.Fal.MLn.Ch2	exact	14	14	C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Main Line
C.KGm.Dec.Fal.MLn.Old	exact	9	9	C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Old Line
C.KGm.Dec.Fal.MLn.ChV	exact	15	15	C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Variation
C.KGm.Dec.Fal.MLn.Tar	exact	16	16	C32	King's Gambit Declined: Falkbeer Countergambit, Tarrasch Variation
C.Ita.Giu.Mol.MLn.Grc	exact	16	16	C54	Italian Game: Classical Variation, Greco Gambit, Greco Variation
C.Ita.Giu.Mol.MLn.Gr2	exact	16	16	C54	Italian Game: Classical Variation, Greco Gambit, Main Line
C.Ita.Giu.Mol.MLn.Mll	exact	23	23	C54	Italian Game: Classical Variation, Greco Gambit, Moeller-Bayonet Attack
C.Ita.Giu.Mol.MLn.Ml2	exact	17	17	C54	Italian Game: Classical Variation, Greco Gambit, Moeller-Therkatz Attack
C.Ita.Giu.Mol.MLn.Atk	exact	19	19	C54	Italian Game: Giuoco Piano, Aitken Variation
C.Ita.Giu.Mol.MLn.Brn	exact	20	20	C54	Italian Game: Giuoco Piano, Bernstein Variation
C.Ita.Giu.Mol.MLn.Stn	exact	19	19	C54	Italian Game: Giuoco Piano, Steinitz Variation
C.Ita.Giu.Mol.MLn.Thr	exact	27	27	C54	Italian Game: Giuoco Piano, Therkatz-Herzog Variation
C.Pet.Cls.Bd3.Nc6.O-O.Brg	exact	19	19	C42	Petrov's Defense: Classical Attack, Berger Variation
C.Pet.Cls.Bd3.Nc6.O-O.Chg	exact	15	15	C42	Petrov's Defense: Classical Attack, Chigorin Variation
C.Pet.Cls.Bd3.Nc6.O-O.Brw	exact	17	17	C42	Petrov's Defense: Classical Attack, Chigorin Variation, Browne Attack
C.Pet.Cls.Bd3.Nc6.O-O.Ch2	exact	17	17	C42	Petrov's Defense: Classical Attack, Chigorin Variation, Main Line
C.Pet.Cls.Bd3.Nc6.O-O.Jae	exact	15	15	C42	Petrov's Defense: Classical Attack, Jaenisch Variation
C.Pet.Cls.Bd3.Nc6.O-O.Kra	exact	19	19	C42	Petrov's Defense: Classical Attack, Krause Variation
C.Pet.Cls.Bd3.Nc6.O-O.Mrc	exact	20	20	C42	Petrov's Defense: Classical Attack, Maróczy Variation
C.Fou.Spa.Dbl.MLn.Sym	exact	13	13	C49	Four Knights Game: Spanish Variation, Symmetrical Variation
C.Fou.Spa.Dbl.MLn.Blk	exact	20	20	C49	Four Knights Game: Spanish Variation, Symmetrical Variation, Blake Variation
C.Fou.Spa.Dbl.MLn.Met	exact	16	16	C49	Four Knights Game: Spanish Variation, Symmetrical Variation, Metger Unpin
C.Fou.Spa.Dbl.MLn.Tar	exact	14	14	C49	Four Knights Game: Spanish Variation, Symmetrical Variation, Tarrasch Variation
C.KGm.Acc.Muz.MLn.Dbl	exact	15	15	C37	King's Gambit Accepted: Double Muzio Gambit
C.KGm.Acc.Muz.MLn.Bld	exact	17	17	C37	King's Gambit Accepted: Double Muzio Gambit, Baldwin Gambit
C.KGm.Acc.Muz.MLn.Bll	exact	13	13	C37	King's Gambit Accepted: Double Muzio Gambit, Bello Gambit
C.KGm.Acc.Muz.MLn.Pls	exact	21	21	C37	King's Gambit Accepted: Double Muzio Gambit, Paulsen Defense
C.KGm.Acc.Muz.MLn.Yng	exact	20	20	C37	King's Gambit Accepted: Double Muzio Gambit, Young Gambit
C.KGm.Acc.All.MLn.Thr	exact	13	13	C39	King's Gambit Accepted: Allgaier Gambit, Thorold Attack
C.KGm.Acc.All.MLn.Urs	exact	13	13	C39	King's Gambit Accepted: Allgaier Gambit, Urusov Attack
C.KGm.Acc.All.MLn.Blc	exact	13	13	C39	King's Gambit Accepted: Allgaier, Blackburne Gambit
C.KGm.Acc.All.MLn.Coo	exact	19	19	C39	King's Gambit Accepted: Allgaier, Cook Variation
C.KGm.Acc.All.MLn.Hrn	exact	16	16	C39	King's Gambit Accepted: Allgaier, Horny Defense
C.KGm.Acc.All.MLn.Ur2	exact	17	17	C39	King's Gambit Accepted: Allgaier, Urusov Attack
C.Ita.Two.Opn.MLn.O-O.And	exact	15	15	C56	Italian Game: Scotch Gambit, Anderssen Attack
C.Ita.Two.Opn.MLn.O-O.An2	exact	21	21	C56	Italian Game: Scotch Gambit, Anderssen Attack, Main Line
C.Ita.Two.Opn.MLn.O-O.Cnl	exact	13	13	C56	Italian Game: Scotch Gambit, Canal Variation
C.Ita.Two.Opn.MLn.O-O.Nkh	exact	11	11	C56	Italian Game: Scotch Gambit, Nakhmanson Gambit
C.Ita.Two.Opn.MLn.O-O.Yrd	exact	25	25	C56	Italian Game: Two Knights Defense, Yurdansky Attack
C.Vie.Nc6.Frs	exact	10	10	C25	Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Fraser-Minckwitz Defense
C.Vie.Nc6.Pls	exact	10	10	C25	Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Paulsen Defense
C.Vie.Nc6.Srn	exact	10	10	C25	Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Sörensen Defense
C.Vie.Nc6.Zkr	exact	10	10	C25	Vienna Gambit, with Max Lange Defense: Steinitz Gambit, Zukertort Defense
C.KGm.Acc.Kie.MLn.Bc4.And	exact	14	14	C39	King's Gambit Accepted: Kieseritzky Gambit, Anderssen Defense
C.KGm.Acc.Kie.MLn.Bc4.An2	exact	18	18	C39	King's Gambit Accepted: Kieseritzky Gambit, Anderssen-Cordel Gambit
C.KGm.Acc.Kie.MLn.Bc4.Pls	exact	14	14	C39	King's Gambit Accepted: Kieseritzky Gambit, Paulsen Defense Deferred
C.KGm.Acc.Kie.MLn.Bc4.Ric	exact	16	16	C39	King's Gambit Accepted: Kieseritzky Gambit, Rice Gambit
C.KGm.Acc.Kie.MLn.Bc4.Ri2	exact	15	15	C39	King's Gambit Accepted: Kieseritzky, Rice Gambit
C.Ita.Evn.Dec.Hck	exact	17	17	C51	Italian Game: Evans Gambit Declined, Hicken Variation
C.Ita.Evn.Dec.Hrs	exact	12	12	C51	Italian Game: Evans Gambit Declined, Hirschbach Variation
C.Ita.Evn.Dec.Lng	exact	12	12	C51	Italian Game: Evans Gambit Declined, Lange Variation
C.Ita.Evn.Dec.Pvl	exact	23	23	C51	Italian Game: Evans Gambit Declined, Pavlov Variation
D.Sla.Sem	exact	12	12	D30	Queen's Gambit Declined: Semmering Variation
D.Sla.Spl	exact	10	10	D30	Queen's Gambit Declined: Spielmann Variation
D.Sla.Stw	exact	12	12	D30	Queen's Gambit Declined: Stonewall Variation
D.Sem.Qui	exact	9	9	D30	Semi-Slav Defense: Quiet Variation
D.Sem.Qui.Nbd7	exact	10	10	D30	Semi-Slav Defense: Quiet Variation
D.Sem.Bg5.Bot.Alt	exact	18	18	D44	Semi-Slav Defense: Botvinnik Variation, Alatortsev System
D.Sem.Bg5.Bot.Lil	exact	21	21	D44	Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation
D.Sem.Bg5.Bot.Sza	exact	21	21	D44	Semi-Slav Defense: Botvinnik Variation, Szabo Variation
D.Sem.Mer.Blu	exact	21	21	D49	Semi-Slav Defense: Meran Variation, Blumenfeld Variation
D.Sem.Mer.Rab.Ng4	exact	22	22	D49	Semi-Slav Defense: Meran Variation, Rabinovich Variation
D.Sem.Mer.Soz	exact	22	22	D49	Semi-Slav Defense: Meran Variation, Sozin Variation
D.Sem.Mer.Soz.O-O	exact	25	25	D49	Semi-Slav Defense: Meran Variation, Sozin Variation
D.Sem.Mer.Rls	exact	29	29	D49	Semi-Slav Defense: Meran Variation, Rellstab Attack
D.Sem.Mer.Sta	exact	25	25	D49	Semi-Slav Defense: Meran Variation, Stahlberg Variation
D.QGD.Ort.Cls	exact	24	24	D68	Queen's Gambit Declined: Orthodox Defense, Classical Variation
D.QGD.Ort.Cls.Qb1	exact	25	25	D68	Queen's Gambit Declined: Orthodox Defense, Classical Variation
D.QGD.Ort.Cls.Qc2	exact	25	25	D68	Queen's Gambit Declined: Orthodox Defense, Classical Variation
D.QGD.Ort.Cls.dxe5	exact	28	28	D69	Queen's Gambit Declined: Orthodox Defense, Classical Variation
D.Cat.Cls.Qc2.Bf4	prefix	4	15	D30	Queen's Gambit Declined
D.Cat.Cls.Qc2.Bf4.Bb7	exact	19	19	E08	Catalan Opening: Closed
D.Cat.Cls.Qc2.Bf4.MLn	exact	23	23	E09	Catalan Opening: Closed, Main Line
D.Cat.Cls.Qc2.Bf4.Ret	exact	19	19	E11	Bogo-Indian Defense: Retreat Variation
D.Cat.Cls.Qc2.Bf4.Ba6	exact	20	20	E11	Bogo-Indian Defense: Retreat Variation
D.Bgm.Acc.Tei.Cie	exact	15	15	D00	Blackmar-Diemer Gambit Accepted: Teichmann Defense, Ciesielski Variation
D.Bgm.Acc.Tei.Cls	exact	15	15	D00	Blackmar-Diemer Gambit Accepted: Teichmann Defense, Classical Variation
D.Bgm.Acc.Tei.Sei	exact	15	15	D00	Blackmar-Diemer Gambit Accepted: Teichmann Defense, Seidel-Hall Attack
D.QPG.Zuk.Nf6.e3.Bf5	exact	6	6	D04	Queen's Pawn Game: Colle System, Anti-Colle
D.QPG.Zuk.Nf6.e3.g6	exact	8	8	D04	Queen's Pawn Game: Colle System, Grünfeld Formation
D.Sla.Sou	exact	10	10	D16	Slav Defense: Soultanbeieff Variation
D.Sla.TSt	exact	10	10	D16	Slav Defense: Steiner Variation
D.Sla.Not.Abr	prefix	8	12	D31	Semi-Slav Defense: Noteboom Variation
D.Sla.Not.Abr.a5	exact	14	14	D31	Queen's Gambit Declined: Semi-Slav, Abrahams Variation
D.Sla.Not.Jun	exact	14	14	D31	Queen's Gambit Declined: Semi-Slav, Junge Variation
D.Sla.Not.Koo	exact	14	14	D31	Queen's Gambit Declined: Semi-Slav, Koomen Variation
D.Tar.Cls.Cha	exact	24	24	D34	Tarrasch Defense: Classical Variation, Chandler Variation
D.Tar.Cls.Spa	exact	22	22	D34	Tarrasch Defense: Classical Variation, Spassky Variation
D.Tar.Cls.Bg5.MLn	exact	22	22	D34	Tarrasch Defense: Classical Variation, Main Line
D.QGD.Har.Qc2	prefix	14	15	D37	Queen's Gambit Declined: Harrwitz Attack, Main Line
D.QGD.Har.Qc2.Rd1	exact	19	19	D37	Queen's Gambit Declined: Harrwitz Attack
D.QGD.Har.Qc2.O-O-O	exact	19	19	D37	Queen's Gambit Declined: Harrwitz Attack
D.Sem.AMe.Sto.Bb2	exact	15	15	D45	Semi-Slav Defense: Stoltz Variation
D.Sem.AMe.Chi	exact	17	17	D46	Semi-Slav Defense: Chigorin Defense
D.Sem.AMe.Chi.Qe7	exact	17	17	D46	Semi-Slav Defense: Chigorin Defense
D.QGD.Lsk.Ber	exact	22	22	D57	Queen's Gambit Declined: Lasker Defense, Bernstein Variation
D.QGD.Lsk.Ber.MdP	exact	24	24	D57	Queen's Gambit Declined: Lasker Defense, Bernstein Variation, Mar del Plata Gambit
D.QGD.Lsk.Mai	exact	19	19	D57	Queen's Gambit Declined: Lasker Defense, Main Line
D.QGD.Tar.Exc	exact	16	16	D58	Queen's Gambit Declined: Tartakower Defense, Exchange Variation
D.QGD.Tar.Exc.Nxd5	exact	16	16	D59	Queen's Gambit Declined: Tartakower Defense, Makogonov Exchange Variation
D.QGD.Tar.Exc.Mak	exact	22	22	D59	Queen's Gambit Declined: Tartakower Defense
D.QGD.Ort.Rau	exact	13	13	D60	Queen's Gambit Declined: Orthodox Defense, Rauzer Variation
D.QGD.Ort.Rub.Flo	exact	15	15	D62	Queen's Gambit Declined: Orthodox Defense, Rubinstein Variation, Flohr Line
D.QGD.Ort.Hne.Sws	exact	15	15	D63	Queen's Gambit Declined: Orthodox Defense, Swiss, Carlsbad Variation
D.QGD.Ort.Rc1	exact	13	13	D63	Queen's Gambit Declined: Orthodox Defense, Main Line
D.QGD.Ort.Rc1.b6	exact	17	17	D63	Queen's Gambit Declined: Orthodox Defense, Capablanca Variation
D.QGD.Ort.Rc1.Pil	exact	17	17	D63	Queen's Gambit Declined: Orthodox Defense, Pillsbury Variation
D.QGD.Ort.Rc1.c6	exact	14	14	D63	Queen's Gambit Declined: Orthodox Defense, Main Line
D.QGD.Ort.Rc1.c6.a3	exact	17	17	D64	Queen's Gambit Declined: Orthodox Defense, Rubinstein Attack
D.QGD.Ort.Rc1.c6.Bd3	exact	15	15	D66	Queen's Gambit Declined: Orthodox Defense, Bd3 Line
D.Cat.Cls.Qc2.Trd	exact	16	16	E09	Catalan Opening: Closed Variation, Traditional Variation
D.Cat.Cls.Qc2.Sok	exact	20	20	E09	Catalan Opening: Closed, Sokolsky Variation
C.KPO.Prt.Mig	exact	5	5	C20	Portuguese Opening: Miguel Gambit
C.KPO.Prt.Por	exact	5	5	C20	Portuguese Opening: Portuguese Gambit
C.Bsh.Lew.Wal	exact	9	9	C23	Bishop's Opening: Lewis Countergambit, Walker Variation
C.Vie.Gbt.Fal.Mor	exact	12	12	C31	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Morphy Defense
C.Vie.Gbt.Fal.Ste	exact	7	7	C29	Vienna Game: Vienna Gambit, Steinitz Variation
C.Vie.Gbt.Fal.MLn.Nf3.Kau	exact	11	11	C29	Vienna Game: Vienna Gambit, Kaufmann Variation
C.Ele.Mar	exact	6	6	C40	Elephant Gambit: Maróczy Gambit
C.Ele.Was	exact	8	8	C40	Elephant Gambit: Wasp Variation
