ocn1	match_kind	matched_plies	total_plies	lichess_eco	lichess_name
E.KID.Sml.Cst	exact	10	10	E81	King's Indian Defense: Sämisch Variation, Normal Defense
E.KID.Sml.Cst.Bg5	exact	11	11	E81	King's Indian Defense: Steiner Attack
E.KID.Sml.Cst.Bg5.c5	prefix	11	12	E81	King's Indian Defense: Steiner Attack
E.KID.Sml.Cst.Bg5.c5.d5	exact	13	13	A65	Benoni Defense: King's Pawn Line, with Bg5
E.KID.Sml.Cst.Be3	prefix	10	11	E81	King's Indian Defense: Sämisch Variation, Normal Defense
E.KID.Sml.Cst.Be3.c5	exact	12	12	E81	King's Indian Defense: Sämisch Variation, Sämisch Gambit
E.KID.Sml.Cst.Be3.Nc6	exact	12	12	E83	King's Indian Defense: Sämisch Variation, Yates Defense
E.KID.Sml.Cst.Be3.b6	exact	12	12	E82	King's Indian Defense: Sämisch Variation, Double Fianchetto
E.KID.Sml.Cst.Nge2	exact	11	11	E81	King's Indian Defense: Sämisch Variation, Bobotsov-Korchnoi-Petrosian Variation
E.KID.Sml.Cst.Nge2.c5	prefix	11	12	E81	King's Indian Defense: Sämisch Variation, Bobotsov-Korchnoi-Petrosian Variation
E.KID.Avk.Cst	prefix	9	10	E73	King's Indian Defense: Normal Variation, Standard Development
E.KID.Avk.Cst.Bg5	exact	11	11	E73	King's Indian Defense: Averbakh Variation
E.KID.Avk.Cst.Bg5.h6	exact	12	12	E73	King's Indian Defense: Averbakh Variation, Flexible Defense
E.KID.Avk.Cst.Bg5.Nbd7	exact	12	12	E73	King's Indian Defense: Averbakh Variation, Geller Defense
E.KID.Avk.Cst.Bg5.Na6	exact	12	12	E73	King's Indian Defense: Averbakh Variation, Modern Defense
E.KID.Avk.Cst.Bg5.Nc6	exact	12	12	E73	King's Indian Defense: Averbakh Variation, Nc6 Defense
E.Nim.Cls.O-O	prefix	7	8	E32	Nimzo-Indian Defense: Classical Variation
E.Nim.Cls.O-O.a3	prefix	7	9	E32	Nimzo-Indian Defense: Classical Variation
E.Nim.Cls.O-O.e3	prefix	7	9	E32	Nimzo-Indian Defense: Classical Variation
E.Nim.Cls.O-O.e3.d5	prefix	7	10	E32	Nimzo-Indian Defense: Classical Variation
E.Nim.Cls.O-O.e3.d5.Nf3	prefix	7	11	E32	Nimzo-Indian Defense: Classical Variation
E.Nim.Cls.d5	exact	8	8	E34	Nimzo-Indian Defense: Classical Variation, Noa Variation
E.Nim.Cls.d5.cxd5	prefix	8	9	E34	Nimzo-Indian Defense: Classical Variation, Noa Variation
E.Nim.Cls.d5.cxd5.exd5	exact	10	10	E35	Nimzo-Indian Defense: Classical Variation, Noa Variation
E.Nim.Cls.d5.a3	exact	9	9	E36	Nimzo-Indian Defense: Classical Variation, Noa Variation
E.Nim.Cls.c5	exact	8	8	E38	Nimzo-Indian Defense: Classical Variation, Berlin Variation
E.Nim.Cls.c5.dxc5	prefix	8	9	E38	Nimzo-Indian Defense: Classical Variation, Berlin Variation
E.Nim.Cls.c5.dxc5.Bxc3	exact	10	10	E38	Nimzo-Indian Defense: Classical Variation, Berlin Variation, Steiner Variation
E.Nim.Cls.c5.dxc5.O-O	exact	10	10	E39	Nimzo-Indian Defense: Classical Variation, Berlin Variation, Pirc Variation
E.Nim.Rub.Res.MLn.O-O	prefix	12	13	E53	Nimzo-Indian Defense: Normal Variation, Gligoric System
E.Nim.Rub.Res.MLn.O-O.Nbd7	exact	14	14	E53	Nimzo-Indian Defense: Normal Variation, Gligoric System
E.Nim.Rub.Res.MLn.O-O.b6	exact	14	14	E53	Nimzo-Indian Defense: Normal Variation, Gligoric System, Keres Variation
E.Nim.Rub.Res.MLn.O-O.dxc4	prefix	12	14	E53	Nimzo-Indian Defense: Normal Variation, Gligoric System
E.Ind.Cat.Bb4	prefix	5	6	E00	Catalan Opening
E.Ind.Cat.Bb4.Bd2	prefix	5	7	E00	Catalan Opening
E.Ind.Cat.Bb4.Bd2.Be7	prefix	5	8	E00	Catalan Opening
E.Ind.Cat.Bb4.Bd2.Be7.Bg2	prefix	5	9	E00	Catalan Opening
E.Ind.e6.Nf3.c5	prefix	5	6	E10	Indian Defense: Anti-Nimzo-Indian
E.Ind.e6.Nf3.c5.d5	prefix	5	7	E10	Indian Defense: Anti-Nimzo-Indian
E.Ind.e6.Nf3.c5.d5.exd5	prefix	5	8	E10	Indian Defense: Anti-Nimzo-Indian
E.Ben.d5	prefix	4	5	A56	Benoni Defense
E.Ben.d5.d6	exact	6	6	A56	Benoni Defense: Hromádka System
E.Ben.d5.e6	exact	6	6	A60	Benoni Defense: Modern Variation
E.Ben.d5.e6.Nc3	prefix	6	7	A60	Benoni Defense: Modern Variation
E.Ben.d5.e6.Nc3.exd5	prefix	6	8	A60	Benoni Defense: Modern Variation
E.Ben.d5.e6.Nc3.exd5.cxd5	prefix	6	9	A60	Benoni Defense: Modern Variation
E.Ben.d5.Ne4	exact	6	6	A56	Vulture Defense
E.Ben.dxc5	prefix	4	5	A56	Benoni Defense
E.Ben.dxc5.e6	exact	6	6	A56	Benoni Defense: Weenink Variation
E.Ben.Old.Adv.Nf6	exact	4	4	A43	Benoni Defense: Benoni-Indian Defense
E.Ben.Old.Adv.Nf6.Nf3	exact	5	5	A43	Benoni Defense: Benoni-Indian Defense, Kingside Move Order
E.Ben.Old.Adv.Nf6.Nc3	prefix	4	5	A43	Benoni Defense: Benoni-Indian Defense
E.Ben.Old.Adv.f5	exact	4	4	A43	Benoni Defense: Old Benoni, Mujannah Formation
E.Ben.Old.Adv.f5.e4	exact	5	5	A43	Benoni Defense: Benoni-Staunton Gambit
E.Ben.Old.Adv.e5	exact	4	4	A44	Benoni Defense: Old Benoni
E.Ben.Old.Adv.e5.e4	prefix	4	5	A44	Benoni Defense: Old Benoni
E.Ben.Bnk.e4	exact	7	7	A57	Benko Gambit Declined: Hjørring Countergambit
E.Ben.Bnk.Nf3	exact	7	7	A57	Benko Gambit Declined: Main Line
E.Ben.Bnk.f3	exact	7	7	A57	Benko Gambit Declined: Pseudo-Sämisch
E.Ben.Bnk.Nd2	exact	7	7	A57	Benko Gambit Declined: Quiet Line
E.Ben.Bnk.a4	exact	7	7	A57	Benko Gambit Declined: Sosonko Variation
E.Ben.Bnk.g4	exact	7	7	A57	Benko Gambit: Mutkin Countergambit
E.Ben.Bnk.Acc.f3	exact	9	9	A57	Benko Gambit Accepted: Dlugy Variation
E.Ben.Bnk.Acc.e3	exact	9	9	A57	Benko Gambit Accepted: Modern Variation
E.Ben.Bnk.Acc.b6	exact	9	9	A57	Benko Gambit Accepted: Pawn Return Variation
E.Ben.Bnk.Acc.Nc3	exact	9	9	A57	Benko Gambit: Zaitsev System
E.Ben.Bnk.Acc.Nc3.axb5	prefix	9	10	A57	Benko Gambit: Zaitsev System
A.Eng.Rev.Nf3	exact	3	3	A20	English Opening: King's English Variation, Nimzowitsch Variation
A.Eng.Rev.Nf3.e4	exact	4	4	A20	English Opening: King's English Variation, Nimzowitsch-Flohr Variation
A.Eng.Rev.e3	prefix	2	3	A20	English Opening: King's English Variation
A.Eng.Rev.e3.Nf6	prefix	2	4	A20	English Opening: King's English Variation
A.Eng.Rev.e3.Nf6.f4	prefix	2	5	A20	English Opening: King's English Variation
A.Eng.Rev.g3	prefix	2	3	A20	English Opening: King's English Variation
A.Eng.Rev.g3.Nf6	prefix	2	4	A20	English Opening: King's English Variation
A.Eng.Rev.g3.Nf6.Bg2	prefix	2	5	A20	English Opening: King's English Variation
A.Eng.Rev.g3.Nf6.Bg2.d5	prefix	2	6	A20	English Opening: King's English Variation
A.Eng.Rev.Nc3	exact	3	3	A21	English Opening: King's English Variation, Reversed Sicilian
A.Eng.Rev.Nc3.d6	prefix	3	4	A21	English Opening: King's English Variation, Reversed Sicilian
A.Eng.Rev.Nc3.d6.Nf3	exact	5	5	A21	English Opening: King's English Variation
A.Eng.Rev.Nc3.Bb4	exact	4	4	A21	English Opening: King's English Variation, Kramnik-Shirov Counterattack
A.Eng.Rev.Nc3.Nf6	exact	4	4	A22	English Opening: King's English Variation, Two Knights Variation
A.Eng.Rev.Nc3.Nf6.Nf3	prefix	4	5	A22	English Opening: King's English Variation, Two Knights Variation
A.Eng.Rev.Nc3.Nf6.Nf3.e4	prefix	4	6	A22	English Opening: King's English Variation, Two Knights Variation
A.Eng.Rev.Nc3.Nf6.g3	exact	5	5	A22	English Opening: Carls-Bremen System
A.Eng.Rev.Nc3.Nc6	exact	4	4	A25	English Opening: King's English Variation, Reversed Closed Sicilian
A.Eng.Rev.Nc3.Nc6.g3	prefix	4	5	A25	English Opening: King's English Variation, Reversed Closed Sicilian
A.Eng.Rev.Nc3.Nc6.Nf3	exact	5	5	A27	English Opening: King's English Variation, Three Knights System
A.Eng.Rev.Fou.e4	exact	7	7	A28	English Opening: Four Knights System, Nimzowitsch Variation
A.Eng.Rev.Fou.d3	exact	7	7	A28	English Opening: King's English Variation, Four Knights Variation, Flexible Line
A.Eng.Rev.Fou.a3	exact	7	7	A28	English Opening: King's English Variation, Four Knights Variation, Korchnoi Line
A.Eng.Rev.Fou.e3	exact	7	7	A28	English Opening: King's English Variation, Four Knights Variation, Quiet Line
A.Eng.Rev.Fou.e3.Bb4	prefix	7	8	A28	English Opening: King's English Variation, Four Knights Variation, Quiet Line
A.Eng.Rev.Fou.g3	exact	7	7	A29	English Opening: King's English Variation, Four Knights Variation, Fianchetto Line
A.Eng.Rev.Fou.g3.Bc5	prefix	7	8	A29	English Opening: King's English Variation, Four Knights Variation, Fianchetto Line
A.Eng.Rev.Fou.g3.Bc5.d3	prefix	7	9	A29	English Opening: King's English Variation, Four Knights Variation, Fianchetto Line
A.Eng.Sym.Nf3	exact	3	3	A30	English Opening: Symmetrical Variation
A.Eng.Sym.Nf3.Nf6	prefix	3	4	A30	English Opening: Symmetrical Variation
A.Eng.Sym.Nf3.Nf6.b4	exact	5	5	A30	English Opening: Symmetrical Variation, Napolitano Gambit
A.Eng.Sym.Nf3.Nf6.Nc3	prefix	3	5	A30	English Opening: Symmetrical Variation
A.Eng.Sym.Nf3.Nf6.Nc3.Nc6	prefix	3	6	A30	English Opening: Symmetrical Variation
A.Eng.Sym.b4	exact	3	3	A30	English Opening: Wing Gambit
A.Eng.Sym.Nc3	exact	3	3	A34	English Opening: Symmetrical Variation, Normal Variation
A.Eng.Sym.Nc3.Nf6	prefix	3	4	A34	English Opening: Symmetrical Variation, Normal Variation
A.Eng.Sym.Nc3.Nf6.Nf3	exact	5	5	A34	English Opening: Symmetrical Variation, Three Knights Variation
A.Eng.Sym.Nc3.Nf6.Nf3.e5	exact	6	6	A35	English Opening: Symmetrical Variation
A.Eng.Sym.Nc3.Nc6	exact	4	4	A35	English Opening: Symmetrical Variation, Two Knights Variation
A.Eng.Sym.Nc3.Nc6.g3	exact	5	5	A36	English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation
A.Eng.Sym.Nc3.Nc6.g3.g6	prefix	5	6	A36	English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation
A.Hol.h3	exact	3	3	A80	Dutch Defense: Korchnoi Attack
A.Hol.h3.Nf6	prefix	3	4	A80	Dutch Defense: Korchnoi Attack
A.Hol.h3.Nf6.g4	exact	5	5	A80	Dutch Defense: Janzen-Korchnoi Gambit
A.Hol.Nf3	prefix	2	3	A80	Dutch Defense
A.Hol.Nf3.e5	exact	4	4	A80	Dutch Defense: Omega-Isis Gambit
A.Hol.Bf4	prefix	2	3	A80	Dutch Defense
A.Hol.Bf4.e6	prefix	2	4	A80	Dutch Defense
A.Hol.Bf4.e6.g4	exact	5	5	A80	Dutch Defense: Senechaud Gambit
A.Hol.c4	exact	3	3	A84	Dutch Defense
A.Hol.c4.Nf6	exact	4	4	A84	Dutch Defense: Normal Variation
A.Hol.c4.Nf6.Nc3	exact	5	5	A85	Dutch Defense: Queen's Knight Variation
A.Hol.c4.Nf6.g3	exact	5	5	A86	Dutch Defense: Fianchetto Variation
A.Hol.c4.Nf6.g3.g6	exact	6	6	A86	Dutch Defense: Leningrad Variation
A.Hol.c4.Nf6.g3.g6.Bg2	prefix	6	7	A86	Dutch Defense: Leningrad Variation
A.Hol.c4.Nf6.g3.e6	prefix	5	6	A86	Dutch Defense: Fianchetto Variation
A.Hol.c4.Nf6.g3.e6.Bg2	exact	7	7	A90	Dutch Defense: Classical Variation
A.Hol.c4.e6	exact	4	4	A84	Dutch Defense: Classical Variation
A.Hol.c4.e6.e4	exact	5	5	A84	Dutch Defense: Bellon Gambit
A.Hol.c4.g6	prefix	3	4	A84	Dutch Defense
A.Hol.Sta.fxe4	exact	4	4	A82	Dutch Defense: Staunton Gambit Accepted
A.Hol.Sta.fxe4.Nc3	prefix	4	5	A82	Dutch Defense: Staunton Gambit Accepted
A.Hol.Sta.fxe4.Nc3.Nf6	prefix	4	6	A82	Dutch Defense: Staunton Gambit Accepted
A.Hol.Sta.fxe4.Nd2	exact	5	5	A82	Dutch Defense: Staunton Gambit, American Attack
A.Pol.e5	prefix	1	2	A00	Polish Opening
A.Pol.e5.a3	exact	3	3	A00	Polish Opening: Bugayev Attack
A.Pol.e5.Bb2	prefix	1	3	A00	Polish Opening
A.Pol.e5.Bb2.f6	prefix	1	4	A00	Polish Opening
A.Pol.e5.Bb2.c5	exact	4	4	A00	Polish Opening: Wolferts Gambit
A.Pol.Nf6	prefix	1	2	A00	Polish Opening
A.Pol.Nf6.Bb2	prefix	1	3	A00	Polish Opening
A.Pol.Nf6.Bb2.g6	exact	4	4	A00	Polish Opening: King's Indian Variation
A.Pol.Nf6.Bb2.g6.e4	exact	5	5	A00	Polish Opening: King's Indian Variation, Schiffler Attack
A.Pol.e6	prefix	1	2	A00	Polish Opening
A.Pol.e6.Bb2	prefix	1	3	A00	Polish Opening
A.Pol.e6.Bb2.Nf6	prefix	1	4	A00	Polish Opening
A.Pol.e6.Bb2.Nf6.b5	prefix	1	5	A00	Polish Opening
A.Pol.Nc6	exact	2	2	A00	Polish Opening: Grigorian Variation
A.Pol.Nh6	exact	2	2	A00	Polish Opening: Karniewski Variation
A.Pol.c6	exact	2	2	A00	Polish Opening: Outflank Variation
A.Pol.b5	exact	2	2	A00	Polish Opening: Symmetrical Variation
A.Van.d5	prefix	1	2	A00	Van Geet Opening
A.Van.d5.f4	prefix	1	3	A00	Van Geet Opening
A.Van.d5.f4.d4	prefix	1	4	A00	Van Geet Opening
A.Van.d5.f4.e5	exact	4	4	A00	Van Geet Opening: Damhaug Gambit
A.Van.c5	prefix	1	2	A00	Van Geet Opening
A.Van.c5.b4	exact	3	3	A00	Van Geet Opening: Düsseldorf Gambit
A.Van.c5.Nf3	prefix	1	3	A00	Van Geet Opening
A.Van.c5.Nf3.Nc6	prefix	1	4	A00	Van Geet Opening
A.Van.d6	prefix	1	2	A00	Van Geet Opening
A.Van.d6.f4	prefix	1	3	A00	Van Geet Opening
A.Van.f5	prefix	1	2	A00	Van Geet Opening
A.Van.f5.e4	prefix	1	3	A00	Van Geet Opening
A.Van.g6	prefix	1	2	A00	Van Geet Opening
A.Van.g6.h4	exact	3	3	A00	Van Geet Opening: Myers Attack
A.Van.b5	exact	2	2	A00	Van Geet Opening: Laroche Gambit
A.Hng.d5	prefix	1	2	A00	Hungarian Opening
A.Hng.d5.Bg2	prefix	1	3	A00	Hungarian Opening
A.Hng.d5.Bg2.e5	prefix	1	4	A00	Hungarian Opening
A.Hng.d5.Bg2.e5.b4	exact	5	5	A00	Hungarian Opening: Bücker Gambit
A.Hng.Nf6	exact	2	2	A00	Hungarian Opening: Indian Defense
A.Hng.e5	prefix	1	2	A00	Hungarian Opening
A.Hng.e5.a3	prefix	1	3	A00	Hungarian Opening
A.Hng.e5.a3.d5	prefix	1	4	A00	Hungarian Opening
A.Hng.f5	exact	2	2	A00	Hungarian Opening: Dutch Defense
A.Hng.f5.e4	prefix	2	3	A00	Hungarian Opening: Dutch Defense
A.Hng.h5	exact	2	2	A00	Lasker Simul Special
A.Hng.h5.Nf3	prefix	2	3	A00	Lasker Simul Special
A.Hng.g5	exact	2	2	A00	Hungarian Opening: Myers Defense
A.Hng.Nc6	prefix	1	2	A00	Hungarian Opening
A.Hng.Nc6.Nc3	prefix	1	3	A00	Hungarian Opening
A.Hng.Nc6.Nc3.d5	prefix	1	4	A00	Hungarian Opening
A.Lar.d5	exact	2	2	A01	Nimzo-Larsen Attack: Classical Variation
A.Lar.d5.Ba3	exact	3	3	A01	Nimzo-Larsen Attack: Graz Attack
A.Lar.e5	exact	2	2	A01	Nimzo-Larsen Attack: Modern Variation
A.Lar.c5	exact	2	2	A01	Nimzo-Larsen Attack: English Variation
A.Lar.Nf6	exact	2	2	A01	Nimzo-Larsen Attack: Indian Variation
A.Lar.Nf6.Bb2	prefix	2	3	A01	Nimzo-Larsen Attack: Indian Variation
A.Lar.Nf6.Bb2.g6	prefix	2	4	A01	Nimzo-Larsen Attack: Indian Variation
A.Lar.f5	exact	2	2	A01	Nimzo-Larsen Attack: Dutch Variation
A.Lar.f5.Bb2	prefix	2	3	A01	Nimzo-Larsen Attack: Dutch Variation
A.Lar.b5	exact	2	2	A01	Nimzo-Larsen Attack: Polish Variation
A.Lar.b6	exact	2	2	A01	Nimzo-Larsen Attack: Symmetrical Variation
A.Egl.Nf3	exact	3	3	A40	Englund Gambit Declined: Reversed Alekhine
A.Egl.Nf3.e4	exact	4	4	A40	Englund Gambit Declined: Reversed Krebs
A.Egl.Nf3.e4.Ng1	exact	5	5	A40	Englund Gambit Declined: Reversed Brooklyn
A.Egl.Nf3.e4.Ne5	exact	5	5	A40	Englund Gambit Declined: Reversed Mokele Mbembe
A.Egl.e3	exact	3	3	A40	Englund Gambit Declined: Reversed French
A.Egl.dxe5	prefix	2	3	A40	Englund Gambit
A.Egl.dxe5.Nc6	prefix	2	4	A40	Englund Gambit
A.Egl.dxe5.Nc6.Nf3	prefix	2	5	A40	Englund Gambit
A.Egl.dxe5.Qh4	exact	4	4	A40	Englund Gambit: Mosquito Gambit
A.Egl.dxe5.f6	exact	4	4	A40	Englund Gambit: Soller Gambit
A.QPO.Nf6.Nf3.Ne4	exact	4	4	A46	Döry Defense
A.QPO.Nf6.Nf3.c6	exact	4	4	A46	Indian Defense: Czech-Indian
A.QPO.Nf6.Nf3.a6	exact	4	4	A46	Indian Defense: Knights Variation, Alburt-Miles Variation
A.QPO.Nf6.Nf3.b5	exact	4	4	A46	Indian Defense: Polish Variation
A.QPO.Nf6.Nf3.c5	exact	4	4	A46	Indian Defense: Spielmann-Indian
A.QPO.Nf6.Nf3.d6	exact	4	4	A46	Indian Defense: Wade-Tartakower Defense
A.QPO.Nf6.Nf3.e6	prefix	3	4	A46	Indian Defense: Knights Variation
A.QPO.Nf6.Nf3.e6.Bf4	exact	5	5	A46	Indian Defense: London System
A.QPO.Nf6.Nf3.e6.e3	exact	5	5	A46	Yusupov-Rubinstein System
A.QPO.Nf6.Nf3.e6.e3.b6	prefix	5	6	A46	Yusupov-Rubinstein System
A.EID.Bf4	exact	5	5	A48	London System
A.EID.Bf4.Bg7	prefix	5	6	A48	London System
A.EID.Bf4.Bg7.e3	exact	7	7	A48	London System
A.EID.Bf4.Bg7.e3.d6	exact	8	8	A48	London System
A.EID.Bg5	exact	5	5	A48	Torre Attack: Fianchetto Defense
A.EID.Bg5.Bg7	prefix	5	6	A48	Torre Attack: Fianchetto Defense
A.EID.Bg5.Bg7.Nbd2	prefix	5	7	A48	Torre Attack: Fianchetto Defense
A.EID.Bg5.Bg7.Nbd2.d5	prefix	5	8	A48	Torre Attack: Fianchetto Defense
A.EID.Nc3	prefix	4	5	A48	East Indian Defense
A.EID.Nc3.d5	prefix	4	6	A48	East Indian Defense
A.EID.Nc3.d5.Bf4	exact	7	7	A48	Queen's Pawn Game: Barry Attack
A.EID.Nc3.d5.Bf4.Bg7	exact	8	8	A48	Queen's Pawn Game: Barry Attack
A.EID.Nc3.d5.Bf4.Bg7.e3	prefix	8	9	A48	Queen's Pawn Game: Barry Attack
C.RyL.Mor.Ba4	prefix	6	7	C70	Ruy Lopez: Morphy Defense
C.RyL.Mor.Ba4.Nf6	prefix	6	8	C70	Ruy Lopez: Morphy Defense
C.RyL.Mor.Ba4.Nf6.O-O	exact	9	9	C78	Ruy Lopez: Morphy Defense
C.RyL.Mor.Ba4.Nf6.O-O.Be7	exact	10	10	C84	Ruy Lopez: Closed
C.RyL.Mor.Ba4.d6	exact	8	8	C71	Ruy Lopez: Morphy Defense, Modern Steinitz Defense
C.RyL.Mor.Ba4.b5	exact	8	8	C70	Ruy Lopez: Morphy Defense, Caro Variation
C.RyL.Mor.Ba4.b5.Bb3	prefix	8	9	C70	Ruy Lopez: Morphy Defense, Caro Variation
C.RyL.Ber.O-O	exact	7	7	C65	Ruy Lopez: Berlin Defense
C.RyL.Ber.O-O.Nxe4	exact	8	8	C67	Ruy Lopez: Berlin Defense, Rio Gambit Accepted
C.RyL.Ber.O-O.Nxe4.d4	prefix	8	9	C67	Ruy Lopez: Berlin Defense, Rio Gambit Accepted
C.RyL.Ber.O-O.Nxe4.d4.Nd6	exact	10	10	C67	Ruy Lopez: Berlin Defense, l'Hermet Variation
C.RyL.Mor.Opn.d4	exact	11	11	C80	Ruy Lopez: Open
C.RyL.Mor.Opn.d4.b5	prefix	11	12	C80	Ruy Lopez: Open
C.RyL.Mor.Opn.d4.b5.Bb3	exact	13	13	C80	Ruy Lopez: Open
C.RyL.Mor.Opn.MLn	prefix	13	14	C80	Ruy Lopez: Open
C.RyL.Mor.Opn.MLn.dxe5	exact	15	15	C80	Ruy Lopez: Open
C.RyL.Mor.Opn.MLn.dxe5.Be6	exact	16	16	C80	Ruy Lopez: Open, Main Line
C.Ita.Giu.O-O	prefix	6	7	C50	Italian Game: Giuoco Piano
C.Ita.Giu.O-O.Nf6	prefix	6	8	C50	Italian Game: Giuoco Piano
C.Ita.Giu.O-O.Nf6.c3	exact	9	9	C50	Italian Game: Classical Variation, Albin Gambit
C.Ita.Giu.O-O.Nf6.d4	exact	9	9	C50	Italian Game: Deutz Gambit
C.Ita.Giu.O-O.Nf6.d3	prefix	6	9	C50	Italian Game: Giuoco Piano
C.Ita.Giu.c3	exact	7	7	C53	Italian Game: Classical Variation
C.Ita.Giu.c3.Nf6	exact	8	8	C54	Italian Game: Classical Variation
C.Ita.Giu.c3.Nf6.d4	exact	9	9	C54	Italian Game: Classical Variation, Center Attack
C.Ita.Giu.c3.Nf6.d4.exd4	prefix	9	10	C54	Italian Game: Classical Variation, Center Attack
C.Ita.Giu.c3.Nf6.d3	exact	9	9	C54	Italian Game: Classical Variation, Giuoco Pianissimo
C.Ita.Giu.c3.Nf6.d3.d6	exact	10	10	C54	Italian Game: Classical Variation, Giuoco Pianissimo
C.Ita.Giu.c3.Nf6.d3.d5	exact	10	10	C54	Italian Game: Classical Variation, with d5
C.Ita.Giu.c3.Qe7	exact	8	8	C53	Italian Game: Classical Variation, Closed Variation
C.Ita.Giu.c3.Qe7.d4	prefix	8	9	C53	Italian Game: Classical Variation, Closed Variation
C.Ita.Giu.c3.d6	prefix	7	8	C53	Italian Game: Classical Variation
C.Ita.Giu.c3.d6.d4	prefix	7	9	C53	Italian Game: Classical Variation
C.Ita.Giu.Bxf7	exact	7	7	C50	Italian Game: Jerome Gambit
C.Ita.Evn.Acc.c3	prefix	8	9	C51	Italian Game: Evans Gambit Accepted
C.Ita.Evn.Acc.c3.Bc5	exact	10	10	C51	Italian Game: Evans Gambit, McDonnell Defense
C.Ita.Evn.Acc.c3.Bc5.d4	prefix	10	11	C51	Italian Game: Evans Gambit, McDonnell Defense
C.Ita.Evn.Acc.c3.Be7	exact	10	10	C51	Italian Game: Evans Gambit, Anderssen Variation
C.Ita.Evn.Acc.c3.Bf8	exact	10	10	C51	Italian Game: Evans Gambit, Mayet Defense
C.Ita.Evn.Acc.c3.Bd6	exact	10	10	C51	Italian Game: Evans Gambit, Stone-Ware Variation
C.Ita.Evn.Dec.a4	exact	9	9	C51	Italian Game: Evans Gambit Declined
C.Ita.Evn.Dec.Bb2	exact	9	9	C51	Italian Game: Evans Gambit Declined, Cordel Variation
C.Ita.Evn.Dec.b5	prefix	8	9	C51	Italian Game: Evans Gambit Declined
C.Ita.Evn.Dec.b5.Na5	prefix	8	10	C51	Italian Game: Evans Gambit Declined
C.Ita.Evn.Dec.b5.Na5.Nxe5	prefix	8	11	C51	Italian Game: Evans Gambit Declined
C.Ita.Two.Nc3	exact	7	7	C47	Four Knights Game: Italian Variation
C.Ita.Two.Nc3.Nxe4	prefix	7	8	C47	Four Knights Game: Italian Variation
C.Ita.Two.O-O	prefix	6	7	C55	Italian Game: Two Knights Defense
C.Ita.Two.O-O.Bc5	prefix	6	8	C55	Italian Game: Two Knights Defense
C.Ita.Two.O-O.Bc5.d4	prefix	6	9	C55	Italian Game: Two Knights Defense
C.Ita.Two.O-O.Bc5.d4.Bxd4	prefix	6	10	C55	Italian Game: Two Knights Defense
C.Cen.d5	exact	4	4	C20	King's Pawn Game: Beyer Gambit
C.Cen.d6	prefix	3	4	C20	Center Game
C.Cen.d6.dxe5	prefix	3	5	C20	Center Game
C.Cen.d6.dxe5.Bd7	exact	6	6	C20	King's Pawn Game: Philidor Gambit
C.Cen.exd4	exact	4	4	C21	Center Game Accepted
C.Cen.exd4.Qxd4	exact	5	5	C21	Center Game
C.Cen.exd4.Qxd4.Nc6	exact	6	6	C22	Center Game: Normal Variation
C.Cen.exd4.Qxd4.Nc6.Qc4	exact	7	7	C22	Center Game: Hall Variation
C.Cen.exd4.Nf3	exact	5	5	C21	Center Game: Kieseritzky Variation
C.Cen.exd4.Nf3.c5	exact	6	6	C21	Center Game: Kieseritzky Variation
C.Cen.exd4.Nf3.Bc5	prefix	5	6	C21	Center Game: Kieseritzky Variation
C.Cen.exd4.f4	exact	5	5	C21	Center Game: Halasz-McDonnell Gambit
C.Cen.exd4.Bc4	exact	5	5	C21	Center Game: von der Lasa Gambit
C.Cen.exd4.Bd3	exact	5	5	C21	Center Game: Ross Gambit
C.KGm.Acc.Bsh.g5	exact	6	6	C33	King's Gambit Accepted: Bishop's Gambit, Anderssen Defense
C.KGm.Acc.Bsh.d5	exact	6	6	C33	King's Gambit Accepted: Bishop's Gambit, Bledow Variation
C.KGm.Acc.Bsh.d5.Bxd5	prefix	6	7	C33	King's Gambit Accepted: Bishop's Gambit, Bledow Variation
C.KGm.Acc.Bsh.d5.Bxd5.c6	exact	8	8	C33	King's Gambit Accepted: Bishop's Gambit, Anderssen Variation
C.KGm.Acc.Bsh.d5.Bxd5.Nf6	exact	8	8	C33	King's Gambit Accepted: Bishop's Gambit, Bledow Countergambit
C.KGm.Acc.Bsh.Qh4	prefix	5	6	C33	King's Gambit Accepted: Bishop's Gambit
C.KGm.Acc.Bsh.Qh4.Kf1	prefix	5	7	C33	King's Gambit Accepted: Bishop's Gambit
C.KGm.Acc.Bsh.Qh4.Kf1.Nc6	exact	8	8	C33	King's Gambit Accepted: Bishop's Gambit, Boden Variation
C.KGm.Acc.Bsh.Qh4.Kf1.Nf6	exact	8	8	C33	King's Gambit Accepted: Bishop's Gambit, First Jaenisch Variation
C.KGm.Acc.Bsh.Qh4.Kf1.Bc5	exact	8	8	C33	King's Gambit Accepted: Bishop's Gambit, Greco Variation
C.KGm.Acc.Bsh.Qh4.Kf1.d6	exact	8	8	C33	King's Gambit Accepted: Bishop's Gambit, Cozio Variation
C.KGm.Acc.Bsh.Qh4.Kf1.b5	exact	8	8	C33	King's Gambit Accepted: Bishop's Gambit, Bryan Countergambit
C.KGm.Acc.Bsh.Qh4.Kf1.Ne7	prefix	5	8	C33	King's Gambit Accepted: Bishop's Gambit
