ocn1	canonical_name	name_basis	basis_rule
E.Ben.Mod.Cls.Bg5.h6	Modern Benoni Classical Bg5 Line, h6	review	review
E.Ben.Mod.Cls.Rb1.a6	Modern Benoni Classical Rb1 Line, a6	review	review
E.Ben.Mod.Cls.h3.Na6	Modern Benoni Classical h3 Line, Na6	review	review
E.Ben.Mod.Fch.Nd2.Re8	Modern Benoni Fianchetto Nd2 Line, Re8	review	review
E.Ben.Mod.Fch.Bf4.Re8	Modern Benoni Fianchetto Bf4 Line, Re8	review	review
E.KID.Sml.Ort.Exc.dxe5	KID Sämisch Orthodox Exchange Line, dxe5	review	review
E.KID.Fch.Yug.Exc.Nc6	KID Fianchetto Yugoslav Exchange Line, Nc6	review	review
A.Hol.Cls.IZh.Win.Ne4	Dutch Ilyin-Zhenevsky Winter Line, Ne4	review	review
A.Hol.Cls.IZh.Ala.Ne4	Dutch Ilyin-Zhenevsky Alatortsev Line, Ne4	review	review
B.Fre.Tar.Cls.Be7.Ngf3	French Tarrasch Be7 Line, Ngf3	review	review
B.Fre.Tar.Cls.c5.c3	French Tarrasch c5 Line, c3	review	review
B.Fre.Tar.Cls.Kor.O-O	French Tarrasch Korchnoi Gambit, O-O	review	review
B.Sic.Clo.Fch.Bot.Nf6	Closed Sicilian Botvinnik Line, Nf6	review	review
B.Sic.Clo.Fch.Eng.Nf6	Closed Sicilian English Setup, Nf6	review	review
C.KGm.Acc.Kie.Lon.Nxg4	Kieseritzky Long Whip Line, Nxg4	review	review
C.KGm.Acc.Bsh.Ble.Nf3	Bishop's Gambit Bledow Line, Nf3	review	review
E.Nim.Rub.Hub.Rau.O-O	Nimzo Hübner Rauzer Line, O-O	review	review
E.KID.Avk.Fle.MLn.Nf3	KID Averbakh Flexible Main Line, Nf3	review	review
C.KGm.Dec.Fal.MLn.d3	Falkbeer Countergambit Main Line, d3	review	review
C.KGm.Acc.All.MLn.Nxf7	Allgaier Gambit Main Line, Nxf7	review	review
B.Sic.Sve.Nd5.Be7.Bxf6.g3	Sveshnikov Be7 Bxf6 Line, g3	review	review
B.Sic.Sve.Bxf6.Nd5.Bg7.c3	Novosibirsk Bg7 Line, c3	review	review
B.Sic.Sve.Bxf6.Nd5.f5.c3	Sveshnikov f5 Line, c3	review	review
A.Eng.Rev.Bot.MLn.Nd5	English Botvinnik Main Line, Nd5	review	review
B.Sic.Sch.Eng.MLn.Qd2	Scheveningen English Attack Main Line, Qd2	review	review
B.Sic.Kan.Tal.MLn.O-O	Kan Tal Main Line, O-O	review	review
B.Sic.Ros.Nim.MLn.d4	Rossolimo Nimzowitsch Main Line, d4	review	review
B.CaK.Adv.Sht.MLn.c3	Caro-Kann Advance Short Main Line, c3	review	review
C.RyL.Ber.Wal.End.MLn.Re1	Berlin Wall Endgame Main Line, Re1	review	review
D.Sla.Che.MLn.a4.axb5	Slav Chebanenko a4 Line, axb5	review	review
D.QGD.Ort.Hne.Cap.O-O	QGD Orthodox Henneberger Capture, O-O	review	review
D.QGD.Tar.MLn.Bd3.O-O	QGD Tartakower Bd3 Line, O-O	review	review
D.Sla.Cls.MLn.e4.Qe2	Slav Classical e4 Line, Qe2	review	review
D.Sla.Qui.MLn.Bd3.O-O	Slav Quiet Bd3 Line, O-O	review	review
D.Sem.Bg5.Bot.Ekf.MLn.hxg5	Semi-Slav Botvinnik Ekstrom, hxg5	review	review
D.Sem.Mer.Lun.MLn.O-O	Semi-Slav Meran Lundin Main Line, O-O	review	review
D.QGA.Cen.Mod.MLn.Be3	QGA Central Modern Main Line, Be3	review	review
D.Cat.Cls.Kor.MLn.Bf4	Closed Catalan Korchnoi Main Line, Bf4	review	review
E.Bog.Nim.MLn.Be2.O-O	Bogo-Indian Nimzowitsch Be2 Line, O-O	review	review
E.OldI.Cls.MLn.Re1.Be3	Old Indian Classical Re1 Line, Be3	review	review
E.Blf.Dec.MLn.e3.Be2	Benko Declined e3 Line, Be2	review	review
E.QID.Pet.Kas.MLn.e4.O-O	QID Petrosian Kasparov e4 Line, O-O	review	review
E.KID.Mak.MLn.Be2.Re8	KID Makogonov Be2 Line, Re8	review	review
E.Gru.Brn.MLn.Be2.Nc6	Grünfeld Brinckmann Be2 Line, Nc6	review	review
E.Nim.Rom.MLn.Nf3.dxc4	Nimzo Romanishin Nf3 Line, dxc4	review	review
E.Ind.Tgo.MLn.Nc3.exd4	Tango Nc3 Line, exd4	review	review
D.Chi.MLn.e3.Nf6.Nc3.e6	Chigorin e3 Nf6 Nc3 Line, e6	review	review
D.Tar.Cls.MLn.Re8.Re1.Bf8	Tarrasch Classical Re1 Line, Bf8	review	review
D.Tar.Prg.MLn.Nxd4.Qb6.Be3	Tarrasch Prague Qb6 Line, Be3	review	review
D.STa.Exc.MLn.Nxc3.Qb3.cxd4	Semi-Tarrasch Exchange Qb3 Line, cxd4	review	review
D.STa.Pil.MLn.Nxd4.a6.e3	Semi-Tarrasch Pillsbury a6 Line, e3	review	review
D.QGA.Old.MLn.exd4.Be7.Nf3	QGA Old Be7 Line, Nf3	review	review
D.QGA.Ale.MLn.Bb3.e6.Nf3	QGA Alekhine e6 Line, Nf3	review	review
D.Chi.MLn.e3.Nf6.Be2.e6	Chigorin e3 Nf6 Be2 Line, e6	review	review
D.Tar.Cls.MLn.Re8.Be3.Bf8	Tarrasch Classical Be3 Line, Bf8	review	review
D.Tar.Prg.MLn.Nxd4.Be6.O-O	Tarrasch Prague Be6 Line, O-O	review	review
D.STa.Exc.MLn.Nxc3.bxc3.Nc6	Semi-Tarrasch Exchange bxc3 Line, Nc6	review	review
D.STa.Pil.MLn.Nxd4.Be7.e3	Semi-Tarrasch Pillsbury Be7 Line, e3	review	review
D.QGA.Old.MLn.exd4.Nf6.Nf3	QGA Old Nf6 Line, Nf3	review	review
D.QGA.Ale.MLn.Bb3.Nc6.Nf3	QGA Alekhine Nc6 Line, Nf3	review	review
B.Sic.Sve.Nd5.Qa5.Bd2.Rb8	Sveshnikov Qa5 Bd2 Line, Rb8	review	review
C.Ita.Two.Ng5.Trx.Bxf7.Ke7	Traxler Bxf7 Line, Ke7	review	review
C.Ita.Two.Ng5.Feg.Kxf7.Qf3	Fried Liver Kxf7 Line, Qf3	review	review
C.Ita.Two.Ng5.Ulv.Bxb5.Qxd5	Ulvestad Bxb5 Line, Qxd5	review	review
C.Ita.Two.Ng5.Pol.Bb5.c6	Polerio Bb5 Line, c6	review	review
D.Cat.Ope.Qa4.Ale.Be7.Bg2	Catalan Open Qa4 Alekhine Be7 Line, Bg2	review	review
C.RyL.Mor.Opn.Hwl.Nc5.Rd1	Ruy López Open Howell Nc5 Line, Rd1	review	review
C.RyL.Mor.StD.Sie.exf5.Bxf5	Modern Steinitz Siesta exf5 Line, Bxf5	review	review
C.Ita.Two.Ng5.Frt.c3.b5	Fritz Variation c3 Line, b5	review	review
C.Ita.Two.Ng5.Lol.exd4.O-O	Lolli Attack exd4 Line, O-O	review	review
B.Sic.Naj.Sch.MLn	Najdorf Scheveningen, Main Line	descriptor	editorial_leaf_token
B.Sic.Naj.Adm.MLn	Najdorf Adams Attack, Main Line	descriptor	editorial_leaf_token
B.Sic.Naj.Pst.MLn	Najdorf Poisoned Pawn, Main Line	descriptor	editorial_leaf_token
B.Sic.Sch.Krs.MLn	Scheveningen Keres Attack, Main Line	descriptor	editorial_leaf_token
D.Sem.Bg5.Mos.Qxf6.g3	Semi-Slav Moscow Qxf6, g3 Line	review	review
D.Sem.Bg5.AMo.dxc4	Semi-Slav Anti-Moscow, dxc4 Line	review	review
B.Sic.Clo.GPr.MLn	Closed Sicilian Grand Prix, Main Line	descriptor	editorial_leaf_token
C.RyL.Mor.Nor.MLn	Ruy López Norwegian, Main Line	descriptor	editorial_leaf_token
C.RyL.Mor.Wor.MLn	Ruy López Wormald, Main Line	descriptor	editorial_leaf_token
C.Ita.Giu.Mol.MLn	Giuoco Piano Møller, Main Line	descriptor	editorial_leaf_token
C.Ita.Two.Opn.MLn	Two Knights Open Variation, Main Line	descriptor	editorial_leaf_token
C.Ita.Two.Max.MLn	Two Knights Max Lange, Main Line	descriptor	editorial_leaf_token
E.KID.Sml.Pan.MLn	KID Sämisch Panno, Main Line	descriptor	editorial_leaf_token
E.KID.Cls.Glg.MLn	KID Classical Gligoric, Main Line	descriptor	editorial_leaf_token
E.KID.Cls.Exc.MLn	KID Classical Exchange, Main Line	descriptor	editorial_leaf_token
E.Gru.Exc.Sev.MLn	Grünfeld Exchange Seville, Main Line	descriptor	editorial_leaf_token
A.Hol.Sto.Bot.MLn	Dutch Stonewall Botvinnik, Main Line	descriptor	editorial_leaf_token
D.Sem.AMe.Shr.MLn	Anti-Meran Shirov-Shabalov, Main Line	descriptor	editorial_leaf_token
D.Cat.Cls.Bot.MLn	Closed Catalan Botvinnik, Main Line	descriptor	editorial_leaf_token
D.Cat.Cls.Rab.MLn	Closed Catalan Rabinovich, Main Line	descriptor	editorial_leaf_token
E.QID.Mod.Trd.MLn	QID Modern Traditional, Main Line	descriptor	editorial_leaf_token
E.Nim.Cls.Ker.MLn	Nimzo Classical Keres, Main Line	descriptor	editorial_leaf_token
E.Gru.Exc.Sps.MLn	Grünfeld Exchange Spassky, Main Line	descriptor	editorial_leaf_token
E.KID.Fch.Uhl.MLn	KID Fianchetto Uhlmann-Szabo, Main Line	descriptor	editorial_leaf_token
E.KID.Sml.Byr.MLn	KID Sämisch Byrne, Main Line	descriptor	editorial_leaf_token
E.KID.Fou.Dyn.MLn	KID Four Pawns Dynamic, Main Line	descriptor	editorial_leaf_token
E.KID.Avk.Ben.MLn	KID Averbakh Benoni, Main Line	descriptor	editorial_leaf_token
B.Sic.Dra.Lev.MLn	Sicilian Dragon Levenfish, Main Line	descriptor	editorial_leaf_token
B.Sic.Tay.Eng.MLn	Sicilian Taimanov English Attack, Main Line	descriptor	editorial_leaf_token
B.Sic.Kan.Mar.MLn	Sicilian Kan Maróczy Bind, Main Line	descriptor	editorial_leaf_token
B.Fre.Adv.Mil.MLn	French Advance Milner-Barry, Main Line	descriptor	editorial_leaf_token
B.Fre.Tar.Ope.MLn	French Tarrasch Open, Main Line	descriptor	editorial_leaf_token
B.CaK.Adv.Tal.MLn	Caro-Kann Advance Tal, Main Line	descriptor	editorial_leaf_token
C.RyL.Ber.Rio.MLn	Berlin Rio de Janeiro, Main Line	descriptor	editorial_leaf_token
C.RyL.Mor.ClD.MLn	Ruy López Classical Deferred, Main Line	descriptor	editorial_leaf_token
C.RyL.Mor.Fch.MLn	Ruy López Fianchetto Deferred, Main Line	descriptor	editorial_leaf_token
C.RyL.Mor.Car.MLn	Ruy López Caro Variation, Main Line	descriptor	editorial_leaf_token
C.Ita.Giu.Grc.MLn	Giuoco Piano Greco Gambit, Main Line	descriptor	editorial_leaf_token
C.Sco.Gor.Dbl.MLn	Scotch Göring Double Pawn Sacrifice, Main Line	descriptor	editorial_leaf_token
C.Vie.Gbt.Hmp.MLn	Vienna Hamppe-Muzio, Main Line	descriptor	editorial_leaf_token
C.Fou.Spa.Dbl.MLn	Four Knights Double Spanish, Main Line	descriptor	editorial_leaf_token
C.Fou.Spa.Cls.MLn	Four Knights Spanish Classical, Main Line	descriptor	editorial_leaf_token
E.Ben.Bnk.Acc.MLn	Benko Gambit Accepted, Main Line	descriptor	editorial_leaf_token
E.Ben.Bnk.Dec.MLn	Benko Gambit Declined, Main Line	descriptor	editorial_leaf_token
E.Gru.Brn.Nad.MLn	Grünfeld Brinckmann Nadanian, Main Line	descriptor	editorial_leaf_token
D.QGD.Exc.Car.MLn	QGD Exchange Carlsbad, Main Line	descriptor	editorial_leaf_token
D.QGD.Exc.Min.MLn	QGD Exchange Minority Attack, Main Line	descriptor	editorial_leaf_token
E.KID.Cls.Bol.MLn	KID Classical Boleslavsky, Main Line	descriptor	editorial_leaf_token
E.KID.Cls.Ort.MLn	KID Classical Orthodox, Main Line	descriptor	editorial_leaf_token
E.Bud.Faj.MLn	Budapest Fajarowicz, Main Line	descriptor	editorial_leaf_token
E.Bud.Faj.MLn.e3	Budapest Fajarowicz Main Line, e3	review	review
E.Bud.Faj.MLn.e3.Be2	Budapest Fajarowicz e3 Line, Be2	review	review
E.Bud.Faj.MLn.e3.Be2.O-O	Budapest Fajarowicz Be2 Line, O-O	review	review
E.Bud.Faj.Bns.MLn	Budapest Fajarowicz Bonsdorf, Main Line	descriptor	editorial_leaf_token
E.Bud.Faj.Ste.MLn	Budapest Fajarowicz Steiner, Main Line	descriptor	editorial_leaf_token
E.Bud.Rub.MLn.e3	Budapest Rubinstein Main Line, e3	review	review
E.Bud.Rub.MLn.e3.Be2	Budapest Rubinstein e3 Line, Be2	review	review
E.Bud.Alk.MLn	Budapest Alekhine, Main Line	descriptor	editorial_leaf_token
E.Bud.Alk.MLn.Nf3	Budapest Alekhine Main Line, Nf3	review	review
E.Gru.Thr.MLn	Grünfeld Three Knights, Main Line	descriptor	editorial_leaf_token
E.Gru.Thr.MLn.Qb3	Grünfeld Three Knights Main Line, Qb3	review	review
E.Gru.Neo.MLn	Neo-Grünfeld, Main Line	descriptor	editorial_leaf_token
E.Gru.Neo.MLn.cxd5	Neo-Grünfeld Main Line, cxd5	review	review
E.Gru.Neo.MLn.cxd5.Nxd5	Neo-Grünfeld cxd5 Line, Nxd5	review	review
E.Gru.Rus.Prz.MLn	Grünfeld Russian Prins, Main Line	descriptor	editorial_leaf_token
E.Gru.Rus.Szs.MLn	Grünfeld Russian Szabo, Main Line	descriptor	editorial_leaf_token
E.Gru.Fch.Pac.MLn	Grünfeld Fianchetto Pachman, Main Line	descriptor	editorial_leaf_token
E.Gru.Fch.Euw.MLn	Grünfeld Fianchetto Euwe, Main Line	descriptor	editorial_leaf_token
E.Gru.Exc.Mod.MLn	Grünfeld Modern Exchange, Main Line	descriptor	editorial_leaf_token
E.Nim.Spl.MLn	Nimzo Spielmann, Main Line	descriptor	editorial_leaf_token
E.Nim.Spl.MLn.e3	Nimzo Spielmann Main Line, e3	review	review
E.Nim.Cls.Noa.MLn	Nimzo Classical Noa, Main Line	descriptor	editorial_leaf_token
E.Nim.Cls.Bot.MLn	Nimzo Classical Botvinnik, Main Line	descriptor	editorial_leaf_token
E.Nim.Cls.Mil.MLn	Nimzo Classical Milner-Barry, Main Line	descriptor	editorial_leaf_token
E.Nim.Rub.Res.MLn	Nimzo Rubinstein Reshevsky, Main Line	descriptor	editorial_leaf_token
E.Nim.Rub.Flo.MLn	Nimzo Rubinstein Flohr, Main Line	descriptor	editorial_leaf_token
E.Nim.Rub.StP.MLn	Nimzo Rubinstein St. Petersburg, Main Line	descriptor	editorial_leaf_token
E.Nim.Sml.Kmo.MLn	Nimzo Sämisch, e3 Main Line	review	review
E.Nim.Kas.Euw.MLn	Nimzo Kasparov Euwe, Main Line	descriptor	editorial_leaf_token
E.QID.Sps.MLn	QID Spassky System, Main Line	descriptor	editorial_leaf_token
E.QID.Euw.MLn	QID Euwe Variation, Main Line	descriptor	editorial_leaf_token
E.QID.Kas.MLn	QID Kasparov Variation, Main Line	descriptor	editorial_leaf_token
E.QID.Cls.MLn	QID Classical, Main Line	descriptor	editorial_leaf_token
E.KID.Cls.Arb.MLn	KID Classical Aronin-Taimanov, Main Line	descriptor	editorial_leaf_token
E.KID.Sml.Bob.MLn	KID Sämisch Bobotsov-Korchnoi, Main Line	descriptor	editorial_leaf_token
E.KID.Sml.Krs.MLn	KID Sämisch Keres Attack, Main Line	descriptor	editorial_leaf_token
E.KID.Fch.Sim.MLn	KID Fianchetto Simagin, Main Line	descriptor	editorial_leaf_token
E.KID.Fch.Kav.MLn	KID Fianchetto Kavalek, Main Line	descriptor	editorial_leaf_token
D.Sla.Sml.MLn	Slav Smyslov, Main Line	descriptor	editorial_leaf_token
D.Sla.Ala.MLn	Slav Alapin, Main Line	descriptor	editorial_leaf_token
D.Sla.Cze.Kra.MLn	Slav Czech Krause, Main Line	descriptor	editorial_leaf_token
D.Sla.Not.MLn	Slav Noteboom, Main Line	descriptor	editorial_leaf_token
D.Sla.Stn.MLn	Slav Steiner, Main Line	descriptor	editorial_leaf_token
D.QGA.Bog.MLn	QGA Bogoljubow, Main Line	descriptor	editorial_leaf_token
D.QGA.Flo.MLn	QGA Flohr, Main Line	descriptor	editorial_leaf_token
D.QGA.Jan.MLn	QGA Janowski-Larsen, Main Line	descriptor	editorial_leaf_token
D.QGD.Har.MLn	QGD Harrwitz Attack, Main Line	descriptor	editorial_leaf_token
D.QGD.Alt.MLn	QGD Alatortsev, Main Line	descriptor	editorial_leaf_token
D.QGD.Cls	QGD, Classical Defence	review	review
D.QGD.Cls.MLn	QGD Classical, Main Line	descriptor	editorial_leaf_token
D.QGD.Cls.MLn.Bh4	QGD Classical Main Line, Bh4	review	review
D.QGD.Cls.Bd3	QGD Classical, Bd3 Line	review	review
D.QGD.Cls.Nf3	QGD Classical, Nf3 Line	review	review
D.QGD.Cls.Nf3.c5	QGD Classical Nf3 Line, c5	review	review
D.QGA.Cls.MLn	QGA Classical, Main Line	descriptor	editorial_leaf_token
D.QGA.Cls.MLn.a4	QGA Classical Main Line, a4	review	review
D.QGA.Cls.Ale.MLn	QGA Classical Alekhine, Main Line	descriptor	editorial_leaf_token
D.Sla.Cls.MLn.Nh4	Slav Classical Main Line, Nh4	review	review
D.Sla.Cls.MLn.Qe2	Slav Classical Main Line, Qe2	review	review
D.Sla.Dim.MLn	Slav Diemer Gambit, Main Line	descriptor	editorial_leaf_token
D.Sla.Win.MLn	Slav Winawer Countergambit, Main Line	descriptor	editorial_leaf_token
D.Tar.Rub.MLn	Tarrasch Rubinstein, Main Line	descriptor	editorial_leaf_token
D.Tar.Rub.MLn.O-O	Tarrasch Rubinstein Main Line, O-O	review	review
D.Tar.HSc.MLn	Tarrasch Hennig-Schara, Main Line	descriptor	editorial_leaf_token
D.Tar.Mar.MLn	Tarrasch Marshall Gambit, Main Line	descriptor	editorial_leaf_token
D.STa.Kmo.MLn	Semi-Tarrasch Kmoch, Main Line	descriptor	editorial_leaf_token
D.STa.Sym.MLn	Semi-Tarrasch Symmetrical, Main Line	descriptor	editorial_leaf_token
D.STa.End.MLn	Semi-Tarrasch Endgame, Main Line	descriptor	editorial_leaf_token
D.Chi.Laz.MLn	Chigorin Lazard Gambit, Main Line	descriptor	editorial_leaf_token
D.Chi.Tar.MLn	Chigorin Tartakower Gambit, Main Line	descriptor	editorial_leaf_token
D.QPG.Ver.MLn	Queen's Pawn Veresov Setup, Main Line	descriptor	editorial_leaf_token
D.QPG.Ama.MLn	Amazon Attack, Main Line	descriptor	editorial_leaf_token
D.QPG.Mas.MLn	Mason Attack, Main Line	descriptor	editorial_leaf_token
D.QPG.Sto.MLn	Stonewall Attack, Main Line	descriptor	editorial_leaf_token
D.QPG.Zur.MLn	Zurich Gambit, Main Line	descriptor	editorial_leaf_token
E.Ben.Czk.MLn	Czech Benoni, Main Line	descriptor	editorial_leaf_token
E.Ben.Czk.MLn.Be7	Czech Benoni Main Line, Be7	review	review
E.Gru.Sml.MLn	Grünfeld Sämisch, Main Line	descriptor	editorial_leaf_token
E.Gru.Sml.MLn.c5	Grünfeld Sämisch Main Line, c5	review	review
E.OldI.Ukr.MLn	Old Indian Ukrainian, Main Line	descriptor	editorial_leaf_token
E.OldI.Jan.MLn	Old Indian Janowski, Main Line	descriptor	editorial_leaf_token
E.Nim.Fou.MLn	Nimzo 4.f3, Main Line	descriptor	editorial_leaf_token
E.Nim.Fou.MLn.e4	Nimzo 4.f3 Main Line, e4	review	review
E.Nim.Mik.MLn	Nimzo Mikėnas Attack, Main Line	descriptor	editorial_leaf_token
E.Nim.Mik.MLn.Nf3	Nimzo Mikėnas Main Line, Nf3	review	review
E.Bog.Exc.MLn	Bogo-Indian Exchange, Main Line	descriptor	editorial_leaf_token
E.Bog.Hai.MLn	Bogo-Indian Haiti, Main Line	descriptor	editorial_leaf_token
E.Bog.Rom.MLn	Bogo-Indian Romanishin, Main Line	descriptor	editorial_leaf_token
E.Bog.NEn.MLn	Bogo-Indian New England, Main Line	descriptor	editorial_leaf_token
E.Bog.Grn.MLn	Bogo-Indian Grünfeld Variation, Main Line	descriptor	editorial_leaf_token
E.KID.Fch.MLn	KID Fianchetto, Main Line	descriptor	editorial_leaf_token
E.KID.Fch.MLn.O-O	KID Fianchetto Main Line, O-O	review	review
E.KID.Fou.Bg5	KID Four Pawns, Bg5 Line	review	review
E.KID.Fou.Be2	KID Four Pawns, Be2 Line	review	review
E.KID.Cls.Old	KID Classical, Old Main Line	review	review
E.KID.Cls.Old.e5	KID Classical Old Main Line, e5	review	review
E.Nim.Rub.Cls	Nimzo Rubinstein, Classical Line	review	review
E.Nim.Rub.Cls.cxd5	Nimzo Rubinstein Classical Line, cxd5	review	review
B.Fre.Adv.NwG	French Advance, Nimzowitsch Gambit	review	review
B.Fre.Cls.MLn	French Classical, Main Line	descriptor	editorial_leaf_token
B.Fre.Stn.MLn	French Steinitz, Main Line	descriptor	editorial_leaf_token
B.Fre.Mac.MLn	French MacCutcheon, Main Line	descriptor	editorial_leaf_token
B.Fre.Exc.Uhl	French Exchange, Uhlmann Gambit	person	attributed_to
B.Fre.Exc.Bg4	French Exchange, 4...Bg4 Variation	review	review
B.Fre.Exc.Nc6	French Exchange, 4...Nc6 Variation	review	review
A.KIA.Fre.MLn	King's Indian Attack French Setup, Main Line	descriptor	editorial_leaf_token
A.KIA.Fre.Bar	King's Indian Attack French Setup, Barcza System	person	attributed_to
B.Sic.Alp.Dd6	Sicilian Alapin, 2...d6 3.c3 Nf6	review	review
B.Sic.Ros.a6	Sicilian Rossolimo, 3...a6	review	review
A.Tro.Bxf6	Trompowsky, Bxf6 Line	review	review
B.CaK.Cls.Spd.Nd7	Caro-Kann Classical Spassky, Nd7 Line	review	review
B.Fre.Rub.MLn	French Rubinstein, Main Line	descriptor	editorial_leaf_token
B.Fre.Mac.exd5	French MacCutcheon, exd5 Line	review	review
B.Fre.Cls.MLn.ACh	French Classical, Alekhine-Chatard Attack	review	review
B.Sic.Mor.Bd7	Sicilian Moscow, 3...Bd7	review	review
B.Sic.Mor.Nd7	Sicilian Moscow, 3...Nd7	review	review
B.Fre.RPa	French Defence, Réti/Papa Gambit	review	review
B.Fre.Kor	French Defence, Korchnoi Wedge Gambit	person	attributed_to
B.CaK.Exc.MLn	Caro-Kann Exchange, Main Line	descriptor	editorial_leaf_token
B.CaK.Fan.MLn	Caro-Kann Fantasy, Main Line	descriptor	editorial_leaf_token
B.CaK.Brn.c3	Caro-Kann Bronstein-Larsen, 6.c3 Qd5	review	review
B.Pir.Cls.Bg7	Pirc Classical, Bg7 Line	review	review
B.Sic.Kal.MLn	Sicilian Kalashnikov, Main Line	descriptor	editorial_leaf_token
B.Sic.Loe.MLn	Sicilian Löwenthal, Main Line	descriptor	editorial_leaf_token
B.Sic.Nim.e5	Sicilian Nimzowitsch, 3.e5	review	review
B.Sca.Por.Bnk	Scandinavian Portuguese, Banker	review	review
B.Sca.Por.Bnk.MLn	Scandinavian Portuguese Banker, Main Line	descriptor	editorial_leaf_token
B.Sca.Por.Jad	Scandinavian Portuguese, Jadoul	review	review
B.Sca.Por.Mel	Scandinavian Portuguese, Melbourne Shuffle	review	review
B.Sca.Por.Cor	Scandinavian Portuguese, Correspondence Refutation	review	review
B.Sca.Por.Wus	Scandinavian Portuguese, Wuss	review	review
B.Sca.Por.Lus	Scandinavian Portuguese, Lusophobe	review	review
B.Sca.Por.Elb	Scandinavian Portuguese, Elbow	review	review
B.Sca.Por.Cls	Scandinavian Portuguese, Classical	review	review
B.Sca.Pan	Scandinavian, Panov-Botvinnik Attack	review	review
B.Sca.Nf6.Nf3	Scandinavian 2...Nf6, Modern Treatment	review	review
B.Sca.Nf6.Nf3.Gou	Scandinavian Modern Treatment, Goulash	review	review
B.Sca.Nf6.Nf3.Cel	Scandinavian Modern Treatment, Celeriac	review	review
B.Sca.Nf6.Nf3.Cha	Scandinavian Modern Treatment, Charlie's Choice	review	review
B.Sca.Nf6.Chk	Scandinavian 2...Nf6, Check Line	review	review
B.Sca.Nf6.Chk.Bd7	Scandinavian Check Line, Bd7	review	review
B.Sca.Nf6.Chk.Nbd	Scandinavian Check Line, Nbd7	review	review
B.CaK.Two.Nf6	Caro-Kann Two Knights, Nf6 Line	review	review
B.CaK.Two.Bf5	Caro-Kann Two Knights, Bf5 Line	review	review
B.CaK.Tar.Be3	Caro-Kann Tartakower, Be3 Line	review	review
C.RyL.AntM.a4	Ruy López Anti-Marshall, 8.a4	review	review
C.RyL.AntM.h3	Ruy López Anti-Marshall, 8.h3	review	review
C.RyL.AntM.d3	Ruy López Anti-Marshall, 8.d3	review	review
A.Tro.Cls.MLn	Trompowsky Classical, Main Line	descriptor	editorial_leaf_token
A.Tro.Cls.MLn.e3	Trompowsky Classical Main Line, e3	review	review
A.Tro.Rap.MLn	Trompowsky Raptor, Main Line	descriptor	editorial_leaf_token
A.Tro.Rap.MLn.e6	Trompowsky Raptor Main Line, e6	review	review
A.Tro.Rap.MLn.f6	Trompowsky Raptor Main Line, f6	review	review
A.Tro.Bxf6.e3	Trompowsky Bxf6 Line, e3	review	review
A.Tor.ClD.MLn	Torre Classical Defence, Main Line	descriptor	editorial_leaf_token
A.Tor.ClD.MLn.c3	Torre Classical Main Line, c3	review	review
A.Tor.Nim.MLn	Torre Nimzowitsch, Main Line	descriptor	editorial_leaf_token
A.Tor.Yus.MLn	Torre Yusupov-Rubinstein, Main Line	descriptor	editorial_leaf_token
B.Ale.Fou.MLn	Alekhine Four Pawns, Main Line	descriptor	editorial_leaf_token
B.Ale.Fou.MLn.Nf3	Alekhine Four Pawns Main Line, Nf3	review	review
B.Ale.Fou.MLn.Be3	Alekhine Four Pawns Main Line, Be3	review	review
B.Ale.Fou.Trd.MLn	Alekhine Four Pawns Trifunovic, Main Line	descriptor	editorial_leaf_token
B.Ale.Mod.MLn	Alekhine Modern, Main Line	descriptor	editorial_leaf_token
B.Ale.Chs.MLn	Alekhine Chase, Main Line	descriptor	editorial_leaf_token
B.Pir.Cls.Bg7.MLn	Pirc Classical Bg7, Main Line	descriptor	editorial_leaf_token
B.Pir.Cls.Bg7.MLn.O-O	Pirc Classical Bg7 Main Line, O-O	review	review
B.Pir.Aus.Drg.MLn	Pirc Austrian Dragon, Main Line	descriptor	editorial_leaf_token
B.Pir.Aus.Unz.MLn	Pirc Austrian Unzicker, Main Line	descriptor	editorial_leaf_token
B.Pir.150.MLn	Pirc 150 Attack, Main Line	descriptor	editorial_leaf_token
B.Pir.150.MLn.O-O-O	Pirc 150 Attack Main Line, O-O-O	review	review
B.Pir.Byr.MLn	Pirc Byrne Variation, Main Line	descriptor	editorial_leaf_token
C.PhD.Han.MLn	Philidor Hanham, Main Line	descriptor	editorial_leaf_token
C.PhD.Han.MLn.O-O	Philidor Hanham Main Line, O-O	review	review
C.PhD.Exc.MLn	Philidor Exchange, Main Line	descriptor	editorial_leaf_token
C.PhD.Lio.MLn	Philidor Lion, Main Line	descriptor	editorial_leaf_token
C.Pon.CGm.MLn	Ponziani Countergambit, Main Line	descriptor	editorial_leaf_token
C.Pon.CGm.MLn.exf5	Ponziani Countergambit Main Line, exf5	review	review
C.Pon.Jae.MLn.e5	Ponziani Jaenisch Main Line, e5	review	review
C.Pon.Ste.MLn.f6	Ponziani Steinitz Main Line, f6	review	review
C.Vie.Cls.MLn	Vienna Classical, Main Line	descriptor	editorial_leaf_token
C.Vie.Cls.MLn.Nf3	Vienna Classical Main Line, Nf3	review	review
C.Vie.Mie.MLn	Vienna Mieses, Main Line	descriptor	editorial_leaf_token
C.Vie.Fal.MLn	Vienna Falkbeer, Main Line	descriptor	editorial_leaf_token
