ocn1	canonical_name	name_basis	basis_rule
A.Bir.Nf6.Nf3.g6	Bird Opening Nf3, g6	review	review
A.Bir.Nf6.Nf3.g6.b4	Bird Opening g6, Batavo-Polish	review	review
A.Bir.f5	Bird Opening, From Reversed	review	review
A.Bir.f5.d4	Bird Opening f5, d4	review	review
A.Bir.f5.d4.d5	Bird Opening Double Dutch	review	review
A.Bir.f5.e4	Bird Opening, Wagner-Zwitersch Gambit	review	review
A.Bir.f5.e4.fxe4	Bird Wagner-Zwitersch, fxe4	review	review
A.Bir.f5.e4.fxe4.Nc3	Bird Swiss Gambit, Nc3	review	review
A.Bir.f5.e4.fxe4.Nc3.Nf6	Bird Swiss Gambit, Nf6	review	review
A.Bir.h6	Bird Opening, Hobbs-Zilbermints Prefix	review	review
A.Bir.h6.Nf3	Bird Hobbs-Zilbermints, Nf3	review	review
A.Bir.h6.Nf3.g5	Bird Hobbs-Zilbermints Gambit	review	review
A.Bir.b5	Bird Opening, Myers Defence	review	review
A.Kad.c5	Kádas Opening, c5	review	review
A.Kad.c5.b4	Kádas Opening, Kádas Gambit	review	review
A.Kad.d5	Kádas Opening, d5	review	review
A.Kad.d5.d4	Kádas Opening d5, d4	review	review
A.Kad.d5.d4.c5	Kádas Opening d4, c5	review	review
A.Kad.d5.d4.c5.Nf3	Kádas Opening c5, Nf3	review	review
A.Kad.d5.d4.c5.Nf3.cxd4	Kádas Opening Nf3, cxd4	review	review
A.Kad.d5.d4.c5.e4	Kádas Opening, Myers Variation	review	review
A.Kad.e5	Kádas Opening, e5	review	review
A.Kad.e5.d4	Kádas Opening e5, d4	review	review
A.Kad.e5.d4.exd4	Kádas Opening d4, exd4	review	review
A.Kad.e5.d4.exd4.c3	Kádas Gambit, c3	review	review
A.Kad.f5	Kádas Opening, Steinbok Prefix	review	review
A.Kad.f5.e4	Kádas Steinbok Gambit	review	review
A.Kad.f5.e4.fxe4	Kádas Steinbok, fxe4	review	review
A.Kad.f5.e4.fxe4.d3	Kádas Steinbok, d3	review	review
A.War.a5	Ware Opening, Symmetric Variation	review	review
A.War.e5	Ware Opening, e5	review	review
A.War.e5.h4	Ware Opening, Crab Variation	review	review
A.War.e5.Ra3	Ware Opening, Meadow Hay Trap	review	review
A.War.b6	Ware Opening, b6	review	review
A.War.b6.d4	Ware Opening b6, d4	review	review
A.War.b6.d4.d5	Ware Opening b6 d4, d5	review	review
A.War.b6.d4.d5.Nc3	Ware Cologne Gambit, Nc3	review	review
A.War.b6.d4.d5.Nc3.Nd7	Ware Cologne Gambit, Nd7	review	review
A.War.b5	Ware Opening, Wing Gambit	review	review
A.War.b5.axb5	Ware Wing Gambit, axb5	review	review
A.War.b5.axb5.Bb7	Ware Wing Gambit, Bb7	review	review
A.Hng.ReM.Nf3.Nc6	Hungarian Reversed Modern Nf3, Nc6	review	review
A.Hng.ReM.Nf3.Nc6.d4	Hungarian Reversed Modern Nc6, d4	review	review
A.Hng.ReM.Nf3.Nc6.d4.Nf6	Hungarian Reversed Grünfeld, Nf6	review	review
A.Hng.ReM.Nf3.Nc6.d4.e6	Hungarian Reversed Grünfeld, e6	review	review
A.Hng.ReM.Nf3.Nf6	Hungarian Reversed Modern Nf3, Nf6	review	review
A.Hng.ReM.Nf3.Nf6.O-O	Hungarian Reversed Modern Nf6, Castled	review	review
A.Hng.ReM.Nf3.Nf6.O-O.e6	Hungarian Reversed Modern Castled, e6	review	review
A.QPO.g6.Nf3	Queen's Pawn Modern, Nf3	review	review
A.QPO.g6.Nf3.Bg7	Queen's Pawn Modern Nf3, Bg7	review	review
A.QPO.g6.Nf3.Bg7.e3	Queen's Pawn Modern Bg7, e3	review	review
A.QPO.g6.Nf3.Bg7.e3.c5	Queen's Pawn Modern e3, c5	review	review
A.QPO.g6.Nf3.Bg7.g3	Queen's Pawn Modern Bg7, Fianchetto	review	review
A.QPO.g6.Nf3.Bg7.g3.c5	Queen's Pawn Modern Fianchetto, c5	review	review
A.QPO.g6.Nf3.Bg7.Nc3	Queen's Pawn Modern Bg7, Nc3	review	review
A.QPO.g6.Nf3.Bg7.Nc3.d5	Queen's Pawn Modern Nc3, d5	review	review
A.QPO.g6.Nf3.Bg7.Bf4	Queen's Pawn Modern Bg7, London	review	review
A.QPO.g6.Nf3.Bg7.Bf4.c5	Queen's Pawn Modern London, c5	review	review
A.QPO.g6.h4	Queen's Pawn Modern, Lizard Defence	review	review
A.QPO.g6.h4.Nf6	Queen's Pawn Modern Lizard, Nf6	review	review
A.QPO.g6.h4.Nf6.h5	Queen's Pawn Modern Lizard, h5	review	review
B.Sca.MLn.Qd6	Scandinavian Main Line, Qd6	review	review
B.Sca.MLn.Qd6.d4	Scandinavian Qd6, d4	review	review
B.Sca.MLn.Qd6.d4.Nf6	Scandinavian Qd6 d4, Nf6	review	review
B.Sca.MLn.Qd6.d4.Nf6.Nf3	Scandinavian Qd6 Nf6, Nf3	review	review
B.Sca.MLn.Qd6.d4.c6	Scandinavian Qd6 d4, c6	review	review
B.Sca.MLn.Qd8	Scandinavian Main Line, Qd8	review	review
B.Sca.MLn.Qd8.d4	Scandinavian Qd8, d4	review	review
B.Sca.MLn.Qd8.d4.Nf6	Scandinavian Qd8 d4, Nf6	review	review
B.Sca.MLn.Qd8.d4.Nf6.Nf3	Scandinavian Qd8 Nf6, Nf3	review	review
B.CaK.Kar.Ng5	Caro-Kann Karpov, Modern Variation	review	review
B.CaK.Kar.Ng5.Ngf6	Caro-Kann Karpov Modern, Ngf6	review	review
B.CaK.Kar.Ng5.Ndf6	Caro-Kann Karpov Modern, Ivanchuk	review	review
B.CaK.Kar.Ng5.Ngf6.Bd3	Caro-Kann Karpov Modern, Bd3	review	review
B.CaK.Kar.Ng5.Ngf6.Bd3.e6	Caro-Kann Karpov Bd3, e6	review	review
B.CaK.Kar.Bc4	Caro-Kann Karpov, Bc4	review	review
B.CaK.Kar.Bc4.Ngf6	Caro-Kann Karpov Bc4, Ngf6	review	review
B.CaK.Kar.Bc4.Ngf6.Ng5	Caro-Kann Karpov Smyslov, Ng5	review	review
B.CaK.Kar.Bc4.Ngf6.Ng5.e6	Caro-Kann Karpov Smyslov, e6	review	review
B.CaK.Kar.Bc4.Ngf6.Nxf6	Caro-Kann Karpov, Tiviakov-Fischer	review	review
B.CaK.Kar.Bc4.Ngf6.Nxf6.Nxf6	Caro-Kann Karpov Tiviakov-Fischer, Nxf6	review	review
C.Bsh.Ber.f4	Bishop's Berlin, Greco Gambit	review	review
C.Bsh.Ber.d4	Bishop's Berlin, Ponziani Gambit	review	review
C.Bsh.Ber.d4.exd4	Bishop's Berlin d4, exd4	review	review
C.Bsh.Ber.d4.exd4.c3	Bishop's Berlin, Warsaw Gambit	review	review
C.Bsh.Ber.Ne2	Bishop's Berlin, Ne2	review	review
C.Bsh.Ber.Ne2.Nxe4	Bishop's Berlin Ne2, Nxe4	review	review
C.Bsh.Ber.Ne2.Nxe4.Nec3	Bishop's Berlin, Pachman Gambit	review	review
C.Bsh.Ber.f3	Bishop's Berlin, Krejčík Prefix	review	review
C.Bsh.Ber.f3.Bc5	Bishop's Berlin f3, Bc5	review	review
C.Bsh.Ber.f3.Bc5.Ne2	Bishop's Berlin Krejčík, Ne2	review	review
C.Bsh.Ber.f3.Bc5.Ne2.Nc6	Bishop's Berlin Krejčík, Nc6	review	review
C.Pet.Mod.exd4	Petrov Modern, exd4	review	review
C.Pet.Mod.Nxe4	Petrov Modern, Nxe4	review	review
C.Pet.Mod.Nxe4.Bd3	Petrov Modern Nxe4, Bd3	review	review
C.Pet.Mod.Nxe4.Bd3.Nc6	Petrov Modern Bd3, Murrey	review	review
C.Pet.Mod.Nxe4.Bd3.d5	Petrov Modern Bd3, d5	review	review
C.Pet.Mod.Nxe4.Bd3.d5.Nxe5	Petrov Modern Bd3 d5, Nxe5	review	review
C.Pet.Mod.d5	Petrov Modern, Symmetrical Variation	review	review
C.Pon.Jae.d3	Ponziani Jaenisch, d3	review	review
C.Pon.Jae.d3.d5	Ponziani Jaenisch d3, d5	review	review
C.Pon.Jae.d3.d5.Nbd2	Ponziani Jaenisch d5, Nbd2	review	review
C.Pon.Jae.Bc4	Ponziani Jaenisch, Neumann Gambit	review	review
C.Pon.Jae.d4	Ponziani Jaenisch, d4	review	review
C.Pon.Jae.d4.Nxe4	Ponziani Jaenisch d4, Nxe4	review	review
C.Pon.Jae.d4.Nxe4.d5	Ponziani Jaenisch, Vukovic Gambit	review	review
C.Pon.Jae.d4.Nxe4.d5.Bc5	Ponziani Jaenisch Vukovic, Bc5	review	review
C.Fou.Sco.exd4	Four Knights Scotch, exd4	review	review
C.Fou.Sco.exd4.Nxd4	Four Knights Scotch Accepted, Nxd4	review	review
C.Fou.Sco.exd4.Nxd4.Nxe4	Four Knights Scotch Schmid Defence	review	review
C.Fou.Sco.Bb4	Four Knights Scotch, Bb4	review	review
C.Fou.Sco.Bb4.Nxe5	Four Knights Scotch, Krause Gambit	review	review
C.Fou.Sco.Bb4.Nxe5.Qe7	Four Knights Scotch Krause, Leonhardt	review	review
C.Fou.Sco.Bb4.d5	Four Knights Scotch, Oxford Gambit	review	review
C.Fou.Sco.Bb4.d5.Nd4	Four Knights Scotch Oxford, Nd4	review	review
A.Bar.e5	Barnes Opening, e5	review	review
A.Bar.e5.g4	Barnes Opening, Fool's Mate Pattern	review	review
A.Bar.e5.g4.Qh4	Barnes Opening, Fool's Mate	review	review
A.Bar.e5.Kf2	Barnes Opening, Hammerschlag	review	review
A.Bar.d5	Barnes Opening, d5	review	review
A.Bar.d5.e4	Barnes Opening d5, e4	review	review
A.Bar.d5.e4.g6	Barnes Opening Gedult, g6	review	review
A.Bar.d5.e4.g6.d4	Barnes Gedult, d4	review	review
A.Bar.d5.e4.g6.d4.dxe4	Barnes Gedult, dxe4	review	review
A.Bar.f5	Barnes Opening, f5	review	review
A.Bar.f5.e4	Barnes Opening f5, e4	review	review
A.Bar.f5.e4.fxe4	Barnes Gedult f5, fxe4	review	review
A.Bar.f5.e4.fxe4.Nc3	Barnes Gedult fxe4, Nc3	review	review
A.Gro.Gbt.c6	Grob Gambit, c6 Declined	review	review
A.Gro.Gbt.c6.c4	Grob Gambit c6, c4	review	review
A.Gro.Gbt.c6.c4.dxc4	Grob Gambit c4, dxc4	review	review
A.Gro.Gbt.c6.c4.dxc4.b3	Grob Richter-Grob, b3	review	review
A.Gro.Gbt.h5	Grob Gambit, Basman Prefix	review	review
A.Gro.Gbt.h5.gxh5	Grob Gambit, Basman Gambit	review	review
A.Gro.Gbt.e5	Grob Gambit, Keres Prefix	review	review
A.Gro.Gbt.e5.d4	Grob Gambit Keres, d4	review	review
A.Gro.Gbt.e5.d4.exd4	Grob Keres, exd4	review	review
A.Gro.Gbt.e5.d4.exd4.c3	Grob Keres, c3	review	review
A.Pol.Cen.Bb2	Polish Central, Bb2	review	review
A.Pol.Cen.Bb2.Nf6	Polish Central Bb2, Nf6	review	review
A.Pol.Cen.Bb2.Nf6.Nf3	Polish Central Nf6, Nf3	review	review
A.Pol.Cen.Bb2.Qd6	Polish Central, German Defence	review	review
A.Pol.Cen.Bb2.c6	Polish Central Bb2, c6	review	review
A.Pol.Cen.Bb2.c6.a4	Polish Central, Myers Variation	review	review
A.Pol.Cen.Nf3	Polish Central, Santasiere Folly	review	review
A.VtK.e5	Van't Kruijs Opening, e5	review	review
A.VtK.e5.Bc4	Van't Kruijs e5, Bc4	review	review
A.VtK.e5.Bc4.b5	Van't Kruijs Bouncing Bishop, b5	review	review
A.VtK.e5.Bc4.b5.Bb3	Van't Kruijs Bouncing Bishop, Bb3	review	review
A.VtK.e5.Nc3	Van't Kruijs e5, Nc3	review	review
A.VtK.e5.Nc3.Nf6	Van't Kruijs Keoni-Hiva, Nf6	review	review
A.VtK.e5.Nc3.Nf6.f4	Van't Kruijs Akahi, f4	review	review
A.VtK.e5.Nc3.Nf6.f4.exf4	Van't Kruijs Akahi, exf4	review	review
A.VtK.e5.Nc3.Nc6	Van't Kruijs Keoni-Hiva, Nc6	review	review
A.VtK.e5.Nc3.Nc6.f4	Van't Kruijs Alua, f4	review	review
A.VtK.e5.Nc3.d5	Van't Kruijs Keoni-Hiva, d5	review	review
A.VtK.e5.Nc3.d5.f4	Van't Kruijs Ekolu, f4	review	review
A.Mod.Nc3	Modern Defence, Nc3	review	review
A.Mod.Nc3.c5	Modern Defence Nc3, c5	review	review
A.Mod.Nc3.c5.e3	Modern Defence c5, Quiet Line	review	review
A.Mod.Nc3.c5.d5	Modern Defence c5, d5	review	review
A.Mod.Nc3.c5.d5.Bxc3	Modern Pterodactyl, Bxc3	review	review
A.Mod.Nc3.c5.d5.Bxc3.bxc3	Modern Pterodactyl Bxc3, bxc3	review	review
E.Ben.Old.dxc5	Old Benoni, Benoni Gambit Accepted	review	review
E.Ben.Old.dxc5.Na6	Old Benoni Gambit Accepted, Schlenker	review	review
E.Ben.Old.dxc5.b6	Old Benoni Gambit Accepted, Cormorant	review	review
E.Ben.Old.c4	Old Benoni, c4	review	review
E.Ben.Old.c4.cxd4	Old Benoni c4, cxd4	review	review
E.Ben.Old.c4.cxd4.e3	Old Benoni, Liedmann Gambit	review	review
B.Pir.Pre.f4	Pirc Precursor, Harmonist	review	review
B.Pir.Pre.f4.d5	Pirc Precursor f4, d5	review	review
B.Pir.Pre.f4.d5.exd5	Pirc Precursor Fuller, exd5	review	review
B.Pir.Pre.f4.d5.exd5.Nf6	Pirc Precursor Fuller, Nf6	review	review
B.Pir.Pre.h4	Pirc Precursor, Petruccioli Attack	review	review
B.Pir.Pre.g4	Pirc Precursor, Spike Attack	review	review
B.Sca.Nf6.d4	Scandinavian 2...Nf6, d4	review	review
B.Sca.Nf6.d4.g6	Scandinavian 2...Nf6, Richter	review	review
B.Sca.Nf6.d4.g6.c4	Scandinavian Richter, c4	review	review
B.Sca.Nf6.d4.g6.c4.b5	Scandinavian Richter, Wing Gambit	review	review
B.Sca.Nf6.d4.c6	Scandinavian 2...Nf6, Kádas Prefix	review	review
B.Sca.Nf6.d4.c6.dxc6	Scandinavian Kádas, dxc6	review	review
B.Sca.Nf6.d4.c6.dxc6.e5	Scandinavian Kádas, e5	review	review
D.Bgm.Acc.Nxf3	Blackmar-Diemer Accepted, Nxf3	review	review
D.Bgm.Acc.Nxf3.Qd6	Blackmar-Diemer Nxf3, Holwell	review	review
D.Bgm.Acc.Nxf3.c5	Blackmar-Diemer Nxf3, Kaulich	review	review
D.Bgm.Acc.Nxf3.Nc6	Blackmar-Diemer Nxf3, Pietrowsky	review	review
D.Bgm.Acc.Nxf3.b6	Blackmar-Diemer Nxf3, Ritter	review	review
D.Bgm.Acc.Nxf3.Nbd7	Blackmar-Diemer Nxf3, Schlutter	review	review
D.QPG.Chi.e6	Queen's Pawn Chigorin, e6	review	review
D.QPG.Chi.e6.Bf4	Queen's Pawn Chigorin, Rapport-Jobava	review	review
D.QPG.Chi.Bg4	Queen's Pawn Chigorin, Anti-Veresov	review	review
D.QPG.Chi.e5	Queen's Pawn Chigorin, Shaviliuk Gambit	review	review
D.QPG.Chi.h5	Queen's Pawn Chigorin, Shropshire Defence	review	review
D.QGD.Exc.Bg5	QGD Exchange, Bg5	review	review
D.QGD.Exc.Bg5.c6	QGD Exchange Bg5, c6	review	review
D.QGD.Exc.Bg5.c6.Qc2	QGD Exchange c6, Reshevsky	review	review
D.QGD.Exc.Bg5.Be7	QGD Exchange Bg5, Be7	review	review
D.QGD.Exc.Bg5.Be7.e3	QGD Exchange Be7, e3	review	review
D.QGD.Exc.Bg5.Be7.e3.h6	QGD Exchange Be7 e3, h6	review	review
D.QGD.Lsk.Bxe7	QGD Lasker, Bxe7	review	review
D.QGD.Lsk.Bxe7.Qxe7	QGD Lasker Bxe7, Qxe7	review	review
D.QGD.Lsk.Bxe7.Qxe7.Qc2	QGD Lasker Qxe7, Qc2	review	review
D.QGD.Lsk.Bxe7.Qxe7.cxd5	QGD Lasker Qxe7, cxd5	review	review
D.QGD.Lsk.Bxe7.Qxe7.cxd5.Nxc3	QGD Lasker Bernstein, Nxc3	review	review
E.Nim.Kas.c5	Nimzo Kasparov, c5	review	review
E.Nim.Kas.c5.g3	Nimzo Kasparov c5, Romanishin	review	review
E.Nim.Kas.c5.g3.O-O	Nimzo Romanishin, Castled	review	review
E.Nim.Kas.c5.g3.cxd4	Nimzo Romanishin, cxd4	review	review
E.Nim.Kas.c5.g3.cxd4.Nxd4	Nimzo Romanishin cxd4, Nxd4	review	review
E.Nim.Kas.b6	Nimzo Kasparov, b6	review	review
E.Nim.Kas.b6.e3	Nimzo Kasparov b6, e3	review	review
E.Nim.Kas.b6.e3.Ne4	Nimzo St. Petersburg, Ne4	review	review
E.Nim.Kas.b6.e3.Ne4.Qc2	Nimzo St. Petersburg Ne4, Qc2	review	review
E.Nim.Cls.Noa.Ne4	Nimzo Classical Noa, Ne4	review	review
E.Nim.Cls.Noa.Ne4.Qc2	Nimzo Classical Noa Ne4, Qc2	review	review
E.Nim.Cls.Noa.Ne4.Qc2.c5	Nimzo Classical Noa Qc2, c5	review	review
E.Nim.Cls.Noa.Ne4.Qc2.Nc6	Nimzo Classical Noa Qc2, Nc6	review	review
E.Nim.Cls.Noa.Nc6	Nimzo Classical Noa, Botvinnik	review	review
E.Nim.Cls.Noa.c5	Nimzo Classical Noa, Romanishin Gambit	review	review
E.Nim.Rub.Cls.Nf3	Nimzo Rubinstein Classical, Nf3	review	review
E.Nim.Rub.Cls.Nf3.Nc6	Nimzo Rubinstein Classical, Ragozin	review	review
E.Nim.Rub.Cls.Nf3.Nc6.O-O	Nimzo Ragozin, Castled	review	review
E.Nim.Rub.Cls.Nf3.b6	Nimzo Rubinstein Classical, Schlechter	review	review
E.Nim.Rub.Cls.a3	Nimzo Rubinstein Classical, a3	review	review
E.Nim.Rub.Cls.a3.Bxc3	Nimzo Rubinstein a3, Bxc3	review	review
E.Nim.Rub.Cls.a3.Bxc3.bxc3	Nimzo Rubinstein a3 Bxc3, bxc3	review	review
A.Ret.Adv.b4	Réti Advance, b4	review	review
A.Ret.Adv.b4.c5	Réti Advance b4, Michel Gambit	review	review
A.Ret.Adv.b4.g5	Réti Advance b4, Navara Gambit	review	review
A.Ret.Adv.Rg1	Réti Advance, Penguin Variation	review	review
A.Ret.Adv.e3	Réti Advance, e3	review	review
A.Ret.Adv.e3.c5	Réti Advance e3, c5	review	review
A.Ret.Adv.e3.c5.b4	Réti Advance, Reversed Blumenfeld	review	review
A.Eng.Mik.Nc6	English Mikėnas-Carls, Nc6	review	review
A.Eng.Mik.d5	English Mikėnas-Carls, d5	review	review
A.Eng.Mik.d5.e5	English Mikėnas-Carls d5, e5	review	review
A.Eng.Mik.c5	English Mikėnas-Carls, Sicilian	review	review
A.Eng.Mik.c5.e5	English Mikėnas-Carls Sicilian, e5	review	review
A.Eng.Mik.c5.e5.Ng8	English Mikėnas-Carls, Nei Gambit	review	review
A.OID.Nf6.g4	Old Indian Nf6, Aged Gibbon	review	review
A.OID.Nf6.Nc3	Old Indian Nf6, Nc3	review	review
A.OID.Nf6.Nc3.c6	Old Indian Nf6 Nc3, Czech	review	review
A.OID.Nf6.Nf3	Old Indian Nf6, Nf3	review	review
A.OID.Nf6.Nf3.c6	Old Indian Nf6 Nf3, Czech	review	review
A.OID.Nf6.Nf3.Bg4	Old Indian Nf6 Nf3, Tartakower-Indian	review	review
A.Hol.Alp.e6	Dutch Alapin, e6	review	review
A.Hol.Alp.e6.g4	Dutch Alapin, Manhattan Anti-Classical	review	review
A.Hol.Alp.g6	Dutch Alapin, g6	review	review
A.Hol.Alp.g6.g4	Dutch Alapin, Manhattan Anti-Leningrad	review	review
A.Hol.Alp.d6	Dutch Alapin, d6	review	review
A.Hol.Alp.d6.g4	Dutch Alapin, Manhattan Anti-Modern	review	review
A.Hol.Alp.d5	Dutch Alapin, d5	review	review
A.Hol.Alp.d5.g4	Dutch Alapin, Manhattan Anti-Stonewall	review	review
A.Hol.Sta.MLn.g6	Dutch Staunton Main Line, g6	review	review
A.Hol.Sta.MLn.g6.h4	Dutch Staunton, Alekhine Variation	review	review
A.Hol.Sta.MLn.g6.f3	Dutch Staunton, Lasker Variation	review	review
A.Hol.Sta.MLn.c6	Dutch Staunton, Chigorin Variation	review	review
A.Hol.Sta.MLn.b6	Dutch Staunton, Nimzowitsch Variation	review	review
B.CaK.Two.dxe4	Caro-Kann Two Knights, dxe4	review	review
B.CaK.Two.dxe4.Ng5	Caro-Kann Two Knights, Hector Gambit	review	review
B.CaK.Two.Bg4	Caro-Kann Two Knights, Mindeno	review	review
B.CaK.Two.Bg4.h3	Caro-Kann Mindeno, h3	review	review
B.CaK.Two.Bg4.h3.Bxf3	Caro-Kann Mindeno, Exchange Line	review	review
B.CaK.Two.Bg4.h3.Bh5	Caro-Kann Mindeno, Retreat Line	review	review
B.CaK.Pmv.Nf6	Caro-Kann Panov, Nf6	review	review
B.CaK.Pmv.Nf6.c5	Caro-Kann Panov, Gunderam Attack	review	review
B.CaK.Pmv.Nf6.Nc3	Caro-Kann Panov Nf6, Nc3	review	review
B.CaK.Pmv.Nf6.Nc3.e6	Caro-Kann Panov Nc3, e6	review	review
B.CaK.Pmv.Nf6.Nc3.e6.Nf3	Caro-Kann Panov Main Line, Nf3	review	review
B.CaK.Cls.Ng3	Caro-Kann Classical, Ng3	review	review
B.CaK.Cls.Ng3.Bg6	Caro-Kann Classical Ng3, Bg6	review	review
B.CaK.Cls.Ng3.Bg6.Nh3	Caro-Kann Classical, Flohr Variation	person	attributed_to
B.CaK.Cls.Ng3.Bg6.h4	Caro-Kann Classical Main Line, h4	review	review
B.CaK.Cls.Ng3.Bg6.f4	Caro-Kann Classical, Maróczy Attack	review	review
B.CaK.Cls.Ng5	Caro-Kann Classical, Ng5	review	review
B.CaK.Cls.Ng5.Bg6	Caro-Kann Classical Ng5, Bg6	review	review
B.CaK.Cls.Ng5.Bg6.N1f3	Caro-Kann Classical Ng5, N1f3	review	review
B.CaK.Cls.Ng5.Bg6.N1f3.h6	Caro-Kann Classical, Martian Prefix	review	review
B.Fre.Cls.exd5	French Classical, Delayed Exchange	review	review
B.Fre.Cls.exd5.exd5	French Classical Exchange, exd5	review	review
B.Fre.Cls.exd5.exd5.Bg5	French Exchange Svenonius, Bg5	review	review
B.Fre.Cls.Bd3	French Classical, Swiss Variation	review	review
B.Fre.Cls.Be3	French Classical, Henneberger	review	review
C.Sco.Cls.Nb3	Scotch Classical, Potter Variation	review	review
C.Sco.Cls.Nb3.Bb4	Scotch Classical Potter, Romanishin	review	review
C.Sco.Cls.Nxc6	Scotch Classical, Intermezzo Prefix	review	review
C.Sco.Cls.Nxc6.Qf6	Scotch Classical, Intermezzo	review	review
C.Sco.Cls.Be3	Scotch Classical, Be3	review	review
C.Sco.Cls.Be3.Qf6	Scotch Classical Be3, Qf6	review	review
C.Sco.Cls.Be3.Qf6.Nb5	Scotch Classical, Blumenfeld Attack	review	review
D.Bgm.Cap.Nc3.e5.dxe5	BDG Lemberger, Endgame Variation	review	review
D.Bgm.Cap.Nc3.e5.Nxe4	BDG Lemberger, Lange Gambit	review	review
D.Bgm.Cap.Nc3.e5.Nge2	BDG Lemberger, Rasmussen Attack	review	review
D.Bgm.Cap.Nc3.e5.Qh5	BDG Lemberger, Sneiders Attack	review	review
D.Bgm.Cap.Nc3.e5.Be3	BDG Lemberger, Soller Attack	review	review
D.Sla.Cze.Kra.MLn.Nbd7	Slav Czech Krause, Nbd7	review	review
D.Sla.Cze.Kra.MLn.Nbd7.Nxc4	Slav Czech Krause Nbd7, Nxc4	review	review
D.Sla.Cze.Kra.MLn.Na6	Slav Czech Krause, Na6	review	review
D.Sla.Cze.Kra.MLn.Na6.e4	Slav Czech Krause, Fazekas Gambit	review	review
D.Sla.Cze.Kra.MLn.e6	Slav Czech Krause, Wiesbaden	review	review
D.Sla.Cze.Kra.MLn.e6.f3	Slav Czech Krause Wiesbaden, Sharp Line	review	review
A.Eng.Agi.Nf3.Nf6	Agincourt Defence Nf3, Nf6	review	review
A.Eng.Agi.Nf3.Nf6.g3	Agincourt Nf6, g3	review	review
A.Eng.Agi.Nf3.Nf6.g3.b6	Agincourt Queen's Indian Formation	review	review
A.Eng.Agi.Nf3.Nf6.g3.a6	Agincourt Romanishin, a6	review	review
A.Eng.Agi.Nf3.Nf6.Nc3	Agincourt Nf6, Nc3	review	review
A.Eng.Agi.Nf3.Nf6.Nc3.c5	Agincourt Anti-Benoni, c5	review	review
A.Ret.Ang.MLn.Nf6.Qc2	Réti Anglo-Slav Nf6, Gurevich	review	review
A.Ret.Ang.MLn.Nf6.Nc3	Réti Anglo-Slav Nf6, Nc3	review	review
A.Ret.Ang.MLn.Nf6.Nc3.Nbd7	Réti Anglo-Slav Nc3, Nbd7	review	review
A.Ret.Ang.MLn.Nf6.Nc3.e6	Réti Anglo-Slav Nc3, e6	review	review
B.Sca.Mod.Mie.e5	Scandinavian Mieses-Kotrc, Anderssen Counterattack	review	review
B.Sca.Mod.Mie.e5.Nf3	Scandinavian Anderssen, Goteborg	review	review
B.Sca.Mod.Mie.e5.Nf3.Bg4	Scandinavian Anderssen, Collijn	review	review
B.Sca.Mod.Mie.e5.dxe5	Scandinavian Anderssen, dxe5	review	review
B.Sca.Mod.Mie.e5.dxe5.Nc6	Scandinavian Anderssen Orthodox, Nc6	review	review
B.Sca.Mod.Mie.Nf6	Scandinavian Mieses-Kotrc, Nf6	review	review
B.CaK.Pmv.Nc6.Bg5	Caro-Kann Panov Normal, Bg5	review	review
B.CaK.Pmv.Nc6.Bg5.e6	Caro-Kann Panov Bg5, Carlsbad	review	review
B.CaK.Pmv.Nc6.Bg5.Qa5	Caro-Kann Panov Bg5, Czerniak	review	review
B.CaK.Pmv.Nc6.Bg5.Qb6	Caro-Kann Panov Bg5, Reifir-Spielmann	review	review
B.CaK.Pmv.Nc6.Bg5.dxc4	Caro-Kann Panov Bg5, Herzog	review	review
B.CaK.Pmv.Nc6.Bg5.dxc4.d5	Caro-Kann Panov Herzog, d5	review	review
B.Sic.Acc.Mar.Bg7	Accelerated Dragon Maróczy, Bg7	review	review
B.Sic.Acc.Mar.Bg7.Be3	Accelerated Dragon Maróczy, Be3	review	review
B.Sic.Acc.Mar.Bg7.Be3.Nf6	Accelerated Dragon Maróczy Be3, Nf6	review	review
B.Sic.Acc.Mar.Bg7.Nc2	Accelerated Dragon Maróczy, Nc2	review	review
B.Sic.Acc.Mar.Bg7.Nc2.d6	Accelerated Dragon Maróczy Nc2, d6	review	review
B.Sic.Naj.Eng.e6	Sicilian Najdorf English, e6	review	review
B.Sic.Naj.Eng.e6.Qd2	Sicilian Najdorf English e6, Qd2	review	review
B.Sic.Naj.Eng.e6.g4	Sicilian Najdorf English, Delayed Keres	review	review
B.Sic.Naj.Eng.e6.g4.e5	Sicilian Najdorf Delayed Keres, e5	review	review
B.Sic.Naj.Eng.Ng4	Sicilian Najdorf English, Anti-English	review	review
B.Fre.Tar.Cls.MLn.Bd3	French Tarrasch Closed, Bd3	review	review
B.Fre.Tar.Cls.MLn.Bd3.c5	French Tarrasch Closed Bd3, c5	review	review
B.Fre.Tar.Cls.MLn.f4	French Tarrasch Closed, Pawn Center	review	review
C.Vie.Fal.MLn.Qh5	Vienna Falkbeer, Qh5	review	review
C.Vie.Fal.MLn.Qh5.Nd6	Vienna Falkbeer Qh5, Nd6	review	review
C.Vie.Fal.MLn.Qh5.Nd6.Bb3	Vienna Falkbeer Nd6, Bb3	review	review
C.Sco.Cls.Sch.Qd2	Scotch Classical Schmidt, Qd2	review	review
C.Sco.Cls.Sch.Qd2.d5	Scotch Classical Schmidt Qd2, d5	review	review
