ocn1	relation	subject_type	subject_id	date	games	source_ref	evidence_grade	note
A.Lar.b5	renamed	name	Nimzowitsch-Larsen Attack: Polish Variation	2022-03-14		lichess-org/chess-openings, pull request #33 'Change some commas to colons / make Nimzo-Larsen naming consistent' by dtpc: https://github.com/lichess-org/chess-openings/pull/33	attested	renamed to 'Nimzo-Larsen Attack: Polish Variation' on 2022-03-14
B.Nim.Col	renamed	name	Nimzowitsch Defense: Lean Variation	2022-05-28		lichess-org/chess-openings, pull request #41 'Some Nimzowitsch Defense fixes' by fynsta: https://github.com/lichess-org/chess-openings/pull/41	attested	renamed to 'Nimzowitsch Defense: Colorado Countergambit' on 2022-05-28
B.Nim.Col.Acc	renamed	name	Nimzowitsch Defense: Lean Variation, Colorado Counter Accepted	2022-05-28		lichess-org/chess-openings, pull request #41 'Some Nimzowitsch Defense fixes' by fynsta: https://github.com/lichess-org/chess-openings/pull/41	attested	renamed to 'Nimzowitsch Defense: Colorado Countergambit' on 2022-05-28
B.Nim.Dpn	renamed	name	King's Pawn Game: Nimzowitsch Defense	2022-05-28		lichess-org/chess-openings, pull request #41 'Some Nimzowitsch Defense fixes' by fynsta: https://github.com/lichess-org/chess-openings/pull/41	attested	renamed to 'Nimzowitsch Defense' on 2022-05-28
C.KPO.Kgt.MLn.Be2.Nf6.d4	renamed	name	Tayler Opening	2022-05-28		lichess-org/chess-openings, pull request #40 'remove independent C44: tayler opening' by cmgchess: https://github.com/lichess-org/chess-openings/pull/40	attested	renamed to 'King's Pawn Game: Tayler Opening' on 2022-05-28
C.KGm.g5	renamed	name	King's Gambit: Zilbermints Double Countergambit	2022-06-26		lichess-org/chess-openings, pull request #48 'Fixes #46' by fynsta: https://github.com/lichess-org/chess-openings/pull/48	attested	renamed to 'King's Gambit Declined: Zilbermints Double Countergambit' on 2022-06-26
D.Bgm	renamed	name	Blackmar Gambit	2022-06-26		lichess-org/chess-openings, pull request #48 'Fixes #46' by fynsta: https://github.com/lichess-org/chess-openings/pull/48	attested	renamed to 'Blackmar-Diemer Gambit' on 2022-06-26
D.QGD.Exc.Bg5.Be7.e3.O-O	renamed	name	Queen's Gambit Declined: Exchange, Chameleon Variation	2022-06-26		lichess-org/chess-openings, pull request #48 'Fixes #46' by fynsta: https://github.com/lichess-org/chess-openings/pull/48	attested	renamed to 'Queen's Gambit Declined: Exchange Variation, Chameleon Variation' on 2022-06-26
C.KGm.Acc.MKe	renamed	name	Van Geet Opening: Nowokunski Gambit	2022-07-14		lichess-org/chess-openings, pull request #53 'Van Geet: Nowokunski confusion' by cmgchess: https://github.com/lichess-org/chess-openings/pull/53	attested	renamed to 'King's Gambit Accepted: Mason-Keres Gambit' on 2022-07-14
D.QPG.Lon	renamed	name	Queen's Pawn Game: Mason Variation	2022-07-17		lichess-org/chess-openings, commit e676c7f8f by Niklas Fiekas: https://github.com/lichess-org/chess-openings/commit/e676c7f8f	attested	renamed to 'Queen's Pawn Game: Accelerated London System' on 2022-07-17
C.Ita.Nd4	renamed	name	Italian Game: Schilling-Kostic Gambit	2022-08-26		lichess-org/chess-openings, commit 6d17b857f by Niklas Fiekas: https://github.com/lichess-org/chess-openings/commit/6d17b857f	attested	renamed to 'Italian Game: Blackburne-Kostić Gambit' on 2022-08-26
A.EID.Bg5	renamed	name	Torre Attack	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'Torre Attack: Fianchetto Defense' on 2022-08-27
A.Eng.Mye.d4	renamed	name	English Opening: Myers Variation	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'English Opening: Myers Gambit' on 2022-08-27
A.Eng.Sym.Nc3.Nc6.g3	renamed	name	English Opening: Symmetrical Variation, Fianchetto Variation	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'English Opening: Symmetrical Variation, Two Knights, Fianchetto Variation' on 2022-08-27
A.Eng.Sym.Nc3.Nc6.g3.Nf3	renamed	name	English Opening: Symmetrical Variation, Two Knights Line	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'English Opening: Symmetrical Variation, Three Knights, Fianchetto Variation' on 2022-08-27
A.Tor	renamed	name	Torre Attack	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'Torre Attack: Classical Defense' on 2022-08-27
B.Mod.Std.Nc3.Mon	renamed	name	Modern Defense: Mongredien Defense	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'Modern Defense: Mongredien Defense, Nc3 Line' on 2022-08-27
B.Mod.Std.Nf3.b6	renamed	name	Modern Defense: Mongredien Defense	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'Modern Defense: Mongredien Defense, Nf3 Line' on 2022-08-27
B.Sic.Clo.Fch.Bot.e5	renamed	name	Sicilian Defense: Closed, Botvinnik Defense	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'Sicilian Defense: Closed, Botvinnik Defense with f4' on 2022-08-27
B.Sic.Clo.Fch.MLn.Nge2.e5	renamed	name	Sicilian Defense: Closed, Botvinnik Defense	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'Sicilian Defense: Closed, Botvinnik Defense with Nge2' on 2022-08-27
B.Sic.Mya	renamed	name	Sicilian Defense: Myers Attack	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'Sicilian Defense: Myers Attack, a4 Variation' on 2022-08-27
B.Sic.Myh	renamed	name	Sicilian Defense: Myers Attack	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'Sicilian Defense: Myers Attack, h4 Variation' on 2022-08-27
B.Sic.OKn.g6	renamed	name	Sicilian Defense: Accelerated Dragon	2022-08-27		lichess-org/chess-openings, pull request #60 'Fix lint for the A and B lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/60	attested	renamed to 'Sicilian Defense: Dragon Variation, Accelerated Dragon' on 2022-08-27
C.Ita.Giu	renamed	name	Giuoco Piano	2022-08-28		lichess-org/chess-openings, pull request #61 'Completed changes in accordance with #56 regarding the Giuco Piano.' by hitansh1299: https://github.com/lichess-org/chess-openings/pull/61	attested	renamed to 'Italian Game: Giuoco Piano' on 2022-08-28
B.Sic.Tay.Nc3.Qc7.Be3	renamed	name	Sicilian Defense: Taimanov Variation, Bastrikov Variation	2022-09-02		lichess-org/chess-openings, pull request #64 'Bastrikov quickfix' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/64	attested	renamed to 'Sicilian Defense: Taimanov Variation, Bastrikov Variation, English Attack' on 2022-09-02
A.Eng.Sym.Nc3.Nc6.g3.e3	renamed	name	English Opening: Symmetrical Variation, Botvinnik System Reversed, e3 Variation	2022-09-06		lichess-org/chess-openings, commit 3ee283fe6 by Niklas Fiekas: https://github.com/lichess-org/chess-openings/commit/3ee283fe6	attested	renamed to 'English Opening: Symmetrical Variation, Botvinnik System Reversed, with e3' on 2022-09-06
A.Eng.Sym.Nc3.Nc6.g3.e5	renamed	name	English Opening: Symmetrical Variation, Botvinnik System Reversed, Nf3 Variation	2022-09-06		lichess-org/chess-openings, commit 3ee283fe6 by Niklas Fiekas: https://github.com/lichess-org/chess-openings/commit/3ee283fe6	attested	renamed to 'English Opening: Symmetrical Variation, Botvinnik System Reversed, with Nf3' on 2022-09-06
B.Mod.Std.Nc3.Mon	renamed	name	Modern Defense: Mongredien Defense, Nc3 Line	2022-09-06		lichess-org/chess-openings, commit 3ee283fe6 by Niklas Fiekas: https://github.com/lichess-org/chess-openings/commit/3ee283fe6	attested	renamed to 'Modern Defense: Mongredien Defense, with Nc3' on 2022-09-06
B.Mod.Std.Nf3.b6	renamed	name	Modern Defense: Mongredien Defense, Nf3 Line	2022-09-06		lichess-org/chess-openings, commit 3ee283fe6 by Niklas Fiekas: https://github.com/lichess-org/chess-openings/commit/3ee283fe6	attested	renamed to 'Modern Defense: Mongredien Defense, with Nf3' on 2022-09-06
B.Sic.Mya	renamed	name	Sicilian Defense: Myers Attack, a4 Variation	2022-09-06		lichess-org/chess-openings, commit 3ee283fe6 by Niklas Fiekas: https://github.com/lichess-org/chess-openings/commit/3ee283fe6	attested	renamed to 'Sicilian Defense: Myers Attack, with a4' on 2022-09-06
B.Sic.Myh	renamed	name	Sicilian Defense: Myers Attack, h4 Variation	2022-09-06		lichess-org/chess-openings, commit 3ee283fe6 by Niklas Fiekas: https://github.com/lichess-org/chess-openings/commit/3ee283fe6	attested	renamed to 'Sicilian Defense: Myers Attack, with h4' on 2022-09-06
B.Sic.Naj.Eng.e6.Qd2	renamed	name	Sicilian Defense: Scheveningen Variation, English Attack, Qd2 Line	2022-09-06		lichess-org/chess-openings, commit 3ee283fe6 by Niklas Fiekas: https://github.com/lichess-org/chess-openings/commit/3ee283fe6	attested	renamed to 'Sicilian Defense: Scheveningen Variation, English Attack, with Qd2' on 2022-09-06
A.PQI	renamed	name	Queen's Indian Defense	2022-09-08		lichess-org/chess-openings, pull request #65 'Misc move order fixes' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/65	attested	renamed to 'Pseudo Queen's Indian Defense' on 2022-09-08
A.PQI.Fch.Ber	renamed	name	Queen's Indian Defense: Marienbad System, Berg Variation	2022-09-08		lichess-org/chess-openings, pull request #65 'Misc move order fixes' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/65	attested	renamed to 'Marienbad System: Berg Variation' on 2022-09-08
B.Fre.Nrm.a6	renamed	name	St. George Defense	2022-09-08		lichess-org/chess-openings, commit f3e14a312 by allanjoseph98: https://github.com/lichess-org/chess-openings/commit/f3e14a312	attested	renamed to 'French Defense: St. George Defense' on 2022-09-08
B.Fre.Nrm.a6.Nf3	renamed	name	St. George Defense: New St. George, Traditional Line	2022-09-08		lichess-org/chess-openings, commit f3e14a312 by allanjoseph98: https://github.com/lichess-org/chess-openings/commit/f3e14a312	attested	renamed to 'French Defense: St. George Defense,  Traditional Line' on 2022-09-08
B.Fre.Nrm.a6.c4	renamed	name	St. George Defense: New St. George, Three Pawn Attack	2022-09-08		lichess-org/chess-openings, commit f3e14a312 by allanjoseph98: https://github.com/lichess-org/chess-openings/commit/f3e14a312	attested	renamed to 'French Defense: St. George Defense,  Three Pawn Attack' on 2022-09-08
B.Fre.Nrm.a6.c4.b5	renamed	name	St. George Defense: New St. George, Sanky-George Gambit	2022-09-08		lichess-org/chess-openings, commit f3e14a312 by allanjoseph98: https://github.com/lichess-org/chess-openings/commit/f3e14a312	attested	renamed to 'French Defense: St. George Defense,  Sanky-George Gambit' on 2022-09-08
B.Fre.Nrm.c5	renamed	name	Queen's Pawn Game: Franco-Sicilian Defense	2022-09-08		lichess-org/chess-openings, pull request #65 'Misc move order fixes' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/65	attested	renamed to 'French Defense: Franco-Sicilian Defense' on 2022-09-08
B.Fre.Nf3.f5	renamed	name	French Defense: Franco-Hiva Gambit	2022-09-27		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'French Defense: Knight Variation, Franco-Hiva Gambit' on 2022-09-27
B.Fre.d3.f5	renamed	name	French Defense: Franco-Hiva Gambit	2022-09-27		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'French Defense: King's Indian Attack, Franco-Hiva Gambit' on 2022-09-27
C.KGm.Acc.SBb	renamed	name	King's Gambit Accepted: Schurig Gambit	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'King's Gambit Accepted: Schurig Gambit with Bb5' on 2022-10-03
C.KGm.Acc.SBd	renamed	name	King's Gambit Accepted: Schurig Gambit	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'King's Gambit Accepted: Schurig Gambit with Bd3' on 2022-10-03
C.RyL.Brk	renamed	name	Ruy Lopez: Morphy Defense, Breyer Defense	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Ruy Lopez: Closed, Breyer Defense' on 2022-10-03
C.RyL.Brk.Qui	renamed	name	Ruy Lopez: Morphy Defense, Breyer Defense, Quiet Variation	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Ruy Lopez: Closed, Breyer Defense, Quiet Variation' on 2022-10-03
C.RyL.Brk.d4.Nbd7	renamed	name	Ruy Lopez: Morphy Defense, Breyer Defense, Zaitsev Hybrid	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Ruy Lopez: Closed, Breyer Defense, Zaitsev Hybrid' on 2022-10-03
C.RyL.Cha.Bc2	renamed	name	Ruy Lopez: Closed, Closed Defense	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Ruy Lopez: Closed, Chigorin Defense' on 2022-10-03
C.RyL.Cha.MLn	renamed	name	Ruy Lopez: Closed, Closed Defense	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Ruy Lopez: Closed, Chigorin Defense' on 2022-10-03
C.RyL.Cha.Pan	renamed	name	Ruy Lopez: Morphy Defense, Chigorin Defense, Panov System	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Ruy Lopez: Closed, Chigorin Defense, Panov System' on 2022-10-03
C.RyL.Cls.Kho	renamed	name	Ruy Lopez: Closed, Keres Defense	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Ruy Lopez: Closed, Karpov Variation' on 2022-10-03
C.RyL.Cls.c3.O-O	renamed	name	Ruy Lopez: Closed, Closed Defense	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Ruy Lopez: Closed' on 2022-10-03
C.Vie.Nc6.Alp	renamed	name	Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit, Alapin Variation	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Hamppe-Allgaier Gambit, Alapin Variation' on 2022-10-03
C.Vie.Nc6.Frs	renamed	name	Vienna Game: Vienna Gambit, Steinitz Gambit, Fraser-Minckwitz Defense	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Steinitz Gambit, Fraser-Minckwitz Defense' on 2022-10-03
C.Vie.Nc6.HAg	renamed	name	Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Hamppe-Allgaier Gambit' on 2022-10-03
C.Vie.Nc6.HMz	renamed	name	Vienna Game: Vienna Gambit, Hamppe-Muzio Gambit	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Hamppe-Muzio Gambit' on 2022-10-03
C.Vie.Nc6.Pls	renamed	name	Vienna Game: Vienna Gambit, Steinitz Gambit, Paulsen Defense	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Steinitz Gambit, Paulsen Defense' on 2022-10-03
C.Vie.Nc6.Prc	renamed	name	Vienna Game: Vienna Gambit, Pierce Gambit	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Pierce Gambit' on 2022-10-03
C.Vie.Nc6.Srn	renamed	name	Vienna Game: Vienna Gambit, Steinitz Gambit, Sörensen Defense	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Steinitz Gambit, Sörensen Defense' on 2022-10-03
C.Vie.Nc6.Thr	renamed	name	Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit, Thorold Variation	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Hamppe-Allgaier Gambit, Thorold Variation' on 2022-10-03
C.Vie.Nc6.Zkr	renamed	name	Vienna Game: Vienna Gambit, Steinitz Gambit, Zukertort Defense	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Steinitz Gambit, Zukertort Defense' on 2022-10-03
C.Vie.Nc6.f4	renamed	name	Vienna Game: Vienna Gambit	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense' on 2022-10-03
C.Vie.Nc6.f4.Bc5	renamed	name	Vienna Game: Vienna Gambit, Quelle Gambit	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Quelle Gambit' on 2022-10-03
C.Vie.Nc6.f4.exf4.Nf3	renamed	name	Vienna Game: Vienna Gambit, Steinitz Gambit, Knight Variation	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Knight Variation' on 2022-10-03
C.Vie.Nc6.f4.exf4.Nf3.Be7	renamed	name	Vienna Game: Vienna Gambit, Cunningham Defense	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Cunningham Defense' on 2022-10-03
C.Vie.Nc6.f4.exf4.d4	renamed	name	Vienna Game: Vienna Gambit, Steinitz Gambit	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Steinitz Gambit' on 2022-10-03
C.Vie.Nc6.f4.exf4.d4.Qh4	renamed	name	Vienna Game: Vienna Gambit, Steinitz Gambit, Main Line	2022-10-03		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Vienna Gambit with Max Lange Defense: Steinitz Gambit, Main Line' on 2022-10-03
C.Ita.Two.Opn.d6	renamed	name	Italian Game: Scotch Gambit Declined	2022-10-04		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Italian Game: Scotch Invitation Declined' on 2022-10-04
E.Gru.Neo	renamed	name	Neo-Grünfeld Defense	2022-10-06		lichess-org/chess-openings, pull request #67 'De-dup the C,D and E lists.' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/67	attested	renamed to 'Neo-Grünfeld Defense with g3' on 2022-10-06
A.Bar	renamed	name	Gedult's Opening	2022-10-12		lichess-org/chess-openings, pull request #68 'Misc corrections' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/68	attested	renamed to 'Barnes Opening' on 2022-10-12
A.Bir.f5.d4.d5	renamed	name	System: Double Duck Formation	2022-10-12		lichess-org/chess-openings, pull request #68 'Misc corrections' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/68	attested	renamed to 'Bird Opening: Double Duck Formation' on 2022-10-12
A.OID.e5.dxe5.Be6	renamed	name	English Rat: Pounds Gambit	2022-10-12		lichess-org/chess-openings, pull request #68 'Misc corrections' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/68	attested	renamed to 'Rat Defense: English Rat, Pounds Gambit' on 2022-10-12
A.QPO.Nf6.g4	renamed	name	Bronstein Gambit	2022-10-12		lichess-org/chess-openings, pull request #68 'Misc corrections' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/68	attested	renamed to 'Indian Defense: Gibbins-Weidenhagen Gambit' on 2022-10-12
A.QPO.g6	renamed	name	Modern Defense	2022-10-12		lichess-org/chess-openings, pull request #68 'Misc corrections' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/68	attested	renamed to 'Queen's Pawn Game: Modern Defense' on 2022-10-12
B.Brg.Zil	renamed	name	Borg Opening: Zilbermints Gambit	2022-10-12		lichess-org/chess-openings, pull request #68 'Misc corrections' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/68	attested	renamed to 'Borg Defense: Zilbermints Gambit' on 2022-10-12
D.QGA.Cls.Ale.MLn	renamed	name	Queen's Gambit Accepted: Classical Defense, Alekhine System, No Main Line	2022-10-12		lichess-org/chess-openings, pull request #68 'Misc corrections' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/68	attested	renamed to 'Queen's Gambit Accepted: Classical Defense, Alekhine System' on 2022-10-12
D.QPG.Ver.c5.Bxf6.gxf6.e4	renamed	name	Veresov Opening: Malich Gambit	2022-10-12		lichess-org/chess-openings, pull request #68 'Misc corrections' by allanjoseph98: https://github.com/lichess-org/chess-openings/pull/68	attested	renamed to 'Richter-Veresov Attack: Malich Gambit' on 2022-10-12
D.QPG.Ver.Ric.Bf5.Bxf6	renamed	name	Queen's Pawn Game: Veresov Attack, Veresov Variation	2022-11-30		lichess-org/chess-openings, pull request #74 'qpg: Veresov Attack -> Richter-Veresov Attack' by SandroMartens: https://github.com/lichess-org/chess-openings/pull/74	attested	renamed to 'Richter-Veresov Attack: Veresov Variation' on 2022-11-30
D.Bgm.Acc.Bog.MLn.Klo	renamed	name	Blackmar-Diemer Gambit: Bogoljubov Variation, Kloss Attack	2022-12-05		lichess-org/chess-openings, pull request #75 'Update d.tsv' by alexandru-duca: https://github.com/lichess-org/chess-openings/pull/75	attested	renamed to 'Blackmar-Diemer Gambit: Bogoljubow Defense, Kloss Attack' on 2022-12-05
D.Bgm.Acc.Bog.MLn.Ne5	renamed	name	Blackmar-Diemer Gambit: Bogoljubov Variation, Nimzowitsch Attack	2022-12-05		lichess-org/chess-openings, pull request #75 'Update d.tsv' by alexandru-duca: https://github.com/lichess-org/chess-openings/pull/75	attested	renamed to 'Blackmar-Diemer Gambit: Bogoljubow Defense, Nimzowitsch Attack' on 2022-12-05
D.Bgm.Acc.Bog	renamed	name	Blackmar-Diemer Gambit: Bogoljubow Defense	2022-12-07		lichess-org/chess-openings, commit 8cacba37f by Alexandru Duca: https://github.com/lichess-org/chess-openings/commit/8cacba37f	attested	renamed to 'Blackmar-Diemer Gambit Accepted: Bogoljubow Defense' on 2022-12-07
D.Bgm.Acc.Bog.MLn.Klo	renamed	name	Blackmar-Diemer Gambit: Bogoljubow Defense, Kloss Attack	2022-12-07		lichess-org/chess-openings, commit 8cacba37f by Alexandru Duca: https://github.com/lichess-org/chess-openings/commit/8cacba37f	attested	renamed to 'Blackmar-Diemer Gambit Accepted: Bogoljubow Defense, Kloss Attack' on 2022-12-07
D.Bgm.Acc.Bog.MLn.Stu	renamed	name	Blackmar-Diemer Gambit: Bogoljubow Defense, Studier Attack	2022-12-07		lichess-org/chess-openings, commit 8cacba37f by Alexandru Duca: https://github.com/lichess-org/chess-openings/commit/8cacba37f	attested	renamed to 'Blackmar-Diemer Gambit Accepted: Bogoljubow Defense, Studier Attack' on 2022-12-07
D.Bgm.Acc.Bog.MLn.h4	renamed	name	Blackmar-Diemer Gambit: Bogoljubow Defense, Mad Dog Attack	2022-12-07		lichess-org/chess-openings, commit 8cacba37f by Alexandru Duca: https://github.com/lichess-org/chess-openings/commit/8cacba37f	attested	renamed to 'Blackmar-Diemer Gambit Accepted: Bogoljubow Defense, Mad Dog Attack' on 2022-12-07
D.Bgm.Acc.Euw	renamed	name	Blackmar-Diemer Gambit: Euwe Defense	2022-12-07		lichess-org/chess-openings, commit 8cacba37f by Alexandru Duca: https://github.com/lichess-org/chess-openings/commit/8cacba37f	attested	renamed to 'Blackmar-Diemer Gambit Accepted: Euwe Defense' on 2022-12-07
D.Bgm.Acc.Euw.Zil	renamed	name	Blackmar-Diemer Gambit: Euwe Defense, Zilbermints Gambit	2022-12-07		lichess-org/chess-openings, commit 8cacba37f by Alexandru Duca: https://github.com/lichess-org/chess-openings/commit/8cacba37f	attested	renamed to 'Blackmar-Diemer Gambit Accepted: Euwe Defense, Zilbermints Gambit' on 2022-12-07
D.Bgm.Acc.Gun	renamed	name	Blackmar-Diemer Gambit: Tartakower Variation	2022-12-07		lichess-org/chess-openings, commit 8cacba37f by Alexandru Duca: https://github.com/lichess-org/chess-openings/commit/8cacba37f	attested	renamed to 'Blackmar-Diemer Gambit Accepted: Tartakower Variation' on 2022-12-07
