ocn1	white	white_elo	black	black_elo	year	result	lichess_id	url
D.Sem.e3.Nbd7.Bd3.Be7	Polugaevsky, Lev	2635	Ljubojevic, Ljubomir	2605	1993	0-1	q8zJ6BP4	https://lichess.org/q8zJ6BP4
D.Sem.e3.Nbd7.Bd3.Be7	Bareev, Evgeny	2734	Dizdarevic, Emir	2491	2003	1-0	K8mnyH1T	https://lichess.org/K8mnyH1T
D.Sem.e3.Nbd7.Bd3.Bd6	Gelfand, Boris	2737	Ivanchuk, Vassily	2751	2008	0-1	mox2ovlb	https://lichess.org/mox2ovlb
D.Sem.e3.Nbd7.Bd3.Bd6	Karpov, Anatoly	2760	Topalov, Veselin	2725	1997	1/2-1/2	3LKD0tBn	https://lichess.org/3LKD0tBn
D.Sem.e3.Nbd7.Bd3.Bd6	Bareev, Evgeny	2702	Anand, Viswanathan	2762	2000	1/2-1/2	Bb7sAcgE	https://lichess.org/Bb7sAcgE
D.Sem.e3.Nbd7.Bd3.Bd6	Akopian, Vladimir	2660	Anand, Viswanathan	2762	2000	1/2-1/2	0rTK7oFA	https://lichess.org/0rTK7oFA
D.Sem.e3.Nbd7.Bd3.Bd6.Qc2	Giri, A.	2776	Carlsen, M.	2870	2019	1/2-1/2	g2uxHCXw	https://lichess.org/g2uxHCXw
D.Sem.e3.Nbd7.Bd3.Bd6.Qc2	Mamedyarov, S.	2764	Carlsen, M.	2882	2019	1/2-1/2	Z0JmS6XC	https://lichess.org/Z0JmS6XC
D.Sem.e3.Nbd7.Bd3.Bd6.Qc2	So, W.	2776	Carlsen, M.	2864	2022	1/2-1/2	PsEzO94G	https://lichess.org/PsEzO94G
D.Sem.e3.Nbd7.Bd3.Bd6.Qc2	Kasparov, Garry	2815	Kramnik, Vladimir	2780	1998	1-0	26NuHsiX	https://lichess.org/26NuHsiX
D.Sem.e3.Nbd7.Bd3.Bb4	Kasparov, Garry	2740	Huebner, Robert	2620	1986	1-0	bqFZYW9Z	https://lichess.org/bqFZYW9Z
D.Sem.e3.Nbd7.Bd3.Bb4	Kasparov, Garry	2735	Van der Wiel, John	2590	1987	1-0	1cQfQuAx	https://lichess.org/1cQfQuAx
D.Sem.e3.Nbd7.Bd3.Bb4	Karpov, Anatoly	2660	Tal, Mihail	2660	1973	1/2-1/2	J7FwW4d7	https://lichess.org/J7FwW4d7
D.Sem.e3.Nbd7.Bd3.Bb4	Kortschnoj, Viktor	2650	Huebner, Robert	2620	1986	1-0	5wdTmBnh	https://lichess.org/5wdTmBnh
D.Sem.e3.Nbd7.Bd3.dxc4	Kramnik, Vladimir	2780	Kasparov, Garry	2815	1998	1/2-1/2	va9vwOQB	https://lichess.org/va9vwOQB
D.Sem.e3.Nbd7.Bd3.dxc4	Carlsen, Magnus	2801	Aronian, Levon	2786	2009	1/2-1/2	72Yr5Ggz	https://lichess.org/72Yr5Ggz
D.Sem.e3.Nbd7.Bd3.dxc4	Kramnik, Vladimir	2785	Anand, Viswanathan	2801	2007	1/2-1/2	XNtK2YoR	https://lichess.org/XNtK2YoR
D.Sem.e3.Nbd7.Bd3.dxc4	Aronian, Levon	2802	Anand, Viswanathan	2772	2013	0-1	IHRez3l8	https://lichess.org/IHRez3l8
D.Sem.e3.Nbd7.Bd3.dxc4.Bxc4	Kramnik, Vladimir	2780	Kasparov, Garry	2815	1998	1/2-1/2	va9vwOQB	https://lichess.org/va9vwOQB
D.Sem.e3.Nbd7.Bd3.dxc4.Bxc4	Carlsen, Magnus	2801	Aronian, Levon	2786	2009	1/2-1/2	72Yr5Ggz	https://lichess.org/72Yr5Ggz
D.Sem.e3.Nbd7.Bd3.dxc4.Bxc4	Kramnik, Vladimir	2785	Anand, Viswanathan	2801	2007	1/2-1/2	XNtK2YoR	https://lichess.org/XNtK2YoR
D.Sem.e3.Nbd7.Bd3.dxc4.Bxc4	Aronian, Levon	2802	Anand, Viswanathan	2772	2013	0-1	IHRez3l8	https://lichess.org/IHRez3l8
D.Sem.e3.Nbd7.b3	Radjabov, Teimour	2751	Cheparinov, Ivan	2696	2008	1/2-1/2	vmn2vQeh	https://lichess.org/vmn2vQeh
D.Sem.e3.Nbd7.b3	Maghsoodloo, Parham	2701	Dubov, Daniil	2702	2022	1/2-1/2	5lDDlqEl	https://lichess.org/5lDDlqEl
D.Sem.e3.Nbd7.b3	Malakhov, V.	2712	Shirov, A.	2664	2017	1/2-1/2	Yh2GlNn8	https://lichess.org/Yh2GlNn8
D.Sem.e3.Nbd7.b3	Agdestein, S.	2606	Karjakin, Sergey	2762	2015	1-0	Bv0g6xat	https://lichess.org/Bv0g6xat
D.Sem.e3.Nbd7.b3.Bd6	Radjabov, Teimour	2751	Cheparinov, Ivan	2696	2008	1/2-1/2	vmn2vQeh	https://lichess.org/vmn2vQeh
D.Sem.e3.Nbd7.b3.Bd6	Vidit, S.	2712	Van Foreest, Jorden	2695	2023	1-0	ma3LcMWx	https://lichess.org/ma3LcMWx
D.Sem.e3.Nbd7.b3.Bd6	Malakhov, V.	2712	Shirov, A.	2664	2017	1/2-1/2	Yh2GlNn8	https://lichess.org/Yh2GlNn8
D.Sem.e3.Nbd7.b3.Bd6	Drozdovskij, Yuri	2625	Karjakin, Sergey	2739	2010	1-0	LFgCoBMN	https://lichess.org/LFgCoBMN
D.Sem.e3.Nbd7.b3.Bd6.Bb2	Gelfand, Boris	2741	Caruana, Fabiano	2709	2010	1/2-1/2	TNgUoQuS	https://lichess.org/TNgUoQuS
D.Sem.e3.Nbd7.b3.Bd6.Bb2	Radjabov, Teimour	2751	Cheparinov, Ivan	2696	2008	1/2-1/2	vmn2vQeh	https://lichess.org/vmn2vQeh
D.Sem.e3.Nbd7.b3.Bd6.Bb2	Karjakin, Sergey	2785	Lu Shanglei	2627	2016	1-0	2UtdIcWm	https://lichess.org/2UtdIcWm
D.Sem.e3.Nbd7.b3.Bd6.Bb2	Vidit, S.	2712	Van Foreest, Jorden	2695	2023	1-0	ma3LcMWx	https://lichess.org/ma3LcMWx
D.Sem.e3.Nbd7.Ne5	Carlsen, Magnus	2714	Anand, Viswanathan	2801	2007	0-1	NKsdfOQz	https://lichess.org/NKsdfOQz
D.Sem.e3.Nbd7.Ne5	Rapport, R.	2715	Nihal, Sarin	2534	2018	1/2-1/2	z2vJh7Xr	https://lichess.org/z2vJh7Xr
D.Sem.e3.Nbd7.Ne5	Reinderman, Dimitri	2573	Nyback, Tomi	2643	2010	0-1	Gb3FRjCe	https://lichess.org/Gb3FRjCe
D.Sem.e3.Nbd7.Ne5	Nogueiras Santiago, Jesus	2570	Potkin, Vladimir	2634	2010	1-0	y112lvKA	https://lichess.org/y112lvKA
D.Sem.e3.Ne4	Bluebaum, Matthias	2647	Nisipeanu, Liviu Dieter	2655	2020	1-0	29zp6ggc	https://lichess.org/29zp6ggc
D.Sem.e3.Ne4	Ruck, Robert	2526	Morozevich, Alexander	2747	2006	0-1	C9bryyJi	https://lichess.org/C9bryyJi
D.Sem.e3.Ne4	Velten, P.	2502	Karthikeyan, M2.	2627	2024	0-1	lTvVcozO	https://lichess.org/lTvVcozO
D.Sem.e3.Ne4	Puranik, A.	2618	Sokolovsky, Yahli	2475	2024	1/2-1/2	s9NbEyoz	https://lichess.org/s9NbEyoz
D.Sem.e3.Ne4.Bd3	Bluebaum, Matthias	2647	Nisipeanu, Liviu Dieter	2655	2020	1-0	29zp6ggc	https://lichess.org/29zp6ggc
D.Sem.e3.Ne4.Bd3	Ruck, Robert	2526	Morozevich, Alexander	2747	2006	0-1	C9bryyJi	https://lichess.org/C9bryyJi
D.Sem.e3.Ne4.Bd3	Hakobyan, Aram	2616	Posthuma, Joshua	2449	2023	1-0	UOaJqaXv	https://lichess.org/UOaJqaXv
D.Sem.e3.Ne4.Bd3	Mekhitarian, K.	2543	Santiago, Y.	2472	2023	1/2-1/2	8JznWp7U	https://lichess.org/8JznWp7U
D.Sem.e3.Ne4.Bd3.f5	Bluebaum, Matthias	2647	Nisipeanu, Liviu Dieter	2655	2020	1-0	29zp6ggc	https://lichess.org/29zp6ggc
D.Sem.e3.Ne4.Bd3.f5	Ruck, Robert	2526	Morozevich, Alexander	2747	2006	0-1	C9bryyJi	https://lichess.org/C9bryyJi
D.Sem.e3.Ne4.Bd3.f5	Hakobyan, Aram	2616	Posthuma, Joshua	2449	2023	1-0	UOaJqaXv	https://lichess.org/UOaJqaXv
D.Sem.e3.Ne4.Bd3.f5	Mekhitarian, K.	2543	Santiago, Y.	2472	2023	1/2-1/2	8JznWp7U	https://lichess.org/8JznWp7U
D.Sem.e3.Bd6	Ibragimov, Ildar	2637	Vescovi, Giovanni P	2622	2006	1-0	ttXhKfSC	https://lichess.org/ttXhKfSC
D.Sem.e3.Bd6	Epishin, Vladimir	2620	Khalifman, Alexander	2630	1993	1/2-1/2	BT2c4Nib	https://lichess.org/BT2c4Nib
D.Sem.e3.Bd6	Acs, Peter	2518	Areshchenko, Alexander	2670	2006	0-1	2KFBsFFD	https://lichess.org/2KFBsFFD
D.Sem.e3.Bd6	Kovalyov, A.	2631	Preotu, Razvan	2524	2018	1-0	BAgwYmaY	https://lichess.org/BAgwYmaY
D.Sem.e3.Bd6.Bd3	Ibragimov, Ildar	2637	Vescovi, Giovanni P	2622	2006	1-0	ttXhKfSC	https://lichess.org/ttXhKfSC
D.Sem.e3.Bd6.Bd3	Acs, Peter	2518	Areshchenko, Alexander	2670	2006	0-1	2KFBsFFD	https://lichess.org/2KFBsFFD
D.Sem.e3.Bd6.Bd3	Epishin, Vladimir	2600	Kuzubov, Yuriy	2535	2005	1/2-1/2	SbxiOeYt	https://lichess.org/SbxiOeYt
D.Sem.e3.Bd6.Bd3	Georgiev, Kiril	2610	Skembris, Spyridon	2520	1992	1/2-1/2	pClPvfCN	https://lichess.org/pClPvfCN
D.Sem.e3.Bd6.Bd3.dxc4	Acs, Peter	2518	Areshchenko, Alexander	2670	2006	0-1	2KFBsFFD	https://lichess.org/2KFBsFFD
D.Sem.e3.Bd6.Bd3.dxc4	Jovanic, Ognjen	2473	Kuzubov, Yuriy	2554	2006	0-1	KE3n9gea	https://lichess.org/KE3n9gea
D.Sem.e3.Bd6.Bd3.dxc4	Zeng, C.	2590	Kong, Xiangrui	2415	2024	1-0	DA63OqSY	https://lichess.org/DA63OqSY
D.Sem.e3.Bd6.Bd3.dxc4	Ezat, Mohamed Mahmoud	2430	Hovhannisyan, Robert	2556	2011	0-1	ZB2KvWb5	https://lichess.org/ZB2KvWb5
D.Sem.e3.Bd6.Bd3.dxc4.Bxc4	Acs, Peter	2518	Areshchenko, Alexander	2670	2006	0-1	2KFBsFFD	https://lichess.org/2KFBsFFD
D.Sem.e3.Bd6.Bd3.dxc4.Bxc4	Paikidze, N.	2352	Yu Yangyi	2760	2018	0-1	qLtRUmZm	https://lichess.org/qLtRUmZm
D.Sem.e3.Bd6.Bd3.dxc4.Bxc4	Jovanic, Ognjen	2473	Kuzubov, Yuriy	2554	2006	0-1	KE3n9gea	https://lichess.org/KE3n9gea
D.Sem.e3.Bd6.Bd3.dxc4.Bxc4	Zeng, C.	2590	Kong, Xiangrui	2415	2024	1-0	DA63OqSY	https://lichess.org/DA63OqSY
A.KIA.Bg2	Carlsen, M.	2864	Ding Liren	2806	2022	1/2-1/2	eVTBhl4K	https://lichess.org/eVTBhl4K
A.KIA.Bg2	Carlsen, M.	2864	Ding Liren	2806	2022	1/2-1/2	CchXqKRa	https://lichess.org/CchXqKRa
A.KIA.Bg2	Caruana, F.	2781	Carlsen, M.	2872	2014	1-0	8nDz67kQ	https://lichess.org/8nDz67kQ
A.KIA.Bg2	Carlsen, Magnus	2861	Karjakin, Sergey	2780	2013	1-0	n0jfW5WW	https://lichess.org/n0jfW5WW
A.KIA.Bg2.c6	Caruana, F.	2781	Carlsen, M.	2872	2014	1-0	8nDz67kQ	https://lichess.org/8nDz67kQ
A.KIA.Bg2.c6	Carlsen, Magnus	2861	Karjakin, Sergey	2780	2013	1-0	n0jfW5WW	https://lichess.org/n0jfW5WW
A.KIA.Bg2.c6	Carlsen, Magnus	2864	Caruana, Fabiano	2774	2013	0-1	coB44z30	https://lichess.org/coB44z30
A.KIA.Bg2.c6	Carlsen, M.	2857	Grischuk, A.	2754	2016	1-0	3zscU36w	https://lichess.org/3zscU36w
A.KIA.Bg2.c6.O-O	Caruana, F.	2781	Carlsen, M.	2872	2014	1-0	8nDz67kQ	https://lichess.org/8nDz67kQ
A.KIA.Bg2.c6.O-O	Carlsen, Magnus	2861	Karjakin, Sergey	2780	2013	1-0	n0jfW5WW	https://lichess.org/n0jfW5WW
A.KIA.Bg2.c6.O-O	Carlsen, Magnus	2864	Caruana, Fabiano	2774	2013	0-1	coB44z30	https://lichess.org/coB44z30
A.KIA.Bg2.c6.O-O	Carlsen, M.	2857	Grischuk, A.	2754	2016	1-0	3zscU36w	https://lichess.org/3zscU36w
A.KIA.Bg2.c6.O-O.Bf5	Caruana, F.	2781	Carlsen, M.	2872	2014	1-0	8nDz67kQ	https://lichess.org/8nDz67kQ
A.KIA.Bg2.c6.O-O.Bf5	Carlsen, M.	2857	Grischuk, A.	2754	2016	1-0	3zscU36w	https://lichess.org/3zscU36w
A.KIA.Bg2.c6.O-O.Bf5	Carlsen, M.	2832	Grischuk, A.	2761	2017	0-1	sO0m8KwQ	https://lichess.org/sO0m8KwQ
A.KIA.Bg2.c6.O-O.Bf5	Caruana, F.	2822	Aronian, L.	2767	2018	1-0	hvyAkTG1	https://lichess.org/hvyAkTG1
A.KIA.Bg2.c6.O-O.Bf5.d3	Caruana, F.	2781	Carlsen, M.	2872	2014	1-0	8nDz67kQ	https://lichess.org/8nDz67kQ
A.KIA.Bg2.c6.O-O.Bf5.d3	Caruana, F.	2808	Grischuk, A.	2761	2017	0-1	iO0Z4vbp	https://lichess.org/iO0Z4vbp
A.KIA.Bg2.c6.O-O.Bf5.d3	Radjabov, Teimour	2751	Ivanchuk, Vassily	2786	2008	0-1	zseUdqst	https://lichess.org/zseUdqst
A.KIA.Bg2.c6.O-O.Bf5.d3	Wang Hao	2735	Dominguez Perez, L.	2754	2013	1-0	nW33Eky2	https://lichess.org/nW33Eky2
A.KIA.Bg2.c6.O-O.Bg4	Carlsen, Magnus	2861	Karjakin, Sergey	2780	2013	1-0	n0jfW5WW	https://lichess.org/n0jfW5WW
A.KIA.Bg2.c6.O-O.Bg4	Carlsen, Magnus	2864	Caruana, Fabiano	2774	2013	0-1	coB44z30	https://lichess.org/coB44z30
A.KIA.Bg2.c6.O-O.Bg4	Nakamura, Hi	2793	Kramnik, V.	2811	2017	1-0	Nfym5KL9	https://lichess.org/Nfym5KL9
A.KIA.Bg2.c6.O-O.Bg4	Giri, A.	2782	Kramnik, Vladimir	2812	2016	1/2-1/2	rZtjYdDe	https://lichess.org/rZtjYdDe
A.KIA.Bg2.e6	Carlsen, M.	2853	Nakamura, Hi	2787	2016	1-0	r64ZEwks	https://lichess.org/r64ZEwks
A.KIA.Bg2.e6	Carlsen, M.	2853	Nakamura, Hi	2787	2016	1/2-1/2	cuPpPeTg	https://lichess.org/cuPpPeTg
A.KIA.Bg2.e6	Carlsen, Magnus	2863	Aronian, Levon	2773	2020	1/2-1/2	bibZgIe7	https://lichess.org/bibZgIe7
A.KIA.Bg2.e6	Carlsen, Magnus	2863	Aronian, Levon	2773	2020	1-0	8BLUTVtm	https://lichess.org/8BLUTVtm
C.KPO.Kgt.Qe7	Adams, Michael	2731	Radjabov, Teimour	2670	2004	1/2-1/2	qmhkTkx0	https://lichess.org/qmhkTkx0
C.KPO.Kgt.Qe7	Sanal, V.	2551	Fedoseev, Vl3	2718	2017	0-1	tES5tkhl	https://lichess.org/tES5tkhl
C.KPO.Kgt.Qe7	Sanal, V.	2460	Fedoseev, Vl3	2668	2015	1-0	7u8j5jUe	https://lichess.org/7u8j5jUe
C.KPO.Kgt.Qe7	Stripunsky, Alexander	2543	Sulskis, Sarunas	2578	2003	1-0	92EOobRY	https://lichess.org/92EOobRY
C.KPO.Kgt.Qe7.Bc4	Stripunsky, Alexander	2543	Sulskis, Sarunas	2578	2003	1-0	92EOobRY	https://lichess.org/92EOobRY
C.KPO.Kgt.Qe7.Bc4	Sax, Gyula	2545	Dervishi, Erald	2531	2006	1/2-1/2	j2g4bUsN	https://lichess.org/j2g4bUsN
C.KPO.Kgt.Qe7.Bc4	Sprenger, Jan Michael	2525	Dervishi, Erald	2545	2006	1-0	EdlR9ntX	https://lichess.org/EdlR9ntX
C.KPO.Kgt.Qe7.Bc4	Vachier Lagrave, Maxime	2716	Dominguez, Jose Manuel	2345	2008	1-0	6FMDxLHm	https://lichess.org/6FMDxLHm
C.KPO.Kgt.Bc5	Arsovic, Goran	2475	Moreno Ruiz, Javier	2410	1998	1-0	5pOQjL5a	https://lichess.org/5pOQjL5a
C.KPO.Kgt.Bc5	Sengupta, D.	2565	Navalgund, N.	2282	2018	1/2-1/2	pJahjGbu	https://lichess.org/pJahjGbu
C.KPO.Kgt.Bc5	Mihalichenko, Vladimir	2407	Tikhiy, Sergey	2427	2010	1-0	aUwVqrsB	https://lichess.org/aUwVqrsB
C.KPO.Kgt.Bc5	Akram, Fauzi	2371	Cronjé, Hector	2199	2020	1-0	ifXMm9Wr	https://lichess.org/ifXMm9Wr
C.KPO.Kgt.Bc5.Nxe5	Mihalichenko, Vladimir	2407	Tikhiy, Sergey	2427	2010	1-0	aUwVqrsB	https://lichess.org/aUwVqrsB
C.KPO.Kgt.Bc5.Nxe5	Akram, Fauzi	2371	Cronjé, Hector	2199	2020	1-0	ifXMm9Wr	https://lichess.org/ifXMm9Wr
C.KPO.Kgt.Bc5.Nxe5	Necula, Iulian	2209	Raffaele, Enzo	2259	2000	1-0	5FL2bTUd	https://lichess.org/5FL2bTUd
C.KPO.Kgt.c6	Golubovic, Boris	2450	Basagic, Zlatko	2316	1999	1-0	jXKPxFD3	https://lichess.org/jXKPxFD3
C.KPO.Kgt.c6	Ivanov, Victor L	2450	Bondarenko, Vladimir	2315	1995	1-0	RQSfeEfb	https://lichess.org/RQSfeEfb
C.KPO.Kgt.c6	Jurkovic, Hrvoje	2380	Basagic, Zlatko	2335	1997	1/2-1/2	HN9KUWMs	https://lichess.org/HN9KUWMs
C.KPO.Kgt.c6	Hladecek, Miloslav	2422	Ledezma Álvarez, José M	2275	2011	1-0	JhyIwCQ5	https://lichess.org/JhyIwCQ5
C.LtO.Gre.d4	Apicella, Manuel	2435	Sokolov, Ivan	2630	1992	0-1	71QYgHtn	https://lichess.org/71QYgHtn
C.LtO.Gre.d4	Ivanovic, Bozidar	2540	Hector, Jonny	2435	1988	1/2-1/2	5LR4a3w4	https://lichess.org/5LR4a3w4
C.LtO.Gre.d4	Noomen, Jeroen	2532	Simmelink, Joop	2404	1999	1-0	2KLysHHb	https://lichess.org/2KLysHHb
C.LtO.Gre.d4	Kosten, Anthony C	2515	Hector, Jonny	2415	1988	1-0	0OLG0iCB	https://lichess.org/0OLG0iCB
C.LtO.Gre.d4.d6	Apicella, Manuel	2435	Sokolov, Ivan	2630	1992	0-1	71QYgHtn	https://lichess.org/71QYgHtn
C.LtO.Gre.d4.d6	Ivanovic, Bozidar	2540	Hector, Jonny	2435	1988	1/2-1/2	5LR4a3w4	https://lichess.org/5LR4a3w4
C.LtO.Gre.d4.d6	Noomen, Jeroen	2532	Simmelink, Joop	2404	1999	1-0	2KLysHHb	https://lichess.org/2KLysHHb
C.LtO.Gre.d4.d6	Kosten, Anthony C	2515	Hector, Jonny	2415	1988	1-0	0OLG0iCB	https://lichess.org/0OLG0iCB
C.LtO.Gre.d4.d6.Nc4	Apicella, Manuel	2435	Sokolov, Ivan	2630	1992	0-1	71QYgHtn	https://lichess.org/71QYgHtn
C.LtO.Gre.d4.d6.Nc4	Ivanovic, Bozidar	2540	Hector, Jonny	2435	1988	1/2-1/2	5LR4a3w4	https://lichess.org/5LR4a3w4
C.LtO.Gre.d4.d6.Nc4	Noomen, Jeroen	2532	Simmelink, Joop	2404	1999	1-0	2KLysHHb	https://lichess.org/2KLysHHb
C.LtO.Gre.d4.d6.Nc4	Kosten, Anthony C	2515	Hector, Jonny	2415	1988	1-0	0OLG0iCB	https://lichess.org/0OLG0iCB
C.LtO.Gre.d4.d6.Nc4.fxe4	Apicella, Manuel	2435	Sokolov, Ivan	2630	1992	0-1	71QYgHtn	https://lichess.org/71QYgHtn
C.LtO.Gre.d4.d6.Nc4.fxe4	Ivanovic, Bozidar	2540	Hector, Jonny	2435	1988	1/2-1/2	5LR4a3w4	https://lichess.org/5LR4a3w4
C.LtO.Gre.d4.d6.Nc4.fxe4	Noomen, Jeroen	2532	Simmelink, Joop	2404	1999	1-0	2KLysHHb	https://lichess.org/2KLysHHb
C.LtO.Gre.d4.d6.Nc4.fxe4	Kosten, Anthony C	2515	Hector, Jonny	2415	1988	1-0	0OLG0iCB	https://lichess.org/0OLG0iCB
C.LtO.Gre.Nc4	Chorfi, Khalid	2471	Simmelink, Joop	2404	1999	1/2-1/2	0yUPHbV8	https://lichess.org/0yUPHbV8
C.LtO.Gre.Nc4	Chan, Mark	2340	Ruggeri Laderchi, Giorgio	2488	2025	0-1	vxdHSae0	https://lichess.org/vxdHSae0
C.LtO.Gre.Nc4	Zude, Arno	2410	Pirrot, Dieter	2415	1997	1/2-1/2	MySr2DyQ	https://lichess.org/MySr2DyQ
C.LtO.Gre.Nc4	Puzanov, Vasyl	2311	Colin, Sonny	2449	2023	1-0	qC7pSKhR	https://lichess.org/qC7pSKhR
C.LtO.Gre.Nc4.fxe4	Chorfi, Khalid	2471	Simmelink, Joop	2404	1999	1/2-1/2	0yUPHbV8	https://lichess.org/0yUPHbV8
C.LtO.Gre.Nc4.fxe4	Chan, Mark	2340	Ruggeri Laderchi, Giorgio	2488	2025	0-1	vxdHSae0	https://lichess.org/vxdHSae0
C.LtO.Gre.Nc4.fxe4	Zude, Arno	2410	Pirrot, Dieter	2415	1997	1/2-1/2	MySr2DyQ	https://lichess.org/MySr2DyQ
C.LtO.Gre.Nc4.fxe4	Puzanov, Vasyl	2311	Colin, Sonny	2449	2023	1-0	qC7pSKhR	https://lichess.org/qC7pSKhR
C.LtO.Gre.Nc4.fxe4.d3	Owczarzak, Jerzy	2226	Pacuszka, Tomasz	2260	2000	1-0	wDpQxYbV	https://lichess.org/wDpQxYbV
C.LtO.Gre.Nc4.fxe4.Nc3	Chorfi, Khalid	2471	Simmelink, Joop	2404	1999	1/2-1/2	0yUPHbV8	https://lichess.org/0yUPHbV8
C.LtO.Gre.Nc4.fxe4.Nc3	Chan, Mark	2340	Ruggeri Laderchi, Giorgio	2488	2025	0-1	vxdHSae0	https://lichess.org/vxdHSae0
C.LtO.Gre.Nc4.fxe4.Nc3	Zude, Arno	2410	Pirrot, Dieter	2415	1997	1/2-1/2	MySr2DyQ	https://lichess.org/MySr2DyQ
C.LtO.Gre.Nc4.fxe4.Nc3	Puzanov, Vasyl	2311	Colin, Sonny	2449	2023	1-0	qC7pSKhR	https://lichess.org/qC7pSKhR
C.Sco.Gbt.Bb4	Mamedov, Rau	2703	Matlakov, M.	2700	2018	0-1	NNQKggDr	https://lichess.org/NNQKggDr
C.Sco.Gbt.Bb4	Mastrovasilis, D.	2587	Vidit, S.	2719	2023	1/2-1/2	Crpi5QwU	https://lichess.org/Crpi5QwU
C.Sco.Gbt.Bb4	Fawzy, Adham	2488	Adhiban, Baskaran	2672	2021	0-1	ciWbKdSq	https://lichess.org/ciWbKdSq
C.Sco.Gbt.Bb4	Yang, ZiLong	2372	Yu Yangyi	2714	2025	0-1	1eIKx3SH	https://lichess.org/1eIKx3SH
C.Sco.Gbt.Bb4.c3	Mamedov, Rau	2703	Matlakov, M.	2700	2018	0-1	NNQKggDr	https://lichess.org/NNQKggDr
C.Sco.Gbt.Bb4.c3	Mastrovasilis, D.	2587	Vidit, S.	2719	2023	1/2-1/2	Crpi5QwU	https://lichess.org/Crpi5QwU
C.Sco.Gbt.Bb4.c3	Yang, ZiLong	2372	Yu Yangyi	2714	2025	0-1	1eIKx3SH	https://lichess.org/1eIKx3SH
C.Sco.Gbt.Bb4.c3	Karacsonyi, Gellert	2408	Zilka, S.	2594	2022	1/2-1/2	AW6hrxaZ	https://lichess.org/AW6hrxaZ
C.Sco.Gbt.Bb4.c3.dxc3	Mamedov, Rau	2703	Matlakov, M.	2700	2018	0-1	NNQKggDr	https://lichess.org/NNQKggDr
C.Sco.Gbt.Bb4.c3.dxc3	Mastrovasilis, D.	2587	Vidit, S.	2719	2023	1/2-1/2	Crpi5QwU	https://lichess.org/Crpi5QwU
C.Sco.Gbt.Bb4.c3.dxc3	Yang, ZiLong	2372	Yu Yangyi	2714	2025	0-1	1eIKx3SH	https://lichess.org/1eIKx3SH
C.Sco.Gbt.Bb4.c3.dxc3	Karacsonyi, Gellert	2408	Zilka, S.	2594	2022	1/2-1/2	AW6hrxaZ	https://lichess.org/AW6hrxaZ
C.Sco.Gbt.Bb4.c3.dxc3.O-O	Mamedov, Rau	2703	Matlakov, M.	2700	2018	0-1	NNQKggDr	https://lichess.org/NNQKggDr
C.Sco.Gbt.Bb4.c3.dxc3.O-O	Mastrovasilis, D.	2587	Vidit, S.	2719	2023	1/2-1/2	Crpi5QwU	https://lichess.org/Crpi5QwU
C.Sco.Gbt.Bb4.c3.dxc3.O-O	Yang, ZiLong	2372	Yu Yangyi	2714	2025	0-1	1eIKx3SH	https://lichess.org/1eIKx3SH
C.Sco.Gbt.Bb4.c3.dxc3.O-O	Postupa, Pavel	2480	Szczepanski, Zbigniew	2463	2025	1/2-1/2	myAJF29U	https://lichess.org/myAJF29U
C.Sco.Gbt.Bb4.c3.dxc3.bxc3	Karacsonyi, Gellert	2408	Zilka, S.	2594	2022	1/2-1/2	AW6hrxaZ	https://lichess.org/AW6hrxaZ
C.Sco.Gbt.Bb4.c3.dxc3.bxc3	Hild, Harald	2452	Benson, Gary S.	2462	2025	1/2-1/2	aTJNTpGk	https://lichess.org/aTJNTpGk
C.Sco.Gbt.Bb4.c3.dxc3.bxc3	Hild, Harald	2455	Szczepanski, Zbigniew	2456	2025	1/2-1/2	vtkenVSa	https://lichess.org/vtkenVSa
C.Sco.Gbt.Bb4.c3.dxc3.bxc3	Van Leeuwen, Etienne	2466	Kovac, Stanko	2440	2023	1/2-1/2	NJ4ysuBM	https://lichess.org/NJ4ysuBM
C.Sco.Gbt.Bc5	Vachier Lagrave, M.	2796	Kramnik, V.	2808	2017	0-1	MkTDL4B8	https://lichess.org/MkTDL4B8
C.Sco.Gbt.Bc5	Radjabov, Teimour	2788	Karjakin, Sergey	2779	2012	0-1	Bn97UkG7	https://lichess.org/Bn97UkG7
C.Sco.Gbt.Bc5	Grischuk, A.	2766	Karjakin, Sergey	2773	2018	1/2-1/2	BMpna8yy	https://lichess.org/BMpna8yy
C.Sco.Gbt.Bc5	Grischuk, A.	2766	Dominguez Perez, L.	2739	2018	1-0	jmCFOrHC	https://lichess.org/jmCFOrHC
C.Sco.Gbt.Bc5.Ng5	Grischuk, A.	2766	Karjakin, Sergey	2773	2018	1/2-1/2	BMpna8yy	https://lichess.org/BMpna8yy
C.Sco.Gbt.Bc5.Ng5	Grischuk, A.	2766	Dominguez Perez, L.	2739	2018	1-0	jmCFOrHC	https://lichess.org/jmCFOrHC
C.Sco.Gbt.Bc5.Ng5	Kovalev, Vl	2655	Kramnik, V.	2792	2018	1/2-1/2	3qWERrz9	https://lichess.org/3qWERrz9
C.Sco.Gbt.Bc5.Ng5	Mamedov, Rau	2646	Anand, V.	2756	2022	1/2-1/2	49s67exu	https://lichess.org/49s67exu
