ocn1	white	white_elo	black	black_elo	year	result	lichess_id	url
C.Sco.Gbt.Bc5.Ng5.Nh6	Grischuk, A.	2766	Karjakin, Sergey	2773	2018	1/2-1/2	BMpna8yy	https://lichess.org/BMpna8yy
C.Sco.Gbt.Bc5.Ng5.Nh6	Grischuk, A.	2766	Dominguez Perez, L.	2739	2018	1-0	jmCFOrHC	https://lichess.org/jmCFOrHC
C.Sco.Gbt.Bc5.Ng5.Nh6	Kovalev, Vl	2655	Kramnik, V.	2792	2018	1/2-1/2	3qWERrz9	https://lichess.org/3qWERrz9
C.Sco.Gbt.Bc5.Ng5.Nh6	Mamedov, Rau	2646	Anand, V.	2756	2022	1/2-1/2	49s67exu	https://lichess.org/49s67exu
C.Sco.Gbt.Bc5.Ng5.Nh6.Qh5	Horvath, Lajos	2200	Toth, Janos	2270	1998	1/2-1/2	HMVZDU9s	https://lichess.org/HMVZDU9s
C.Sco.Gbt.Bc5.Ng5.Nh6.Nxf7	Grischuk, A.	2766	Karjakin, Sergey	2773	2018	1/2-1/2	BMpna8yy	https://lichess.org/BMpna8yy
C.Sco.Gbt.Bc5.Ng5.Nh6.Nxf7	Grischuk, A.	2766	Dominguez Perez, L.	2739	2018	1-0	jmCFOrHC	https://lichess.org/jmCFOrHC
C.Sco.Gbt.Bc5.Ng5.Nh6.Nxf7	Kovalev, Vl	2655	Kramnik, V.	2792	2018	1/2-1/2	3qWERrz9	https://lichess.org/3qWERrz9
C.Sco.Gbt.Bc5.Ng5.Nh6.Nxf7	Mamedov, Rau	2646	Anand, V.	2756	2022	1/2-1/2	49s67exu	https://lichess.org/49s67exu
D.Sla.Not.a4	Giri, Anish	2720	Caruana, Fabiano	2781	2013	1-0	M4ObuWZ6	https://lichess.org/M4ObuWZ6
D.Sla.Not.a4	Andreikin, D.	2737	Tomashevsky, E.	2716	2015	1/2-1/2	MlLv6kl3	https://lichess.org/MlLv6kl3
D.Sla.Not.a4	Duda, J.	2726	Bartel, Mat	2651	2023	1/2-1/2	scZCJYuW	https://lichess.org/scZCJYuW
D.Sla.Not.a4	Gelfand, Boris	2685	Anand, Viswanathan	2690	1992	1-0	aIyKB5tB	https://lichess.org/aIyKB5tB
D.Sla.Not.a4.Bb4	Giri, Anish	2720	Caruana, Fabiano	2781	2013	1-0	M4ObuWZ6	https://lichess.org/M4ObuWZ6
D.Sla.Not.a4.Bb4	Andreikin, D.	2737	Tomashevsky, E.	2716	2015	1/2-1/2	MlLv6kl3	https://lichess.org/MlLv6kl3
D.Sla.Not.a4.Bb4	Duda, J.	2726	Bartel, Mat	2651	2023	1/2-1/2	scZCJYuW	https://lichess.org/scZCJYuW
D.Sla.Not.a4.Bb4	Gelfand, Boris	2685	Anand, Viswanathan	2690	1992	1-0	aIyKB5tB	https://lichess.org/aIyKB5tB
D.Sla.Not.a4.Bb4.e3	Andreikin, D.	2737	Tomashevsky, E.	2716	2015	1/2-1/2	MlLv6kl3	https://lichess.org/MlLv6kl3
D.Sla.Not.a4.Bb4.e3	Duda, J.	2726	Bartel, Mat	2651	2023	1/2-1/2	scZCJYuW	https://lichess.org/scZCJYuW
D.Sla.Not.a4.Bb4.e3	Jakovenko, Dmitrij	2718	Grigoryan, Avetik	2608	2011	1-0	jEtZCIrW	https://lichess.org/jEtZCIrW
D.Sla.Not.a4.Bb4.e3	Sjugirov, S.	2666	Dreev, A.	2649	2014	1-0	bDWAPBsI	https://lichess.org/bDWAPBsI
D.Sla.Not.g3	Nakamura, Hikaru	2759	Ivanchuk, Vassily	2766	2012	1/2-1/2	mEUPQOym	https://lichess.org/mEUPQOym
D.Sla.Not.g3	Lesiege, Alexandre	2553	Khenkin, Igor	2633	1999	1-0	xx46g9vQ	https://lichess.org/xx46g9vQ
D.Sla.Not.g3	Bruzon Batista, Lazaro	2691	Vera Gonzalez Quevedo, Reynaldo	2482	2012	1-0	u5noHFxA	https://lichess.org/u5noHFxA
D.Sla.Not.g3	Jussupow, Artur	2610	Boensch, Uwe	2558	2001	1-0	GuqOPnkZ	https://lichess.org/GuqOPnkZ
D.Sla.Not.Bg5	Beliavsky, Alexander G	2640	Ivanchuk, Vassily	2709	2000	1/2-1/2	rQBI7gZq	https://lichess.org/rQBI7gZq
D.Sla.Not.Bg5	Gyimesi, Zoltan	2600	Timofeev, Artyom	2664	2008	1/2-1/2	RjqcGIek	https://lichess.org/RjqcGIek
D.Sla.Not.Bg5	Beliavsky, Alexander G	2618	Khenkin, Igor	2633	1999	1-0	IArKc4ZX	https://lichess.org/IArKc4ZX
D.Sla.Not.Bg5	Sakaev, Konstantin	2570	Beliavsky, Alexander G	2650	1995	1/2-1/2	SJ76HVzu	https://lichess.org/SJ76HVzu
D.Sla.Not.Bg5.f6	Sakaev, Konstantin	2570	Beliavsky, Alexander G	2650	1995	1/2-1/2	SJ76HVzu	https://lichess.org/SJ76HVzu
D.Sla.Not.Bg5.f6	Barsov, Alexei	2521	Miton, Kamil	2655	2007	0-1	WSRFkvXN	https://lichess.org/WSRFkvXN
D.Sla.Not.Bg5.f6	Psakhis, Lev	2575	Bareev, Evgeny	2535	1987	1-0	Ap2kwUXh	https://lichess.org/Ap2kwUXh
D.Sla.Not.Bg5.f6	Edouard, Romain	2617	Chirila, Ioan Cristian	2487	2010	1-0	dws2oBoT	https://lichess.org/dws2oBoT
D.QGD.Cmb.Nd2	Giri, Anish	2764	Carlsen, Magnus	2863	2020	1/2-1/2	6ToNbOnr	https://lichess.org/6ToNbOnr
D.QGD.Cmb.Nd2	Nakamura, Hikaru	2736	Carlsen, Magnus	2863	2020	1/2-1/2	IxkY2IpJ	https://lichess.org/IxkY2IpJ
D.QGD.Cmb.Nd2	Grischuk, A.	2761	Carlsen, M.	2832	2017	1/2-1/2	BfRN2kPh	https://lichess.org/BfRN2kPh
D.QGD.Cmb.Nd2	Matlakov, M.	2699	Carlsen, M.	2872	2019	0-1	DyYXR2Yr	https://lichess.org/DyYXR2Yr
D.QGD.Cmb.Nd2.Bb4	Matlakov, M.	2699	Carlsen, M.	2872	2019	0-1	DyYXR2Yr	https://lichess.org/DyYXR2Yr
D.QGD.Cmb.Nd2.Bb4	Ivanchuk, Vassily	2740	Kasparov, Garry	2825	1998	1/2-1/2	g9u5d8Y7	https://lichess.org/g9u5d8Y7
D.QGD.Cmb.Nd2.Bb4	Aronian, L.	2803	Mamedyarov, S.	2757	2013	0-1	EHob3q3A	https://lichess.org/EHob3q3A
D.QGD.Cmb.Nd2.Bb4	Aronian, Levon	2795	Mamedyarov, Shakhriyar	2759	2013	1/2-1/2	m6KOwOIB	https://lichess.org/m6KOwOIB
D.QGD.Cmb.Nd2.Bb4.Qc2	Ivanchuk, Vassily	2740	Kasparov, Garry	2825	1998	1/2-1/2	g9u5d8Y7	https://lichess.org/g9u5d8Y7
D.QGD.Cmb.Nd2.Bb4.Qc2	Aronian, Levon	2795	Mamedyarov, Shakhriyar	2759	2013	1/2-1/2	m6KOwOIB	https://lichess.org/m6KOwOIB
D.QGD.Cmb.Nd2.Bb4.Qc2	Grischuk, Alexander	2760	Shirov, Alexei	2739	2010	1/2-1/2	77QvJ7FG	https://lichess.org/77QvJ7FG
D.QGD.Cmb.Nd2.Bb4.Qc2	Radjabov, T..	2765	Duda, J..	2729	2021	1/2-1/2	erB17hWh	https://lichess.org/erB17hWh
D.QGD.Cmb.Nd2.Bb4.Qc2.O-O	Ivanchuk, Vassily	2740	Kasparov, Garry	2825	1998	1/2-1/2	g9u5d8Y7	https://lichess.org/g9u5d8Y7
D.QGD.Cmb.Nd2.Bb4.Qc2.O-O	Aronian, Levon	2795	Mamedyarov, Shakhriyar	2759	2013	1/2-1/2	m6KOwOIB	https://lichess.org/m6KOwOIB
D.QGD.Cmb.Nd2.Bb4.Qc2.O-O	Grischuk, Alexander	2760	Shirov, Alexei	2739	2010	1/2-1/2	77QvJ7FG	https://lichess.org/77QvJ7FG
D.QGD.Cmb.Nd2.Bb4.Qc2.O-O	Radjabov, T.	2731	Mamedyarov, S.	2759	2015	1/2-1/2	PqJQcOvw	https://lichess.org/PqJQcOvw
D.QGD.Cmb.Nd2.dxc4	Giri, Anish	2764	Carlsen, Magnus	2863	2020	1/2-1/2	6ToNbOnr	https://lichess.org/6ToNbOnr
D.QGD.Cmb.Nd2.dxc4	Nakamura, Hikaru	2736	Carlsen, Magnus	2863	2020	1/2-1/2	IxkY2IpJ	https://lichess.org/IxkY2IpJ
D.QGD.Cmb.Nd2.dxc4	Grischuk, A.	2761	Carlsen, M.	2832	2017	1/2-1/2	BfRN2kPh	https://lichess.org/BfRN2kPh
D.QGD.Cmb.Nd2.dxc4	Ding Liren	2811	Shankland, S.	2705	2019	1-0	NYSHOdbL	https://lichess.org/NYSHOdbL
D.QGD.Cmb.cxd5	Carlsen, M.	2881	Mamedyarov, S.	2760	2014	1-0	FCFgDv0K	https://lichess.org/FCFgDv0K
D.QGD.Cmb.cxd5	Gelfand, Boris	2740	Carlsen, Magnus	2872	2013	0-1	KrEw3E6R	https://lichess.org/KrEw3E6R
D.QGD.Cmb.cxd5	Carlsen, M.	2831	Keymer, Vincent	2733	2024	1-0	aMFIoLtf	https://lichess.org/aMFIoLtf
D.QGD.Cmb.cxd5	Anand, Viswanathan	2810	Shirov, Alexei	2722	2011	1-0	q57ja0Kz	https://lichess.org/q57ja0Kz
D.QGD.Cmb.cxd5.Nxd5	Carlsen, M.	2881	Mamedyarov, S.	2760	2014	1-0	FCFgDv0K	https://lichess.org/FCFgDv0K
D.QGD.Cmb.cxd5.Nxd5	Gelfand, Boris	2740	Carlsen, Magnus	2872	2013	0-1	KrEw3E6R	https://lichess.org/KrEw3E6R
D.QGD.Cmb.cxd5.Nxd5	Carlsen, M.	2831	Keymer, Vincent	2733	2024	1-0	aMFIoLtf	https://lichess.org/aMFIoLtf
D.QGD.Cmb.cxd5.Nxd5	Anand, Viswanathan	2810	Shirov, Alexei	2722	2011	1-0	q57ja0Kz	https://lichess.org/q57ja0Kz
D.QGD.Cmb.cxd5.exd5	Erigaisi, Arjun	2782	Sindarov, Javokhir	2710	2025	1/2-1/2	XQAAiVnv	https://lichess.org/XQAAiVnv
D.QGD.Cmb.cxd5.exd5	Yilmaz, M.	2587	Carlsen, M.	2832	2024	1/2-1/2	BWRI2K3h	https://lichess.org/BWRI2K3h
D.QGD.Cmb.cxd5.exd5	Tomashevsky, E.	2758	Nguyen Ngoc Truong Son	2634	2015	1-0	siminW0J	https://lichess.org/siminW0J
D.QGD.Cmb.cxd5.exd5	Duda, J.	2726	Korobov, A.	2658	2023	1-0	EHS0bMwn	https://lichess.org/EHS0bMwn
A.Bir.Nf6	Mamedyarov, S.	2801	Giri, A.	2782	2018	0-1	UJkORpA4	https://lichess.org/UJkORpA4
A.Bir.Nf6	Grischuk, A.	2766	So, W.	2780	2018	1/2-1/2	HthuPjUp	https://lichess.org/HthuPjUp
A.Bir.Nf6	Nakamura, Hikaru	2741	Mamedov, Rauf	2660	2010	0-1	GOfwkw13	https://lichess.org/GOfwkw13
A.Bir.Nf6	Berg, Emanuel	2587	Giri, Anish	2693	2012	0-1	dyRsqO73	https://lichess.org/dyRsqO73
A.Bir.Nf6.Nf3	Mamedyarov, S.	2801	Giri, A.	2782	2018	0-1	UJkORpA4	https://lichess.org/UJkORpA4
A.Bir.Nf6.Nf3	Grischuk, A.	2766	So, W.	2780	2018	1/2-1/2	HthuPjUp	https://lichess.org/HthuPjUp
A.Bir.Nf6.Nf3	Granda Zuniga, Julio E	2605	Beliavsky, Alexander G	2650	2002	1-0	clzdg6Ya	https://lichess.org/clzdg6Ya
A.Bir.Nf6.Nf3	Paravyan, D.	2551	Dubov, Daniil	2666	2017	0-1	GsPI3JVA	https://lichess.org/GsPI3JVA
A.Bir.Nf6.Nf3.g6	Mamedyarov, S.	2801	Giri, A.	2782	2018	0-1	UJkORpA4	https://lichess.org/UJkORpA4
A.Bir.Nf6.Nf3.g6	Paravyan, D.	2551	Dubov, Daniil	2666	2017	0-1	GsPI3JVA	https://lichess.org/GsPI3JVA
A.Bir.Nf6.Nf3.g6	Yudasin, Leonid	2615	Sax, Gyula	2600	1990	1/2-1/2	51F2WkN4	https://lichess.org/51F2WkN4
A.Bir.Nf6.Nf3.g6	Larsen, Bent	2660	Schmidt, Wlodzimierz	2450	1971	0-1	2ppjZnXD	https://lichess.org/2ppjZnXD
A.Bir.Nf6.Nf3.g6.b4	Gubajdullin, Alexey	2413	Gleizerov, Evgeny	2562	2006	0-1	HaszURga	https://lichess.org/HaszURga
A.Bir.Nf6.Nf3.g6.b4	Kujawski, Adam	2270	Vaulin, Alexander	2520	1992	0-1	r5CXX0Bp	https://lichess.org/r5CXX0Bp
A.Bir.Nf6.Nf3.g6.b4	Maljutin, Evgeni	2495	Afanasiev, Vadim	2295	1996	1-0	tK0Auzs7	https://lichess.org/tK0Auzs7
A.Bir.Nf6.Nf3.g6.b4	Bronstein, David I	2440	Hartoch, Robert G	2345	1994	1/2-1/2	1Pm8Plh6	https://lichess.org/1Pm8Plh6
A.Bir.f5	Vachier Lagrave, M.	2774	So, W.	2767	2019	1/2-1/2	cnAZnY15	https://lichess.org/cnAZnY15
A.Bir.f5	Vachier Lagrave, M.	2779	So, W.	2754	2019	1-0	kJj92Brr	https://lichess.org/kJj92Brr
A.Bir.f5	Rapport, R.	2713	Laznicka, V.	2675	2014	0-1	TyDrdQtR	https://lichess.org/TyDrdQtR
A.Bir.f5	Bocharov, D.	2533	Bocharov, I.	2563	2018	0-1	CQeZg7TB	https://lichess.org/CQeZg7TB
A.Bir.f5.d4	Georgievski, Vanco	2273	Potapov, Pavel	2473	2012	0-1	7rVJu2nl	https://lichess.org/7rVJu2nl
A.Bir.f5.d4	Gluzman, Mikhail	2400	Chapman, Mark	2338	2001	1/2-1/2	z05vhuKF	https://lichess.org/z05vhuKF
A.Bir.f5.d4	Insam, Heinz	2250	Danner, Georg	2355	1992	1-0	CTSa8daH	https://lichess.org/CTSa8daH
A.Bir.f5.d4	Lychkov, Viktor	2215	Zheleznikov, Alexey	2331	1999	0-1	0jfakEN2	https://lichess.org/0jfakEN2
A.Bir.f5.e4	Vachier Lagrave, M.	2774	So, W.	2767	2019	1/2-1/2	cnAZnY15	https://lichess.org/cnAZnY15
A.Bir.f5.e4	Drazic, S.	2310	Ratkovic, Miloj	2496	2022	1/2-1/2	nyO12FD8	https://lichess.org/nyO12FD8
A.Bir.f5.e4	Mrsevic, Miroslav	2333	Blagojevic, Dragisa	2453	2000	0-1	EPx7zNxv	https://lichess.org/EPx7zNxv
A.Bir.f5.e4	Oren, Itamar	2330	Niewiadomski, Wieslaw	2450	2006	0-1	FoHnouWb	https://lichess.org/FoHnouWb
A.Bir.f5.e4.fxe4	Vachier Lagrave, M.	2774	So, W.	2767	2019	1/2-1/2	cnAZnY15	https://lichess.org/cnAZnY15
A.Bir.f5.e4.fxe4	Drazic, S.	2310	Ratkovic, Miloj	2496	2022	1/2-1/2	nyO12FD8	https://lichess.org/nyO12FD8
A.Bir.f5.e4.fxe4	Mrsevic, Miroslav	2333	Blagojevic, Dragisa	2453	2000	0-1	EPx7zNxv	https://lichess.org/EPx7zNxv
A.Bir.f5.e4.fxe4	Oren, Itamar	2330	Niewiadomski, Wieslaw	2450	2006	0-1	FoHnouWb	https://lichess.org/FoHnouWb
A.Bir.h6	Arnold, G. Robert	2268	Chouraqui, Guy	2258	2011	1/2-1/2	x8xsHxoB	https://lichess.org/x8xsHxoB
A.Bir.h6	Metello, Marcello Gomes	2230	Chaves, Jorge Antonio	2200	1996	1/2-1/2	Jb88rBip	https://lichess.org/Jb88rBip
A.Bir.h6.Nf3	Metello, Marcello Gomes	2230	Chaves, Jorge Antonio	2200	1996	1/2-1/2	Jb88rBip	https://lichess.org/Jb88rBip
A.Bir.h6.Nf3.g5	Metello, Marcello Gomes	2230	Chaves, Jorge Antonio	2200	1996	1/2-1/2	Jb88rBip	https://lichess.org/Jb88rBip
A.Bir.b5	Marin, Mi	2522	Shirov, A.	2658	2019	0-1	nLasuoj7	https://lichess.org/nLasuoj7
A.Bir.b5	Danielsen, Henrik	2511	Hansen, Sune Berg	2568	2005	1-0	Z6xVEwR5	https://lichess.org/Z6xVEwR5
A.Bir.b5	Lastin, Alexander	2535	Fominyh, Alexander	2530	1998	1/2-1/2	Jt4yI7Iv	https://lichess.org/Jt4yI7Iv
A.Bir.b5	Jakubiec, Artur	2532	Buhmann, Rainer	2525	2003	1-0	0FWZkvPn	https://lichess.org/0FWZkvPn
A.Kad.c5	Dzhumagaliev, Y.	2400	Meribanov, V.	2392	2015	0-1	jK02xUDB	https://lichess.org/jK02xUDB
A.Kad.c5	Kadas, Gabor	2270	Vigh, Bela	2395	1986	1/2-1/2	2HEJ01gU	https://lichess.org/2HEJ01gU
A.Kad.c5	Kadas, Gabor	2215	Soos, Arpad	2405	1999	1/2-1/2	OYeYPmtn	https://lichess.org/OYeYPmtn
A.Kad.c5.b4	Kadas, Gabor	2270	Vigh, Bela	2395	1986	1/2-1/2	2HEJ01gU	https://lichess.org/2HEJ01gU
A.Kad.c5.b4	Kadas, Gabor	2215	Soos, Arpad	2405	1999	1/2-1/2	OYeYPmtn	https://lichess.org/OYeYPmtn
A.Kad.d5	Carlsen, M.	2864	Wei Yi	2727	2022	1/2-1/2	apgOfawn	https://lichess.org/apgOfawn
A.Kad.d5	Fernandez, Dan SIN	2496	Bacrot, E.	2722	2018	0-1	rGwEyXYG	https://lichess.org/rGwEyXYG
A.Kad.d5	Lagarde, Max	2616	Santos Ruiz, Miguel	2523	2018	1-0	miv28pWJ	https://lichess.org/miv28pWJ
A.Kad.d5	Dzhumagaliev, Y.	2415	Alekseev, Evgeny	2682	2014	0-1	epvlTQ4f	https://lichess.org/epvlTQ4f
A.Kad.d5.d4	Carlsen, M.	2864	Wei Yi	2727	2022	1/2-1/2	apgOfawn	https://lichess.org/apgOfawn
A.Kad.d5.d4	Fernandez, Dan SIN	2496	Bacrot, E.	2722	2018	0-1	rGwEyXYG	https://lichess.org/rGwEyXYG
A.Kad.d5.d4	Dzhumagaliev, Y.	2400	Almasi, Z.	2682	2017	0-1	rvTA8h0l	https://lichess.org/rvTA8h0l
A.Kad.d5.d4	Mannermaa, Jari	2449	Janisch, Manfred	2433	2019	1/2-1/2	3SSRRMmu	https://lichess.org/3SSRRMmu
A.Kad.d5.d4.c5	Carlsen, M.	2864	Wei Yi	2727	2022	1/2-1/2	apgOfawn	https://lichess.org/apgOfawn
A.Kad.d5.d4.c5	Dzhumagaliev, Y.	2400	Almasi, Z.	2682	2017	0-1	rvTA8h0l	https://lichess.org/rvTA8h0l
A.Kad.d5.d4.c5	Mannermaa, Jari	2449	Janisch, Manfred	2433	2019	1/2-1/2	3SSRRMmu	https://lichess.org/3SSRRMmu
A.Kad.d5.d4.c5	Kadas, Gabor	2360	Arkhipov, Sergey	2305	1983	1-0	ImzF3Ips	https://lichess.org/ImzF3Ips
A.Kad.d5.d4.c5.Nf3	Kadas, Gabor	2360	Arkhipov, Sergey	2305	1983	1-0	ImzF3Ips	https://lichess.org/ImzF3Ips
A.Kad.d5.d4.c5.Nf3	Kadas, Gabor	2285	Dovzik, Juri	2365	1994	1-0	bNPtH5sP	https://lichess.org/bNPtH5sP
A.Kad.d5.d4.c5.Nf3	Kadas, Gabor	2275	Mate, Laszlo	2300	1998	1-0	VKj1Cy8b	https://lichess.org/VKj1Cy8b
A.Kad.d5.d4.c5.Nf3	Kadas, Gabor	2215	Mate, Laszlo	2340	1998	1-0	F5arCMjN	https://lichess.org/F5arCMjN
A.Kad.d5.d4.c5.Nf3.cxd4	Kadas, Gabor	2360	Arkhipov, Sergey	2305	1983	1-0	ImzF3Ips	https://lichess.org/ImzF3Ips
A.Kad.d5.d4.c5.Nf3.cxd4	Kadas, Gabor	2285	Dovzik, Juri	2365	1994	1-0	bNPtH5sP	https://lichess.org/bNPtH5sP
A.Kad.d5.d4.c5.Nf3.cxd4	Kadas, Gabor	2275	Mate, Laszlo	2300	1998	1-0	VKj1Cy8b	https://lichess.org/VKj1Cy8b
A.Kad.d5.d4.c5.Nf3.cxd4	Kadas, Gabor	2215	Mate, Laszlo	2340	1998	1-0	F5arCMjN	https://lichess.org/F5arCMjN
A.Kad.e5	Dzhumagaliev, Y.	2415	Ganguly, S.	2613	2014	1-0	kkrD95I6	https://lichess.org/kkrD95I6
A.Kad.e5	Pacher, Milan	2403	Hracek, Zbynek	2624	2011	0-1	W3X77nj9	https://lichess.org/W3X77nj9
A.Kad.e5	Vovk, Or	2279	Short, N.	2684	2015	0-1	ChqHNrbA	https://lichess.org/ChqHNrbA
A.Kad.e5	Mannermaa, Jari	2443	Babic, Darko	2485	2019	1/2-1/2	Kgyn2lkU	https://lichess.org/Kgyn2lkU
A.Kad.e5.d4	Kadas, Gabor	2224	Szalanczy, Emil	2384	2004	1/2-1/2	BrCDph9Y	https://lichess.org/BrCDph9Y
A.Kad.e5.d4	Kadas, Gabor	2215	Zetocha, Claudiu	2360	1999	1-0	bqmwowH5	https://lichess.org/bqmwowH5
A.Kad.e5.d4	Szegedi, Peter	2241	Nagyajtai, Gabor	2247	2007	0-1	TGsJ6XzB	https://lichess.org/TGsJ6XzB
A.Kad.e5.d4	Kadas, Gabor	2224	Goreskul, Alyona	2235	2003	1/2-1/2	jEDB4GfT	https://lichess.org/jEDB4GfT
A.Kad.e5.d4.exd4	Kadas, Gabor	2224	Szalanczy, Emil	2384	2004	1/2-1/2	BrCDph9Y	https://lichess.org/BrCDph9Y
A.Kad.e5.d4.exd4	Kadas, Gabor	2215	Zetocha, Claudiu	2360	1999	1-0	bqmwowH5	https://lichess.org/bqmwowH5
A.Kad.e5.d4.exd4	Szegedi, Peter	2241	Nagyajtai, Gabor	2247	2007	0-1	TGsJ6XzB	https://lichess.org/TGsJ6XzB
A.Kad.e5.d4.exd4	Kadas, Gabor	2224	Goreskul, Alyona	2235	2003	1/2-1/2	jEDB4GfT	https://lichess.org/jEDB4GfT
A.Kad.e5.d4.exd4.c3	Szegedi, Peter	2241	Nagyajtai, Gabor	2247	2007	0-1	TGsJ6XzB	https://lichess.org/TGsJ6XzB
A.War.a5	Mao, Fengxi	2153	Noritsyn, Sergey	2282	2025	1-0	tzac8Zp2	https://lichess.org/tzac8Zp2
A.War.e5	Carlsen, Magnus	2837	Radjabov, Teimour	2788	2012	1-0	evYvYqyF	https://lichess.org/evYvYqyF
A.War.e5	Jacobson, Brandon	2583	Nakamura, Hi	2802	2024	1-0	81U7dfpb	https://lichess.org/81U7dfpb
A.War.e5	Nogueira, I.	2308	Mekhitarian, K.	2561	2017	0-1	Mvw5pdw1	https://lichess.org/Mvw5pdw1
A.War.e5	Rodríguez López, Roberto Carlos	2367	Pérez López, Alberto	2434	2024	1/2-1/2	9ZxFOp1W	https://lichess.org/9ZxFOp1W
A.War.b6.d4	Fedoseev, Vladimir2	2565	Gubajdullin, Alexey	2332	2013	1-0	KjGp9Wvp	https://lichess.org/KjGp9Wvp
A.Hng.ReM.Nf3.Nc6	Carlsen, M.	2861	Aronian, L.	2759	2022	1-0	wRph1Ke0	https://lichess.org/wRph1Ke0
A.Hng.ReM.Nf3.Nc6	Ding Liren	2799	Caruana, F..	2820	2021	1/2-1/2	EU2F3o5H	https://lichess.org/EU2F3o5H
A.Hng.ReM.Nf3.Nc6	Carlsen, M.	2837	Firouzja, Alireza	2766	2025	1/2-1/2	XtdHZwz9	https://lichess.org/XtdHZwz9
A.Hng.ReM.Nf3.Nc6	Giri, A.	2785	So, W.	2815	2017	1/2-1/2	LWuLwuJP	https://lichess.org/LWuLwuJP
A.Hng.ReM.Nf3.Nc6.d4	Carlsen, M.	2861	Aronian, L.	2759	2022	1-0	wRph1Ke0	https://lichess.org/wRph1Ke0
A.Hng.ReM.Nf3.Nc6.d4	Ding Liren	2799	Caruana, F..	2820	2021	1/2-1/2	EU2F3o5H	https://lichess.org/EU2F3o5H
A.Hng.ReM.Nf3.Nc6.d4	Carlsen, M.	2837	Firouzja, Alireza	2766	2025	1/2-1/2	XtdHZwz9	https://lichess.org/XtdHZwz9
A.Hng.ReM.Nf3.Nc6.d4	Giri, A.	2785	So, W.	2815	2017	1/2-1/2	LWuLwuJP	https://lichess.org/LWuLwuJP
A.Hng.ReM.Nf3.Nc6.d4.Nf6	Ding Liren	2799	Caruana, F..	2820	2021	1/2-1/2	EU2F3o5H	https://lichess.org/EU2F3o5H
A.Hng.ReM.Nf3.Nc6.d4.Nf6	Giri, A.	2785	So, W.	2815	2017	1/2-1/2	LWuLwuJP	https://lichess.org/LWuLwuJP
A.Hng.ReM.Nf3.Nc6.d4.Nf6	Vachier Lagrave, Maxime	2811	Anand, V.	2776	2016	1/2-1/2	9lVAsQxW	https://lichess.org/9lVAsQxW
A.Hng.ReM.Nf3.Nc6.d4.Nf6	Ding Liren	2816	Wojtaszek, R.	2749	2018	1-0	2lMvfly1	https://lichess.org/2lMvfly1
A.Hng.ReM.Nf3.Nc6.d4.e6	Carlsen, M.	2861	Aronian, L.	2759	2022	1-0	wRph1Ke0	https://lichess.org/wRph1Ke0
A.Hng.ReM.Nf3.Nc6.d4.e6	Carlsen, M.	2837	Firouzja, Alireza	2766	2025	1/2-1/2	XtdHZwz9	https://lichess.org/XtdHZwz9
A.Hng.ReM.Nf3.Nc6.d4.e6	Vachier Lagrave, Maxime	2778	So, Wesley	2770	2020	1/2-1/2	xiaZZcRI	https://lichess.org/xiaZZcRI
A.Hng.ReM.Nf3.Nc6.d4.e6	Vachier Lagrave, M.	2780	So, W.	2754	2019	1-0	cZabW7Tm	https://lichess.org/cZabW7Tm
A.Hng.ReM.Nf3.Nf6	Carlsen, M.	2864	Ding Liren	2806	2022	1/2-1/2	CchXqKRa	https://lichess.org/CchXqKRa
A.Hng.ReM.Nf3.Nf6	Carlsen, M.	2864	Ding Liren	2806	2022	1/2-1/2	eVTBhl4K	https://lichess.org/eVTBhl4K
A.Hng.ReM.Nf3.Nf6	Carlsen, M.	2831	Firouzja, Alireza	2763	2024	1/2-1/2	jgGCAwtF	https://lichess.org/jgGCAwtF
A.Hng.ReM.Nf3.Nf6	So, W.	2810	Anand, V.	2783	2017	1-0	sMfJ0Wn1	https://lichess.org/sMfJ0Wn1
A.Hng.ReM.Nf3.Nf6.O-O	Carlsen, M.	2864	Ding Liren	2806	2022	1/2-1/2	CchXqKRa	https://lichess.org/CchXqKRa
A.Hng.ReM.Nf3.Nf6.O-O	Carlsen, M.	2864	Ding Liren	2806	2022	1/2-1/2	eVTBhl4K	https://lichess.org/eVTBhl4K
A.Hng.ReM.Nf3.Nf6.O-O	Carlsen, M.	2831	Firouzja, Alireza	2763	2024	1/2-1/2	jgGCAwtF	https://lichess.org/jgGCAwtF
A.Hng.ReM.Nf3.Nf6.O-O	So, W.	2810	Anand, V.	2783	2017	1-0	sMfJ0Wn1	https://lichess.org/sMfJ0Wn1
A.Hng.ReM.Nf3.Nf6.O-O.e6	Carlsen, M.	2864	Ding Liren	2806	2022	1/2-1/2	CchXqKRa	https://lichess.org/CchXqKRa
A.Hng.ReM.Nf3.Nf6.O-O.e6	Carlsen, M.	2864	Ding Liren	2806	2022	1/2-1/2	eVTBhl4K	https://lichess.org/eVTBhl4K
A.Hng.ReM.Nf3.Nf6.O-O.e6	Caruana, Fabiano	2835	Dominguez Perez, Leinier	2758	2020	0-1	kaT8RAxj	https://lichess.org/kaT8RAxj
A.Hng.ReM.Nf3.Nf6.O-O.e6	Caruana, Fabiano	2835	Dominguez Perez, Leinier	2758	2020	1-0	taXGqCw9	https://lichess.org/taXGqCw9
