lichess_id	event	site	date	round
aroiNcWl	Bazna Kings 4th	Medias	2010.06.20	6
CNrFnJBf	3rd Sinquefield Cup 2015	Saint Louis USA	2015.08.26	4.4
0ANPZvY5	10th World Teams 2015	Tsaghkadzor ARM	2015.04.22	4.4
baPWY8nU	Tata Steel-A 73rd	Wijk aan Zee	2011.01.26	10
zGEMHGt2	30th ECC Open 2014	Bilbao ESP	2014.09.18	5.1
Cu8bvZ27	Chess.com RCC Losers	chess.com INT	2022.08.19	1.2
YxHyXbcv	Elista ol (Men)	Elista	1998.10.11	12
jBHhFcgC	16th ch-EUR Indiv 2015	Jerusalem ISR	2015.03.05	9.2
uEvNB8xH	Amber-blindfold 08th	Monte Carlo	1999.03.17	2
uk0guPQQ	World Teams 2013	Antalya TUR	2013.12.05	9.2
LIWS5wh3	Bucharest Kings playoff 6th	Bucharest	2012.11.13	2
G9MSm5KP	Bazna Kings 5th	Medias	2011.06.11	1
vWjLsH1Y	Madrid rapid	Madrid	1988.??.??	5
AO9CCf4Z	European Rapid 2015	Minsk BLR	2015.12.20	10.1
nKN4Bf8Q	FRA-chT	France	1998.02.06	1
LVKQY7Sk	ch-USA 2014	Saint Louis USA	2014.05.10	3.4
otiiva46	Moscow Tal Memorial 7th	Moscow	2012.06.08	1
n3Hz6R5K	Magnus Carlsen Inv KO	chess24.com INT	2021.03.16	1.11
6QozUDBC	GCT Blitz YourNextMove	Leuven BEL	2018.06.16	15.5
3yERocy7	World Rapid 2016	Doha QAT	2016.12.26	5.31
lqE29gCM	RUS-chT	Sochi	2007.05.08	7
IfhUO9o6	CCO17/S2	ICCF	2006.01.10	?.2
b7kbzynm	Senta op-A 10th	Senta	2006.07.26	7
pNzXuY9E	Clutch-ch June	Lichess.org INT	2020.06.07	1.2
jbaXiWKO	World Rapid 2021	Warsaw POL	2021.12.28	11.22
C11kFXAD	Sunway Sitges Open 2019	Sitges ESP	2019.12.18	6.15
i6zL0o6b	121st US Open 2021	Cherry Hill USA	2021.08.07	8.4
4fvF2EUc	St Louis Spring Classic A	Saint Louis USA	2017.05.17	2.1
e0yguOoO	SPICE Cup Open 2018	Saint Louis USA	2018.10.28	9.2
pva0ZiYT	51st ch-IND Premier 2013	Jalgaon IND	2013.12.17	1.4
7H4WIiDU	2nd Gurgaon Open 2014	Gurgaon IND	2014.01.05	7.1
KRfA2kq8	Botvinnik Memorial m 30'	Moscow	2001.12.07	2
IYy6Ikld	80th Tata Steel GpA	Wijk aan Zee NED	2018.01.26	11.1
F6AbJUyT	Croatia GCT 2019	Zagreb CRO	2019.07.06	10.1
n0Ps9uIg	Moscow Tal Memorial 7th	Moscow	2012.06.09	2
3JpYawq1	Clutch-ch June	Lichess.org INT	2020.06.09	1.7
chcbdyea	Tashkent FIDE GP 2014	Tashkent UZB	2014.10.28	7.3
KiUfuB77	NIC Classic KO 2021	chess24.com INT	2021.05.02	3.21
Z0ssfumk	Kosmos m 5'	Moscow	1998.11.27	4
MgdaatFi	Superbet Classic 2022	Bucharest ROU	2022.05.11	6.5
NYDq40yB	Bundesliga 9900	Germany	2000.03.13	13.2
oT62bd3O	NED-chT 0708	Netherlands	2008.05.17	9.1
sWbRgrJg	Voronezh op 3rd	Voronezh	1999.06.14	3
RTDxk7I5	Stuttgart op 6th	Ditzingen	2001.05.26	5
xvQ35IVc	77th Tata Steel GpA	Wijk aan Zee NED	2015.01.17	7.7
a8beaGar	EU-Cup 25th	Ohrid	2009.10.06	3.2
T9fLdCUG	Candidates sf2	Linares	1992.??.??	3
CZo6dh7i	Donner Memorial-A	Amsterdam	1994.??.??	7
yTqlbLCv	Gibraltar Masters 2014	Caleta ENG	2014.02.03	7.16
TR2Leedd	IMSA Rapid 2016	Huai'an CHN	2016.02.27	5.6
g0DxkpGG	25th TCh-CRO Div 1a 2016	Sibenik CRO	2016.10.08	1.4
rwObVOom	Stepan Avagyan Mem 2024	Jermuk ARM	2024.06.14	5.3
EWW6AnCw	CHN-RUS Summit Men 6th	Sochi	2009.08.15	1
fefiuhQu	Corus	Wijk aan Zee	2001.01.20	6
ht3sZMwX	Morelia/Linares 23rd	Morelia/Linares	2006.02.20	3
Kp0cLIp8	Nanjing Pearl Spring 3rd	Nanjing	2010.10.29	9
OB9Ok9kN	Tata Steel-A 73rd	Wijk aan Zee	2011.01.28	11
PGzUyx5i	GCT Blitz Paris 2017	Paris FRA	2017.06.25	10.4
2fbzIEDG	FIDE Candidates 2018	Berlin GER	2018.03.10	1.4
MycS4qoC	PRO League KO Stage	Chess.com INT	2020.09.27	4.3
