lichess_id	event	site	date	round
6YRWrSqn	Vladimir Petrov Mem 2015	Jurmala LAT	2015.03.08	9.1
NRs2P5Fh	IMSA Blitz 2016	Huai'an CHN	2016.03.01	29.6
1EDTjeYC	Pula op	Pula	2009.06.30	4
uLjPueSa	Berlin Neukoelln	Berlin West	1988.??.??	?
mcRTtEy5	Olomouc Ave Kontakt Cup	Olomouc	2002.??.??	7
lclmG6Qf	Porec op	Porec	2007.12.07	3
aZ6oVKX6	Bazna Kings 4th	Medias	2010.06.17	4
wlUt5nKZ	Moscow Tal Memorial 7th	Moscow	2012.06.10	3
UyAJTRIC	Chess.com RCC Wk24 Swiss	chess.com INT	2022.08.06	8
S1d4Ytl8	IMSA World Masters Rapid	Hengshui CHN	2019.05.16	8.6
gSuPi2iz	Ultimate Blitz Challenge	Saint Louis USA	2016.04.29	15.1
IalKttuz	Moscow Tal Memorial 7th Blitz	Moscow	2012.06.07	7
HeMFhbQ5	Ultimate Blitz Challenge	Saint Louis USA	2016.04.29	11.2
iH8porzJ	Ultimate Blitz Challenge	Saint Louis USA	2016.04.29	17.2
68EAzUs8	Moscow op-E	Moscow	2011.02.06	9
p0BZYSGs	GER-GRE	Fuerth	2002.09.05	6
htJUAmzJ	St Petersburg-Moscow	Moscow	2002.10.22	1
OacuU2sC	Tilburg	Tilburg	1979.??.??	2
W5d5049h	USA-ch	Saint Louis	2012.05.15	7
Vo7TbS5C	Aimchess US Rapid Prelim	chess24.com INT	2021.08.30	11.8
7qWPTdaq	chess.com Speed 5m+2spm 2017	chess.com INT	2017.11.21	3.5
iRtkr1jy	3rd GRENKE Classic TB	Baden Baden GER	2015.02.09	2
OVv3ULaj	World Blitz 2015	Berlin GER	2015.10.13	8.1
kKm0mMTN	chess.com QF Blitz 1m+1spm 2016	chess.com INT	2016.05.10	26
g9bvNCcP	8th Danzhou Super GM 2017	Danzhou CHN	2017.07.09	1.2
OSx577hS	Huocheng Xinjiang Rapid	Huocheng County CHN	2017.08.02	3.2
sfVOVNX3	World Rapid 2017	Riyadh KSA	2017.12.26	2.28
SaS9DphC	FTX Crypto Cup Prelim	chess24.com INT	2021.05.24	7.7
RgIL2Hr2	4th Norway Blitz 2016	Stavanger NOR	2016.04.18	7.3
DEgu8p1M	Goldmoney Asian Rapid KO	chess24.com INT	2021.06.30	1.32
vwS3TZPX	Meltwater Tour Final 2021	chess24.com INT	2021.09.26	2.4
apgOfawn	Chessable Masters Prelim	chess24.com INT	2022.05.21	12.1
rGwEyXYG	PRO League Group Stage	chess.com INT	2018.01.31	3
miv28pWJ	European Rapid 2018	Skopje MKD	2018.12.09	13.32
epvlTQ4f	Chigorin Mem Blitz 2014	St Petersburg RUS	2014.10.17	8.9
evYvYqyF	Wch Blitz	Astana	2012.07.10	27
81U7dfpb	World Rapid 2024	New York USA	2024.12.28	10.12
bb7VvtoB	World Rapid 2024	New York USA	2024.12.28	13.60
rAzfmmji	World Blitz 2015	Berlin GER	2015.10.13	11.72
cq4RO60z	Charity Cup KO 2022	chess24.com INT	2022.03.24	2.11
wzK0ASRm	Opera Euro Rapid Prelim	chess24.com INT	2021.02.07	8.4
XNNUzrfO	6th Norway Blitz 2018	Stavanger NOR	2018.05.27	1.1
xk69W9wH	Carlsen Inv Prelim	chess24.com INT	2020.04.29	6.4
GnbgGzz8	chess.com SF Blitz 1m+1spm 2016	chess.com INT	2016.08.24	26
6iWm2Qgm	chess.com Speed 1m+1spm 2017	chess.com INT	2017.11.02	2.18
23vcx5gk	Chessable Masters Prelim	chess24.com INT	2022.05.21	10.1
JBJtbgO6	chess.com Speed 3m+1spm 2018	chess.com INT	2018.12.02	4.15
GwqwYtSV	Wch Blitz 5th	Moscow	2010.11.18	38
P9P5jp21	SpeedChess Final 2024	Paris FRA	2024.09.06	1.29
UZ7QqvhX	Amber-blindfold 19th	Nice	2010.03.13	1
mKcFCjtF	FTX Crypto Cup 2022	Miami USA	2022.08.16	2.3
80aFLYii	chess.com Speed 5m+1spm 2018	chess.com INT	2018.09.07	1.8
N8ctpvdm	ECo-C Extraliga 2022-23	Czech Republic CZE	2023.03.26	11.4
cqqji8XS	PRO League Group Stage	chess.com INT	2018.02.04	4
Q3QxQSZY	MPL Indian Chess Tour #2	chess24.com INT	2022.06.05	15.3
SPWXqpMU	PRO League Group Stage	chess.com INT	2018.02.24	7
fu2sEmjg	5th Prague Challengers	Prague CZE	2023.06.29	8.5
3Zrlj0qE	7th ch-Francophonie Blitz	Paris FRA	2019.08.10	6.2
GhFz3BRN	17th Rochefort Open 2018	Rochefort FRA	2018.02.21	7.4
oIkRGGbJ	PRO League Group Stage	chess.com INT	2018.02.28	8
SUsYC8vH	PRO League Group Stage	chess.com INT	2019.03.14	10
iWKTzWbX	PRO League Group Stage	chess.com INT	2019.01.10	1
jPbFcamT	41st Olympiad Open 2014	Tromso NOR	2014.08.03	2.3
4b0sBa5P	Senta op-A 17th	Senta	2013.07.17	6
ZyNc1ux2	Kamen Piskov Memorial 4th	Ruse	1984.??.??	1
b6IHiE0W	CT21/pr33	ICCF	2015.10.01	?
w86SU0Pb	Forli op	Forli	1989.??.??	2
0czAN8tB	Fujitsu Siemens Giants	Frankfurt	2000.06.23	5
dwDWAn7y	Saint Louis Blitz 2019	Saint Louis USA	2019.08.13	7.5
4CYoYiAa	Saint Louis Rapid 2019	Saint Louis USA	2019.08.12	9.5
kzK4Cz4Q	Riga FIDE Grand Prix 2019	Riga LAT	2019.07.24	4.8
KIHx5pTL	chess.com Speed 1m+1spm 2017	chess.com INT	2018.07.24	24
3IsuhaCM	chess.com Speed 5m+1spm 2018	chess.com INT	2018.09.07	1.9
nmNchE54	Chessable Masters GpB	chess24.com INT	2020.06.23	9
9hC7kZMS	Tata Steel India Blitz	Kolkata IND	2019.11.26	14.3
cGEIyC4M	Vugar Gashimov Mem 2015	Shamkir AZE	2015.04.23	6.3
jltofliW	GCT Blitz Paris 2016	Paris FRA	2016.06.12	13.4
ROY13eRx	Superbet Rapid 2019	Bucharest ROU	2019.11.06	2.4
ZSvS67zx	Zurich CC Blitz 2014	Zurich SUI	2014.01.29	3.1
lQB3e4Wq	Biel GM 45th	Biel	2012.07.26	4
oFkFUnoA	Paris FIDE GP	Elancourt	2013.09.29	7
zQsA7kH1	73rd Moscow Blitz	Moscow RUS	2019.09.07	15.6
9vbLtcRz	73rd Moscow Blitz	Moscow RUS	2019.09.07	13.5
jSoNk0O6	World Blitz 2016	Doha QAT	2016.12.30	21.40
1PHczNWL	St Louis Fall B 2019	Saint Louis USA	2019.09.15	6.1
u9WMDZlg	Dmitrov	Dmitrov	2007.07.26	5
QmAUDgMR	FIDE World Blitz 2014	Dubai UAE	2014.06.20	15.1
8G8ZXoql	Superbet Blitz 2019	Bucharest ROU	2019.11.09	2.4
vRKJsywO	Biel Exhibition Blitz	Biel	2012.07.22	2.2
p6ViCgBO	Astana	Astana	2001.05.25	5
UwngjqBI	Wch Blitz 5th	Moscow	2010.11.16	14
bSo3nqbS	Swiss/white (SUI)	ICCF	2007.02.01	?
x23kDo3K	17th Miquel Mas Open 2016	Castell de Sant Ferran ESP	2016.08.17	8.3
M8dk6csA	Barcelona Sants op 01st	Barcelona	1999.??.??	3
sKqAcosr	Eger	Eger	1993.??.??	7
enqXd1Nm	Sao Paulo Communic 5th	Sao Paulo	2004.02.12	1
WBGnAvIw	GCT Blitz Paris 2017	Paris FRA	2017.06.24	8.4
FbIqR71a	Magnus Carlsen Inv Prelim	chess24.com INT	2021.03.13	3.8
LXO09D7X	GCT Blitz Paris 2018	Paris FRA	2018.06.24	17.1
wELirEiQ	Bundesliga 9900	Germany	2000.04.08	14.1
VLDaDdzH	FIDE World Blitz 2013	Khanty-Mansiysk	2013.06.09	7
gBS1s1LM	FIDE World Blitz 2013	Khanty-Mansiysk	2013.06.09	6
816lywmD	Karpov Trophy Final 2019	Cap d'Agde FRA	2019.11.01	2.2
9z6lKQFQ	Chess.com RCC Wk24 Swiss	chess.com INT	2022.08.06	6
tq3P6YpN	Wch Blitz 5th	Moscow	2010.11.18	33
CZF3CUH4	European Online CC GpD	Tornelo INT	2021.03.28	6.4
tP3tbihG	EU-ch Online 2300+ Qual	Chess.com INT	2020.05.29	6
ZWuoIhXS	Caplin Hastings Online	Tornelo INT	2021.01.09	5.6
yo2Az1l4	NATT/7	ICCF	2016.05.01	?
dz2YUABb	Kuban Region-ch	Krasnodar	2007.??.??	8
nbjbg8dL	Nyiregyhaza op	Nyiregyhaza	1994.??.??	8
k54dMuRV	Lahijan op 4th	Lahijan	2005.08.30	6
zGst3txM	Vezerkepzo GM Sept 2023	Budapest HUN	2023.09.26	4.3
bfVCGXUE	Vestmannaeyjum	Vestmannaeyjum	1985.??.??	8
9cK4gXr8	26th Abu Dhabi Masters	Abu Dhabi UAE	2019.08.02	1.21
TGwBa0DJ	Lloyds Bank op 14th	London	1990.??.??	?
eDGrngmc	WSTT/3/23/3	ICCF	2023.04.20	?
PVJWq3nQ	Regensburg op	Regensburg	1997.??.??	4
tlRyVOvZ	Napoleon Trophy Blitz	La Roche-sur-Yon FRA	2019.02.16	6
nB5LYDqd	Napoleon Trophy Blitz	La Roche-sur-Yon FRA	2019.02.16	5
BrojqyWE	EU-ch 9th	Plovdiv	2008.04.29	8
M1DbSBhA	Sitges Sunway online KO	Chess.com INT	2020.04.28	1.1
VAGKNtZc	Sigeman & Co 03rd	Malmo	1995.??.??	3
Wt9YLzSK	RUS-chT2	Sochi	2007.05.04	2
0Lllqkch	41st Olympiad Open 2014	Tromso NOR	2014.08.05	4.20
tSTy9mWX	EU-chT (Men) 10th	Debrecen	1992.11.??	4.2
UzPHBk2o	European Online CC GpA	Tornelo INT	2021.03.28	6.3
2Ax3u5Hv	Internet Section 16-A	Dos Hermanas	2003.03.16	9
xSo1YJdj	BCF-ch	Brighton	1980.08.15	11
2eVHH5mk	BCF-ch	Brighton	1980.08.13	9
7QM4iC12	chess.com Speed 1m+1spm 2017	chess.com INT	2017.08.30	1.28
L4umYFAQ	chess.com Speed 1m+1spm 2017	chess.com INT	2017.08.30	1.24
N4n5VBjJ	chess.com Speed 1m+1spm 2017	chess.com INT	2017.08.30	1.22
P4raZgky	chess.com Speed 1m+1spm 2017	chess.com INT	2017.08.30	1.30
O39uqSCk	Tal Memorial Blitz 2014	Sochi RUS	2014.11.13	11.5
JdX8ClUV	Paris FIDE GP	Elancourt	2013.10.02	9
H5qhioud	SportAccord Blitz Men 2013	Beijing CHN	2013.12.16	28.7
HbuJ815H	Champions Showdown Blitz	Saint Louis USA	2019.02.24	19.4
LoW9PS3d	chess.com Speed 1m+1spm 2018	chess.com INT	2018.09.07	1.29
Wah35qt9	Julius Baer Gen Cup Pl/In	chess.com INT	2024.09.25	7
NtIEhoha	Internet Section 07A g/8'+2	Dos Hermanas	2004.03.07	5
XlnIxwwB	World Blitz Women 2017	Riyadh KSA	2017.12.30	21.16
FAdQnbdP	Cheliabinsk Kurnosov Memorial rapid	Cheliabinsk	2020.09.05	9
KtDxg8ZN	ch-USA Junior 2019	Saint Louis USA	2019.07.20	9.4
UHwBkHDC	1st Peter Poobalasingam	Harrow ENG	2018.09.09	3.2
mExPDbPR	Legends and Prodigies	Madrid ESP	2025.09.20	4.3
03UZasxA	chess.com Speed 2019	chess.com INT	2019.11.19	2.32
i1S0k4XT	ch-RUS Blitz 2017	Sochi RUS	2017.10.02	16.28
S4RbYkCy	ch-RUS Blitz 2018	Sochi RUS	2018.10.07	16.25
Oy4j2CND	European Blitz 2015	Minsk BLR	2015.12.18	8.31
15rBGbaU	Budapest FS02 GM	Budapest	2011.02.06	2
5bfVeqXy	NED-chT 9596	Netherlands	1995.??.??	?
VGGQvSBN	Mediterranean-ch 8th	Beirut	2013.01.21	4
nAsyCQC9	SWE-chT 0506	Sweden	2005.??.??	4
G1By7Vjz	Pardubice op rap 24th	Pardubice	2013.07.18	9
khBWILyb	Buenos Aires CC Argentino Ruibal	Buenos Aires	2008.10.02	4
ffAts8HM	Fredericia IM 2025	Fredericia DEN	2025.06.01	9.2
N0bBAeF8	NIC Classic Prelim 2021	chess24.com INT	2021.04.24	3.7
XbOcfJ4s	Meltwater Tour Final 2021	chess24.com INT	2021.10.01	6.1
NLfuImWa	Wch Blitz 5th	Moscow	2009.11.17	18
bZVogcdO	World Cup	Khanty-Mansiysk	2007.11.30	3.1
zrrwso73	Sofia MTel Masters 3rd	Sofia	2007.05.13	4
Gk8GX30i	Zug FIDE GP	Zug	2013.04.18	1
k6Rni8tu	10th World Teams 2015	Tsaghkadzor ARM	2015.04.21	3.4
wIAz6uJ6	Valencia m blitz	Valencia	2009.09.24	4
rMPPJWO5	ESP-chT CECLUB Honor	Melilla	2011.11.23	3
ZDKzbp7X	SRB-Cup	Valjevo	2011.05.19	4.1
atStKoXw	Lloyds Bank op 15th	London	1991.??.??	9
yS9IAaDy	Politiken Cup 10th	Copenhagen	1988.??.??	6
gk7joRJf	Lloyds Bank op 16th	London	1992.??.??	?
SQM5UvhB	FIDE World Rapid 2014	Dubai UAE	2014.06.17	10.2
uBVrqBZL	Chessable Masters KO	chess24.com INT	2021.08.04	1.22
1PKML5Lu	Chess.com Rapid Wk6 Swiss	chess.com INT	2022.03.19	8
FsgGblpA	CHN-RUS Summit Men 7th Rapid	Ningbo	2010.08.12	7
TFRB9fH5	Champions Showdown G30	Saint Louis USA	2017.11.09	2.2
eCT4RoHs	Wch Blitz 5th	Moscow	2009.11.17	27
4rjEG847	Linares 11th	Linares	1993.??.??	5
imzvLB8c	Jakarta m 25' blindfold	Jakarta	1997.11.21	2
wgZ8tJOz	Linares 11th	Linares	1993.??.??	1
wcWaeax5	SuperUnited CRO Rapid 2025	Zagreb CRO	2025.07.02	2.3
rTnObe42	TechM GCL 2025	Mumbai IND	2025.12.14	1.1
LbMolsMJ	BIH-chT	Vogosca	2007.06.05	4
t8paVviY	25th ch-EUR Indiv 2025	Eforie Nord ROU	2025.03.25	10.6
ldC0TtKC	Moscow Botvinnik Memorial	Moscow	2011.09.02	2
JEsHgW1V	EU-Cup 24th	Kallithea	2008.10.22	6
AczLdPtI	Nanjing Pearl Spring 3rd	Nanjing	2010.10.20	1
suPEyNuw	Tal Memorial 8th	Moscow	2013.06.18	5
INY3KINN	Vugar Gashimov Mem 2014	Shamkir AZE	2014.04.21	2.2
VMARLzg7	79th Tata Steel GpA	Wijk aan Zee NED	2017.01.14	1.1
mr1pyJkJ	PRO League KO Stage 2017	chess.com INT	2017.03.25	4.9
c7o26lKe	London Classic 3rd	London	2011.12.08	5
2W36Yf71	Grand Slam Final 1st	Bilbao	2008.09.08	6
380SLrCE	Shanghai Masters	Shanghai	2010.09.05	3
SnjQOYVy	Carlsen Inv Prelim	chess24.com INT	2020.04.24	4.3
lKrzx7ij	CCT Final Playoff 2023	Toronto CAN	2023.12.12	7.3
vv6eOwHx	Vugar Gashimov Mem 2015	Shamkir AZE	2015.04.20	4.1
d4Z1NeRh	WR Chess Masters 2023	Dusseldorf GER	2023.02.25	9.4
VKGc9nr0	Torshavn sim	Torshavn	2001.06.10	1
jFQRZLh1	URS-ch46	Tbilisi	1978.12.??	15
CFNRhW5x	Barcelona Sant Marti op-A 14th	Barcelona	2012.07.20	8
JaRTdd4g	MT-Biella/B (PER)	ICCF	2009.06.01	?
ExwVoX33	Hoogovens	Wijk aan Zee	1999.01.31	13
jYbbplL7	World Championship	Bonn	2008.10.20	5
m5TmzM4Y	World Championship	Bonn	2008.10.17	3
rREjvcgZ	Vugar Gashimov Mem 2019	Shamkir AZE	2019.04.04	5.5
BlinqMeD	Amber-blindfold 17th	Nice	2008.03.20	5
lsQvn7rX	Moscow Tal Memorial 4th	Moscow	2009.11.11	6
VRMMfnv9	Hoogeveen Essent Crown 10th	Hoogeveen	2006.10.22	1
9Wi4lgYr	Airthings Masters Prelim	chess24.com INT	2022.02.22	13.8
1jFHksKR	OHRA-A	Amsterdam	1984.07.18	2
dDnfdSuC	Graz	Graz	1979.??.??	7
kBW6ZN6X	NED-ch35	Leeuwarden	1980.03.18	11
oj2OV4lG	10th Sabadell Open 2017	Sabadell ESP	2017.09.07	7.2
yPo5BBvy	Yerevan ol (Men)	Yerevan	1996.??.??	9
1uHT7vzH	Yerevan ol (Men)	Yerevan	1996.??.??	12
SjVh35g1	URS-World	London	1984.??.??	3.1
ipRi2FTL	EU-ch 5th	Antalya	2004.05.27	11
DyPFzbsf	Amber-rapid 18th	Nice	2009.03.22	8
RvF9xueD	Airthings Masters KO 2020	chess24.com INT	2020.12.29	1.11
EkVhZvyB	81st Tata Steel GpA	Wijk aan Zee NED	2019.01.15	4.3
WWH7KLZh	87th Tata Steel Masters	Wijk aan Zee NED	2025.01.26	8.6
Kl9uE3vk	Leon 22nd	Leon	2009.06.07	2.2
kDnC9ZX3	32nd ECC Open 2016	Novi Sad SRB	2016.11.08	3.2
pJMXUASf	GCT Rapid YourNextMove	Leuven BEL	2018.06.12	2.1
vrNicNVs	American Cup Champ	Saint Louis USA	2025.03.22	4.1
L7K33mJo	2nd IMSA Rapid 2017	Huai'an CHN	2017.12.10	4.1
VmIKw4fm	Carlsen Inv Prelim	chess24.com INT	2020.04.26	5.1
NSLHML7s	Corus	Wijk aan Zee	2010.01.26	9
kjcVNv1l	Opera Euro Rapid Prelim	chess24.com INT	2021.02.08	14.1
uOSbsp7V	Chessable Masters GpA	chess24.com INT	2020.06.22	9
LReilUpw	Nalchik FIDE GP	Nalchik	2009.04.21	6
vgvI0zJU	FTX Crypto Cup Prelim	chess24.com INT	2021.05.23	5.8
jLSBqGi8	Airthings Masters KO 2022	chess24.com INT	2022.02.23	1.14
M3jMjb8x	84th Tata Steel Masters	Wijk aan Zee NED	2022.01.23	8.1
TcgKy827	FTX Crypto Cup Prelim	chess24.com INT	2021.05.23	1.6
ctr3HYrh	4th Norway Blitz 2016	Stavanger NOR	2016.04.18	6.2
LfDQeYIe	Biel SKA	Biel	1996.07.28	6
ULYA7WX0	Hoogovens	Wijk aan Zee	1997.01.18	1
wCsJOcxf	FRA-ch	Val d'Isere	2002.08.19	1
sxj3d7Yq	Amber-rapid 02nd	Monte Carlo	1993.03.28	3
x9aOIhS6	Baku FIDE Grand Prix 2014	Baku AZE	2014.10.05	4.2
PEXW6HKp	FIDE World Cup	Khanty-Mansiysk	2011.08.31	2.1
ceI5arbW	Linares 08th	Linares	1990.??.??	3
i05llkJW	30th ECC Open 2014	Bilbao ESP	2014.09.19	6.1
EWSaOXrX	Manila	Manila	1974.??.??	4
iHPjBD3S	URS-chT	Riga	1975.??.??	?
SISNVmg3	London Phillips&Drew	London	1980.??.??	13
df5FZ2RR	URS Spartakiad	Moscow	1979.??.??	?
BaxvZbmi	Airthings Masters Prelim	chess24.com INT	2022.02.22	14.2
hfAm6Vjb	Legends of Chess Prelim	chess24.com INT	2020.07.21	1.4
aZKl90PU	Tal Memorial 8th	Moscow	2013.06.14	2
UQ4veJjL	Wch Rapid	Astana	2012.07.07	8
AlX5tJBC	Wch Rapid	Astana	2012.07.07	6
DtwVDfmD	Khanty-Mansiysk ol (Men) 39th	Khanty-Mansiysk	2010.09.25	5.1
cdizSchX	Poikovsky Karpov 07th	Poikovsky	2006.03.26	8
oCjOYpSB	12th Norway Chess 2024	Stavanger NOR	2024.06.02	6.3
mNmCQ9Uu	SuperUnited CRO Rapid 2024	Zagreb CRO	2024.07.12	9.2
aUPBtFMg	Superbet ROM Classic 2025	Bucharest ROU	2025.05.08	2.4
UHadabbL	Chess.com RCC Wk12 Swiss	chess.com INT	2022.04.30	1
4Q5BfQ66	Lindores Abbey Stars	Cupar SCO	2019.05.25	3.1
9g6vywje	Goldmoney Asian Rapid KO	chess24.com INT	2021.07.01	2.12
u6ufPez4	GCT Rapid YourNextMove	Leuven BEL	2017.06.28	1.1
UrSBdsyY	FIDE World Rapid 2014	Dubai UAE	2014.06.18	11.6
PsnlDPmL	World Rapid 2022	Almaty KAZ	2022.12.26	1.27
TT12eRWQ	Cacak	Cacak	1995.??.??	?
nhQJJRMg	TCh-CHN 2017	China CHN	2017.07.27	9.1
pU1CCxg3	Skilling Open Prelim	chess24.com INT	2020.11.24	14.7
86rtqfG2	NIC Classic KO 2021	chess24.com INT	2021.04.28	1.22
dRPCNW6S	FIDE Candidates 2018	Berlin GER	2018.03.14	4.3
lQJpYz6A	Kosmos m 5'	Moscow	1998.11.27	2
7OuaoWa5	Botvinnik Memorial m 5'	Moscow	2001.12.09	6
ihvL8hUO	Tilburg Fontys	Tilburg	1997.10.08	10
DcoHqocI	Opera Euro Rapid KO 2021	chess24.com INT	2021.02.09	1.11
aNC3RC98	Opera Euro Rapid Prelim	chess24.com INT	2021.02.06	4.8
7Ca9cDt8	42nd Olympiad 2016	Baku AZE	2016.09.09	7.17
ukIbvcfK	Bundesliga 0203	Germany	2003.01.11	8.2
2hlRuNYi	31st Cappelle Open 2015	Cappelle la Grande FRA	2015.03.03	5.8
IjK58Dns	32nd ECC Open 2016	Novi Sad SRB	2016.11.09	4.6
74jokMNX	Amber-blindfold 10th	Monte Carlo	2001.03.27	9
FS0JMOJ8	Amber-blindfold 05th	Monte Carlo	1996.??.??	9
UZEFPOy7	Roquebrune rapid	Roquebrune	1992.??.??	15
aabc3x5l	Qatar Masters Open 2014	Doha QAT	2014.12.02	7.10
yTn2CrIr	FIDE Candidates	London	2013.03.23	7
YszqA64q	42nd GM 2014	Dortmund GER	2014.07.19	6.4
37Q46ZV1	Candidates sf2	Moscow	1971.??.??	2
ifN5ec1M	Dubai Police Open A 2024	Dubai UAE	2024.05.08	5.3
MwSNBnFp	Tallinn	Tallinn	1975.02.23	6
2iwvGkXS	Nordhorn op	Nordhorn	2009.09.13	6
OiqEFFdg	9th London Classic 2017	London ENG	2017.12.10	8.5
dJc7EJ1H	Biel GM 41st	Biel	2008.07.26	6
rArNXjgN	10th World Teams 2015	Tsaghkadzor ARM	2015.04.28	9.5
5qPNlHzN	Chess.com Rapid Wk5 KO	chess.com INT	2022.03.13	1.1
XtX3jnoT	21st TCh-RUS 2014	Loo RUS	2014.04.08	2.3
EF0svZKc	FIDE GP	Dubai	2002.04.04	2.2
M6Xxa9KY	Lindores Abbey Final 8	chess24.com INT	2020.05.27	1.33
YAu4C2wi	Chess.com RCC Losers	chess.com INT	2022.08.19	2.2
fbgqCVbb	FIDE World Cup	Tromso	2013.08.16	2.4
sDwOxnnh	European Blitz 2016	Tallinn EST	2016.12.17	18.3
qsgIGY3U	Chess.com RCC Wk11 KO	chess.com INT	2022.04.24	1.1
mgSFvQ0n	RUS-CHN Summit 8th Rapid	St Petersburg	2012.07.08	7
IX3QUy9V	Moscow PCA-Intel qual	Moscow	1995.??.??	9
JN1dwKPp	Bundesliga 0910	Germany	2010.02.07	9.2
mij0i9Tf	Petrosian Memorial 2014	Moscow RUS	2014.11.10	6.3
Eggtow85	FIDE Candidates 2014	Khanty-Mansiysk RUS	2014.03.17	4.4
OkpOW3w4	34th ECC Open 2018	Porto Carras GRE	2018.10.14	3.1
a9QsSx6w	Leon Man+Comp m	Leon	1998.06.10	2
G6yQX6nz	Wch Blitz 3rd	Moscow	2007.11.21	2
4t6OWtO6	Amber-blindfold 20th	Monte Carlo	2011.03.24	11
rxFnj4f2	World Cup	Khanty-Mansiysk	2007.12.02	3.3
aPIbxktM	Leon 23rd	Leon	2010.06.04	1.2
EgdlBfb7	87th Tata Steel Masters	Wijk aan Zee NED	2025.01.22	5.1
mdbGbxJ6	CGC KO 2022	chess.com INT	2022.11.03	4.6
zEbiynJ8	5th Classic GpD 2013	London ENG	2013.12.11	2.1
5KgbeNCG	NC World Masters 2023	Dortmund GER	2023.06.30	4.2
oPqvv8oh	Kharkov Femida	Kharkov	2005.10.26	11
fVudcWJi	EU-chT Seniors 12th	Dresden	2010.02.15	6
GDSyxUxS	Arctic Chess Challenge	Tromsoe	2009.08.09	9
ZM2uCDOx	RUS Cup Qualifier 1	chessassistantclub.com INT	2004.09.07	?
XtPiJqOB	IMSA Blitz 2016	Huai'an CHN	2016.02.29	19.1
e4I5koSd	Chess24 Banter Blitz Cup	chess24.com INT	2019.10.14	1.10
RLfIwMCr	Chess24 Banter Blitz Cup	chess24.com INT	2019.10.14	1.24
6RX75spe	FRA-chT Gp-A	France	2003.04.05	6.3
nB5jSck0	PRO League Group Stage	chess.com INT	2019.03.13	10
ZTpWTxQl	World Rapid 2018	St Petersburg RUS	2018.12.27	6.34
QKf06iPX	Russian Rapid Cup Final 2013	Khanty-Mansiysk RUS	2013.12.20	2.3
ZxIyRBPm	chess.com Speed 1m+1spm 2017	chess.com INT	2018.08.02	29
A2Ko8voP	chess.com Speed 2019	chess.com INT	2019.12.05	3.27
41QCH9x1	Chess24 Banter Blitz Cup	chess24.com INT	2020.01.05	2.7
nzUOb7cS	Mayors Cup Yerevan KO	Yerevan ARM	2017.01.31	1.4
psT3x9qw	GCT Blitz YourNextMove	Leuven BEL	2018.06.16	16.3
WUvX5u8S	Vugar Gashimov Mem 2016	Shamkir AZE	2016.05.27	2.2
pcVEenjn	Amber-blindfold 18th	Nice	2009.03.21	7
A80Pzs0y	Amber-blindfold 07th	Monte Carlo	1998.03.15	3
xG9cQoWR	SuperUnited CRO Rapid 2024	Zagreb CRO	2024.07.12	8.4
KW56zRBi	CHN-RUS Summit Men 7th Rapid	Ningbo	2010.08.11	2
u9LlJfEQ	World Senior 50+ 2016	Marianske Lazne CZE	2016.11.22	4.5
Z7VLkREw	Plunge op	Platelia	2000.??.??	9
dIHZB0Sx	HUN-chT2 Maroczy 0506	Hungary	2006.02.12	7
3AVS2DF3	Champions Challenge 123rd	playchess.com INT	2005.12.03	2.3
e8dOB9YW	Catalunya-chT Honor	Catalunya	2013.02.23	6.5
zEBM3woj	18th Sautron Open 2018	Sautron FRA	2018.10.26	8.6
s22cktqZ	Landesliga Sued 1011	Bayern	2010.12.12	4.1
kuzHEYNl	Tata Steel India Blitz	Kolkata IND	2018.11.14	17.3
EFEhOCYR	Checkmate: USA vs India	Arlington, TX USA	2025.10.04	5.5
grRa5jby	Saint Louis Rapid 2024	Saint Louis USA	2024.08.13	5.4
Rz3nj96p	RUS-Cup	Krasnodar	1998.??.??	3
rvODa6ZO	Tilburg rapid20	Tilburg	1993.??.??	1
IaDOoeoc	GCT Blitz YourNextMove	Leuven BEL	2017.07.01	9.3
751DRMPG	9th Masters Final 2016	Bilbao ESP	2016.07.22	9.2
oQhNQhXs	GCT Blitz Paris 2017	Paris FRA	2017.06.24	1.1
jfH3pc6f	5th Norway Blitz 2017	Stavanger NOR	2017.06.05	4.2
87uNhf3u	Muensterland op 14th	Muenster	2000.??.??	6
olPWYoq1	NED-ch51 sf	Enschede	1995.11.09	6
cT0TDJZH	SRB-chT (Women)	Valjevo	2011.08.27	1.3
lIIuzU3x	WC.2008.T.00002	IECG	2007.02.02	?
sN4H5pQf	ESP-chT CECLUB Permanencia-2 Div 1	Sabadell	2011.09.04	2.1
DvH90nFI	FICGS__CHESS__WCH_CANDIDATES_FINAL__000	FICGS	2011.04.01	4
QH8Y5qUf	BAN-ch 34th	Dhaka	2008.04.23	4
X2pVRuNt	32nd ECC Open 2016	Novi Sad SRB	2016.11.09	4.11
BryUj3vF	Chessable Masters Final	chess24.com INT	2020.07.01	2.22
cnujkxtE	Chessable Masters Final	chess24.com INT	2020.06.30	2.15
g7R7Lznv	GCT Blitz YourNextMove	Leuven BEL	2016.06.20	18.2
eYP6YvDW	5th Zurich Opening Blitz	Zurich SUI	2016.02.12	2.3
wiEqBMSO	4th Norway Blitz 2016	Stavanger NOR	2016.04.18	2.4
RcxuLNJC	5th Zurich Opening Blitz	Zurich SUI	2016.02.12	4.2
